C_PT1_G23_C	C_PT2_G23_C	C_PT3_G23_C	C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W
gene-LOC117902551	13082.651553367	14690.1347441475	14040.5904316841	15879.9050786448	16691.9370169556	22585.2575743614
gene-LOC117902552	28.9874371681788	6.54397568229897	9.27506304114418	48.0741971307578	23.4652253156884	18.2745049149737
gene-LOC117900368	2027.05007054622	1873.75837036494	2149.03210663311	1912.08316135165	1884.35961556855	1791.91673194048
gene-LOC117900369	1535.29890430033	1477.84784158585	1514.61779461884	1955.6220568663	1855.79325431466	1752.32197129137
gene-LOC117901594	1951.47568078633	1824.6785527477	1698.2640428335	2270.37198902428	2164.92209216917	2164.51358215133
gene-LOC117901597	3092.33838647679	3174.91886852872	3134.04380160262	2981.50728243021	2876.02044195329	2998.03405632875
gene-LOC117901599	730.897522883367	826.722261197103	856.088318697608	770.094214415347	840.667202614229	790.879962709141
gene-LOC117901593	3444.32869494754	3479.21373775562	3843.58612425015	3889.47466597527	3588.13901892505	3588.90971524623
gene-LOC117901596	2149.21141289783	2360.19389608249	2198.18994075117	1985.55504753262	2102.68823372321	1811.20648712851
gene-LOC117901592	3783.89581606049	3662.44505685999	3681.27252103013	3328.91138622417	3101.49065042143	3353.37165189768
gene-LOC117901595	2320.03023906746	2208.5917927759	2139.75704359196	2372.86980554835	2251.64140311845	1964.50927835968
gene-LOC117901390	603.559852466009	912.884607680706	979.446657144826	719.298836314924	853.930156053532	736.05644796422
gene-LOC117901389	8.28212490519395	10.9066261371649	12.9850882576019	25.3976890502117	24.4854525033271	19.2897551880278
gene-LOC117900339	3.10579683944773	3.27198784114948	0.927506304114418	0.907060323221846	0	0
gene-LOC117900681	271.239590645102	325.017458887515	313.497130790673	300.236966986431	299.946793165757	479.198128881534
gene-LOC117900682	5718.80724703643	4883.98718422246	4992.76643504791	5306.3028908478	5081.751621628	4677.25800796022
gene-LOC117902724	13809.4080137978	14707.5853459669	16555.9875284424	14765.1279414052	14129.1263216074	13076.4235169368
gene-LOC117902725	699.839554488889	933.607197341319	956.258999541965	888.012056434187	1028.38900513974	942.152253394202
gene-LOC117900603	2183.37517813176	2553.24117871031	2721.3034962717	2423.66518364877	2771.95726881415	2456.90566079091
gene-LOC117900602	1533.22837307403	1470.21320328983	1401.46202551689	1485.76480943738	1041.65195857904	1254.84933749486
gene-LOC117900352	10776.0797672705	11050.5936021755	11809.0102639848	10805.8096305418	10522.6232133048	10577.8925949506
gene-LOC117900149	4221.81317042262	2859.71737316465	3546.78410693354	2888.08006913836	2860.71703413871	2691.42847386641
gene-LOC117900150	0	0	0	0	0	0
gene-LOC117900148	1019.73662895201	1079.75598757933	897.826102382757	880.755573848412	970.236055444335	971.59451131277
gene-LOC117900921	2927.73115398606	2144.24269856663	2329.89583593542	2161.52475023766	2186.34686310958	2136.08657450582
gene-LOC117900919	17.5995154235372	3.27198784114948	12.0575819534874	9.07060323221846	6.12136312583177	8.12200218443277
gene-LOC117900920	4.14106245259698	0	0.927506304114418	0.907060323221846	0	0
gene-LOC117901476	6017.99900923656	4862.17393194813	6458.22639554869	7926.80016463571	8079.17909891029	9452.99529240669
gene-LOC117901835	864.446786979619	1236.8114039545	990.576732794199	881.662634171634	1456.88442394796	1403.07587736076
gene-LOC117901894	27.9521715550296	19.6319270468969	20.4051386905172	19.0482667876588	17.3438621898567	16.2440043688655
gene-LOC117900861	849.95306839553	1230.26742827221	781.887814368455	872.592030939415	1231.41421547982	1045.70778124572
gene-LOC117901358	1.03526561314924	1.09066261371649	0	4.53530161610923	1.02022718763863	0
gene-LOC117900860	96.2797020228797	76.3463829601546	56.5778845509795	79.8213084435224	68.3552215717881	72.0827693868409
gene-LOC117900859	340.602386726101	308.657519681768	247.64418319855	413.619507389162	402.989739117258	363.459597753367
gene-LOC117902489	2815.92246776594	3275.25982899063	3191.54919245771	3403.29033272836	4081.92897774215	4307.70690856853
gene-LOC117902488	357.166636536489	356.646674685294	353.379901867593	493.440815832684	583.569951329295	607.11966328635
gene-LOC117902487	174.959888622222	250.852401154794	192.921311255799	273.932217612997	278.522022225345	365.490098299475
gene-LOC117902486	591.136665108219	598.773774930355	467.463177273667	522.466746175783	499.911321942928	641.638172570189
gene-LOC117902485	6405.18834855438	5152.29018719672	5352.63888104431	5760.74011278194	4497.16144311107	5134.12063083457
gene-LOC117902490	812.683506322157	369.734626049892	361.727458604623	387.314758015728	276.481567850068	325.895337650365
gene-LOC117902409	2976.38863780408	3247.99326364772	3288.00984808561	2907.12833592602	3001.50838603284	2741.17573724606
gene-LOC117902408	4948.56963085339	5272.26307470553	5437.96946102283	4622.37940713852	4464.51417310664	4560.504226559
gene-LOC117902413	2996.05868445391	3384.32609036228	3378.90546588883	2932.52602497623	3570.7951567352	2546.24768481967
gene-LOC117902411	1209.19023615832	1037.22014564439	1236.36590338452	985.974571342146	969.215828256696	762.452955063627
gene-LOC117902412	2735.1717499403	2126.79209674716	1886.54782256873	2475.36762207242	2204.71095248707	1553.33291777277
gene-LOC117900586	2.07053122629849	4.36265045486598	2.78251891234325	0.907060323221846	2.04045437527726	0
gene-LOC117901359	3.10579683944773	3.27198784114948	3.71002521645767	0.907060323221846	8.16181750110902	3.04575081916229
gene-LOC117902642	135.619795322551	190.865957400387	328.337231656504	195.017969492697	334.63451754547	510.670887346211
gene-LOC117902643	672.922648547009	466.80359867066	478.59325292304	941.528615504276	913.103332936572	1047.73828179183
gene-LOC117902640	3021.94032478264	2148.60534902149	2276.10047029678	1704.36634733385	1816.00439399676	2009.18029037406
gene-LOC117902646	1665.74237155713	1544.37826102256	1440.41729028969	1400.50113905453	1365.06397706048	1138.09555609364
gene-LOC117902644	1316.85785992584	1183.3689358824	1220.59829621457	1109.33477530032	1067.15763827	926.92349929839
gene-LOC117902645	977.290738812887	957.601774843082	885.768520429269	812.726049606774	930.447195126429	672.095680761812
gene-LOC117901789	689.486898357397	717.655999825453	803.220459363086	566.005641690432	692.734260406628	613.211164924674
gene-LOC117901557	1445.23079595635	1337.15236441642	1308.71139510544	1445.85415521562	1296.7087554887	1189.8733200194
gene-LOC117901556	817.859834387903	877.983404041778	816.205547620688	754.674188920575	838.626748238952	715.751442503138
gene-LOC117901220	1402.78490581723	1077.5746623519	1401.46202551689	1114.77713723965	915.143787311849	1038.60102933434
gene-LOC117901360	1.03526561314924	5.45331306858247	4.63753152057209	3.62824129288738	8.16181750110902	5.07625136527048
gene-LOC117901555	451.375807333071	414.451793212268	421.087862067946	502.511419064902	360.140197236436	421.32886331745
gene-LOC117900613	1170.8854084718	1048.12677178155	1061.06721190689	1073.95942269467	851.889701678254	1121.85155172478
gene-LOC117900615	22.7758434892834	10.9066261371649	9.27506304114418	11.791784201884	16.323635002218	28.4270076455147
gene-LOC117900616	0	0	0.927506304114418	0	1.02022718763863	0
gene-LOC117900617	0	0	5.56503782468651	2.72118096966554	2.04045437527726	6.09150163832458
gene-LOC117900614	0	0	0	0	0	0
gene-LOC117900026	2197.86889671585	1281.52857111688	1112.08005863319	1413.19998357964	1177.34217453498	1223.37657903019
gene-LOC117900032	633.582555247338	373.006613891041	482.303278139498	454.437221934145	364.22110598699	342.139342019231
gene-LOC117900029	1052.86512857278	1170.2809845178	1121.35512167433	1131.10422305764	1204.88830860122	1119.82105117867
gene-LOC117900025	53.8338118837607	46.8984923898093	35.2452395563479	31.7471113127646	43.869769068461	53.8082644718671
gene-LOC117900027	3445.36396056069	3364.69416331539	3114.56616921622	3393.31266917292	3206.57405074821	3374.69190763182
gene-LOC117900031	808.54244386956	925.972559045304	861.653356522295	1015.00050168525	1022.26764201391	905.603243564254
gene-LOC117900035	966.938082681394	1059.03339791872	1066.63224973158	904.33914225218	901.880833872547	814.230718989386
gene-LOC117900034	2400.7809568931	925.972559045304	2098.94676621093	4428.26849796905	4837.91732378237	4017.34533047506
gene-LOC117900033	2299.32492680447	1362.2376045319	3984.56708247554	4680.43126782472	6482.52355025584	6267.13993556294
gene-LOC117900030	1061.14725347798	1077.5746623519	1001.70680844357	1073.05236237144	1119.18922483957	976.670762678041
gene-LOC117901361	2.07053122629849	0	0	1.81412064644369	0	1.0152502730541
gene-LOC117900023	9264.59197207259	12886.1787810604	9139.64712074348	10582.6727910293	7808.81889418606	12766.7721836553
gene-LOC117900024	66134.8378992	92440.2004881552	88999.7949176031	80388.2211455361	72317.7839685765	103102.726229736
gene-LOC117901284	1013.52503527311	1138.65176872002	858.870837609951	1250.83618572292	1347.72011487063	1448.7621396482
gene-LOC117901785	1486.64142048231	1506.20506954248	1294.79880054373	1157.40897243107	1222.23217079108	1357.38961507333
gene-LOC117901784	5914.47244792163	6927.88892232717	6728.13073004599	9593.06997839424	9897.22394728233	8948.41590669881
gene-LOC117902168	1596.37957547613	1669.80446159995	1650.96122132366	1819.56300838302	1150.81626765637	1716.78821173448
gene-LOC117902170	31.0579683944773	41.4451793212268	31.5352143398902	29.0259303430991	43.869769068461	48.7320131065966
gene-LOC117902171	5.17632806574622	0	0	0	0	0
gene-LOC117902169	1111.87526852229	1278.25658327573	1115.79008384965	823.610773485436	724.361303223426	1227.4375801224
gene-LOC117900945	1422.45495246706	1189.9129115647	1513.69028831473	1328.84337352	1040.6317313914	1425.41138336795
gene-LOC117900514	2294.14859873873	1838.85716672601	2121.20691750967	2203.24952510586	1738.46712773622	2107.6595668603
gene-LOC117901941	5017.93242693439	5948.47389520976	6461.00891446104	5379.77477702877	4984.83003880234	5503.67173022626
gene-LOC117901942	468.975322756608	533.334018107366	642.761868751292	623.150442053408	892.698789183799	1095.45504462537
gene-LOC117901943	0	0	0	0	0	0
gene-Trnae-cuc-9	0	0	0	0	0	0
gene-Trnae-cuc-10	0	0	0	0	0	0
gene-Trnad-guc-6	0	0	0	0	0	0
gene-Trnad-guc-7	0	0	0	0	0	0
gene-Trnad-guc-8	0	0	0	0	0	0
gene-Trnad-guc-9	0	0	0	0	0	0
gene-Trnad-guc-10	0	0	0.927506304114418	0	0	0
gene-Trnad-guc-11	0	0	0	0	0	0
gene-LOC117901946	286.768574842341	285.753604793722	282.889422754898	419.968929651715	311.169292229781	394.932356218044
gene-LOC117901944	35.1990308470743	31.6292157977783	19.4776323864028	44.4459558378704	35.707951567352	28.4270076455147
gene-LOC117901945	2374.89931656437	948.87647393335	584.328971592084	2810.07288134128	1693.57713148012	1277.18484350205
gene-LOC117901939	368.554558281131	295.56956831717	223.529019291575	613.172778497968	418.293146931837	474.121877516263
gene-LOC117901938	2848.01570177357	2734.29117258725	2912.36979491927	3160.19816610491	2174.10413685792	2791.93825089877
gene-LOC117901940	13.4584529709402	6.54397568229897	13.9125945617163	16.3270858179932	13.2629534393022	8.12200218443277
gene-LOC117901610	1783.76265145615	1784.32403604018	1947.76323864028	1802.32886224181	2139.4164124782	1821.35898985905
gene-LOC117900934	18.6347810366864	0	0	0	0	0
gene-Trnae-cuc-11	0	0	0	0	0	0
gene-LOC117901362	6.21159367889547	9.81596352344845	6.49254412880093	4.53530161610923	8.16181750110902	5.07625136527048
gene-LOC117900975	216.370513148192	242.127100245062	166.951134740595	185.947366260478	123.447489704274	187.821300515008
gene-LOC117901527	89.032842730835	102.52228568935	78.8380358497256	78.0071877970787	84.6788565740061	103.555527851518
gene-LOC117901536	5.17632806574622	1.09066261371649	0	2.72118096966554	6.12136312583177	0
gene-LOC117901538	13.4584529709402	9.81596352344845	10.2025693452586	19.0482667876588	22.4449981280498	21.320255734136
gene-LOC117901532	4793.279788881	3856.58300210152	5130.96487436096	5652.79993431854	4990.95140192817	4231.56313808947
gene-LOC117901534	3.10579683944773	0	0	0	3.06068156291588	1.0152502730541
gene-LOC117901529	1759.95154235372	1894.48096002555	1484.01008658307	1696.20280442485	1942.51256526395	1404.09112763382
gene-LOC117901533	1807.57376055858	1544.37826102256	1445.98232811438	1679.87571860686	1855.79325431466	1625.41568715961
gene-LOC117901531	1268.20037610782	1109.20387814967	1202.04817013229	1102.98535303776	1096.74422671152	946.213254486418
gene-LOC117901530	827.177224906246	760.191841760397	595.459047241457	793.677782819115	722.320848848148	721.842944141463
gene-LOC117901535	1.03526561314924	4.36265045486598	3.71002521645767	0	0	3.04575081916229
gene-LOC117901526	12085.6907679043	8058.90605275118	10556.8767534303	8235.20067453114	7529.27664477307	8057.02616695731
gene-LOC117901528	363.378230215385	376.278601732191	300.512042533072	313.842871834759	304.027701916311	401.023857856368
gene-LOC117902572	299.191762200132	412.270467984835	695.629728085814	269.396915996888	339.735653483663	591.890909190538
gene-LOC117902573	73279.205895543	90191.2541786718	77125.8592123303	78516.9556987294	88232.3078685514	51960.5089749087
gene-LOC117902568	568.360821618935	667.485519594495	537.953656386363	655.804613689394	479.506778190155	682.248183492353
gene-LOC117902571	10158.0261962204	8948.88674554384	9901.12979642142	9253.82941750927	10086.9862041831	8638.76457341731
gene-LOC117901356	33.1284996207758	28.3572279566289	22.260151298746	25.3976890502117	33.6674971920747	22.3355060071901
gene-LOC117901355	0	0	0	0	0	0
gene-LOC117901354	1659.53077787824	1207.36351338416	1426.50469572798	1395.96583743842	1442.60124332102	1877.19775487702
gene-LOC117900680	1151.21536182196	966.327075752814	1348.59416618236	1219.08907441016	870.25379105575	1114.7447998134
gene-LOC117900464	2312.78337977541	2533.60925166342	2737.99860974576	2172.40947411632	2432.22161533049	1891.41125869978
gene-LOC117900455	1669.88343400973	2032.99511196755	1674.14887892652	2067.19047662259	2137.37595810293	1652.82744453207
gene-LOC117900466	1613.97909089967	1686.1644008057	1749.27688955979	1834.98303387779	1781.31666961704	1779.73372866383
gene-LOC117900465	2.07053122629849	1.09066261371649	0.927506304114418	2.72118096966554	0	0
gene-LOC117900457	4278.75277914583	4749.83568273533	5685.61364422138	4941.66464091261	4145.18306337574	4823.45404728001
gene-LOC117900462	16.5642498103879	14.1786139783144	31.5352143398902	22.6765080805461	11.2224990640249	23.3507562802442
gene-LOC117900461	195.665200885207	161.418066830041	145.618489745964	291.166363754212	227.510662843414	269.041322359336
gene-LOC117900460	3251.76929090178	2998.23152510664	3146.10138355611	3348.86671333505	2862.75748851399	2989.91205414431
gene-LOC117900459	1839.66699456621	2131.15474720203	2212.10253531289	2068.09753694581	1925.16870307409	2050.80555156928
gene-LOC117900456	4273.57645108008	3457.40048548129	3260.18465896218	4083.58557514475	3198.4122332471	3073.16257653475
gene-LOC117900458	2412.16887863774	2260.94359823429	2467.16676894435	2638.63848025235	2319.99662469024	2561.47643891549
gene-LOC117901816	71.4333273072979	88.3436717110361	73.272998025039	37.1894732520957	57.1327225077632	77.1590207521113
gene-LOC117900713	9.3173905183432	11.9972887508814	6.49254412880093	6.34942226255292	12.2427262516635	10.152502730541
gene-LOC117900247	172.889357395924	142.876802396861	160.458590611794	160.549677210267	189.762256900785	236.553313621605
gene-LOC117900248	14.4937185840894	9.81596352344845	8.34755673702976	19.0482667876588	0	0
gene-LOC117900917	43.4811557522683	35.9918662526443	30.6077080357758	51.7024384236452	2.04045437527726	5.07625136527048
gene-LOC117901802	1294.08201643656	1369.87224282792	1305.00136988899	1219.99613473338	939.629239815176	1366.52686753081
gene-LOC117901008	1.03526561314924	0	1.85501260822884	0.907060323221846	0	0
gene-LOC117901805	1.03526561314924	0	0.927506304114418	0.907060323221846	0	0
gene-LOC117901803	204.98259140355	230.12981149418	269.904334497296	292.073424077434	269.339977536598	372.596850210853
gene-LOC117901804	245.357950316371	272.665653429124	312.569624486559	334.705259268861	388.706558490317	383.764603214449
gene-LOC117901807	1654.35444981249	1718.8842792172	1528.53038918056	1707.08752830351	1819.06507555967	1426.42663364101
gene-LOC117901801	4294.28176334307	4075.80618745854	4529.94078929482	4103.54090225563	3546.30970423187	4177.75487361761
gene-LOC117901808	833.388818585142	795.093045399324	847.740761960578	877.127332555525	746.806301351476	694.431186769002
gene-LOC117902843	0	0	0	0	0	0
gene-LOC117902840	10.3526561314924	7.63463829601546	4.63753152057209	1.81412064644369	4.08090875055451	2.03050054610819
gene-LOC117902839	2.07053122629849	7.63463829601546	5.56503782468651	8.16354290899661	1.02022718763863	2.03050054610819
gene-LOC117901809	113.879217446417	131.970176259696	106.663224973158	97.0554545847375	128.548625642467	109.647029489842
gene-LOC117902842	0	0	0	0	0	0
gene-LOC117902841	0	0	0	0	0	0
gene-LOC117902838	0	0	0	0	0	0
gene-LOC117901812	2050.86117964865	1787.59602388133	1866.14268387821	1521.14016204303	1702.75917616887	1352.31336370806
gene-LOC117901810	810.612975095858	1036.12948303067	1127.84766580313	830.86725607121	1085.5217276475	1023.37227523853
gene-LOC117901811	5.17632806574622	5.45331306858247	8.34755673702976	0.907060323221846	3.06068156291588	7.10675191137868
gene-LOC117901671	4.14106245259698	1.09066261371649	0	0	0	2.03050054610819
gene-LOC117900996	2.07053122629849	0	0	0	0	1.0152502730541
gene-LOC117900999	5.17632806574622	8.72530090973196	10.2025693452586	0	3.06068156291588	5.07625136527048
gene-LOC117900998	1.03526561314924	1.09066261371649	0	0	3.06068156291588	1.0152502730541
gene-LOC117900997	5.17632806574622	0	0	2.72118096966554	0	0
gene-LOC117901194	2203.04522478159	2580.50774405323	2028.45628709823	2005.5103746435	2503.63751846519	2355.3806334855
gene-LOC117901193	2191.65730303695	2110.43215754142	2094.30923469036	2085.33168308702	2393.45298220022	2087.35456139922
gene-LOC117900990	1299.2583445023	1232.44875349964	1178.86051252943	1385.98817388298	1496.67328426587	1451.80789046736
gene-LOC117900991	232.93476295858	190.865957400387	205.906399513401	309.307570218649	314.229973792697	216.248308160523
gene-LOC117900992	150.11351390664	163.599392057474	256.919246239694	289.352243107769	273.420886287152	576.662155094727
gene-LOC117900411	16.5642498103879	8.72530090973196	3.71002521645767	43.5388955146486	23.4652253156884	20.3050054610819
gene-LOC117900841	1604.66170038133	1609.81801784555	1391.25945617163	1694.38868377841	1618.08031959486	1731.00171555723
gene-LOC117900842	3.10579683944773	8.72530090973196	2.78251891234325	6.34942226255292	8.16181750110902	2.03050054610819
gene-LOC117900359	635.653086473636	764.554492215263	721.599904601017	736.532982456139	743.74561978856	584.78415727916
gene-LOC117900357	1109.80473729599	1363.32826714562	1354.15920400705	1323.40101158067	1334.45716143133	1703.58995818477
gene-LOC117900358	760.920225664695	626.040340273268	588.966503112656	697.529388557599	961.054010755587	722.858194414517
gene-LOC117900356	54.86907749691	55.6237932995412	59.3604034633228	69.8436448880821	78.5574934481743	90.3572743018146
gene-LOC117900418	14.4937185840894	10.9066261371649	11.130075649373	27.2118096966554	23.4652253156884	51.7777639257589
gene-LOC117901608	1382.07959355424	1203.00086292929	1113.0075649373	1285.30447800536	1190.60512797428	1252.81883694876
gene-LOC117901478	923.456926929126	626.040340273268	943.273911284363	1081.21590528044	1315.07284486619	1418.30463145657
gene-LOC117901366	3445.36396056069	3009.13815124381	3692.4025966795	4369.30957695963	4319.64191246195	4636.64799703806
gene-LOC117900119	22.7758434892834	11.9972887508814	9.27506304114418	17.2341461412151	23.4652253156884	11.1677530035951
gene-LOC117900118	239.146356637475	186.503306945521	260.629271456152	312.935811511537	357.07951567352	335.032590107852
gene-LOC117900122	2370.75825411177	2281.66618789491	2578.46752543808	2537.95478437472	2617.90296348072	2188.87958870463
gene-LOC117900121	2032.22639861197	2043.90173810471	1824.40490019306	1590.0767466079	1908.84506807187	1672.1171997201
gene-LOC117900117	562.14922794004	630.402990728134	660.384488529466	486.184333246909	535.61927351028	499.503134342616
gene-LOC117900421	1431.7723429854	1714.52162876233	1604.58590611794	1952.90087589663	2131.25459497709	2228.47434935374
gene-LOC117900419	2539.5065490551	2592.50503280411	2871.55951753824	2519.81357791029	2550.56796909657	2340.15187938969
gene-LOC117900059	2154.38774096358	3114.93242477431	2303.92565942022	2668.57147091867	2403.65525407661	2840.67026400536
gene-LOC117901523	10933.4401404692	11987.472787358	10693.2201801351	9746.36317301873	11328.6026915393	10000.2151895829
gene-LOC117902236	1935.94669658909	1889.02764695697	1854.08510192472	2277.62847161005	2674.01545880084	2843.71601482452
gene-LOC117902237	2961.89491921999	2621.95292337445	2704.60838279764	2942.50368853167	2776.03817756471	2516.80542690111
gene-LOC117902234	2515.69543995266	2467.07883222671	2508.9045526295	2395.54631362889	2679.11659473904	2128.97982259444
gene-LOC117902235	981.431801265484	1091.75327633021	1085.18237581387	1182.80666148129	1179.38262891025	1330.99310797392
gene-LOC117902232	1833.45540088731	1829.04120320256	2133.26449946316	1902.10549779621	1746.62894523733	1625.41568715961
gene-LOC117902231	2811.78140531335	2296.93546448694	2496.84697067601	2248.60254126696	1615.01963803195	2260.96235809147
gene-LOC117900566	1181.23806460329	1266.25929452485	1286.4512438067	1196.41256632961	1038.59127701612	903.572743018146
gene-LOC117900559	4247.69481075135	5648.54167643773	4410.29247606406	3203.73706161956	3015.79156665978	3089.40658090362
gene-LOC117900565	815.789303161605	960.873762684232	930.288823026762	970.554545847375	694.774714781906	994.945267593015
gene-LOC117900562	751.602835146351	776.551780966144	818.988066533031	804.562506697777	838.626748238952	858.901731003766
gene-LOC117900563	1477.32402996397	1676.34843728225	1780.81210389968	1704.36634733385	1830.2875746237	1574.6531735069
gene-LOC117900567	2018.76794564103	1592.36741602608	1853.15759562061	1719.78637282862	1778.25598805413	1537.0889134039
gene-LOC117900564	935.880114286917	894.343343247525	1031.38701017523	845.38022124276	859.031291991725	749.254701513923
gene-LOC117900569	5115.24739457042	4919.97905047511	4777.58497249337	5334.42176086767	5858.144511421	4781.82878608479
gene-LOC117901367	12.4231873577909	8.72530090973196	13.9125945617163	13.6059048483277	8.16181750110902	21.320255734136
gene-LOC117900561	15.5289841972387	7.63463829601546	7.42005043291535	13.6059048483277	11.2224990640249	24.3660065532983
gene-LOC117900560	9.3173905183432	8.72530090973196	10.2025693452586	2.72118096966554	6.12136312583177	9.13725245748687
gene-LOC117901368	261.922200126759	247.580413313644	273.614359713753	317.471113127646	273.420886287152	306.605582462337
gene-LOC117900557	5479.66089039895	4601.50556726989	5153.22502565971	4596.07465776509	3905.42967428067	4516.84846481768
gene-LOC117900367	2.07053122629849	3.27198784114948	4.63753152057209	0.907060323221846	2.04045437527726	7.10675191137868
gene-LOC117901245	5.17632806574622	7.63463829601546	3.71002521645767	1.81412064644369	4.08090875055451	3.04575081916229
gene-LOC117901649	452.41107294622	444.99034639633	408.102773810344	393.664180278281	371.362696300461	288.331077547363
gene-LOC117901392	6330.64922440763	6800.28139652234	6420.19863708	7077.79170210006	7745.56480855246	6763.59731908639
gene-LOC117901909	214.299981921894	270.484328201691	268.049321889067	346.497043470745	492.769731629457	434.527116867153
gene-LOC117902769	572.501884071532	435.174382872881	443.348013366692	515.210263590008	523.376547258616	463.969374785722
gene-LOC117902772	3676.22819229297	4082.35016314084	3549.56662584588	2969.71549822832	4602.24484343785	3776.73101576124
gene-LOC117902771	5298.48940809783	4931.97633922599	4420.49504540932	5547.58093682481	6508.02922994681	4841.72855219499
gene-LOC117902770	3660.69920809573	3223.99868614596	2891.03714992464	3784.25566848154	4117.6369293095	3968.61331736846
gene-LOC117902406	149.078248293491	135.242164100845	111.30075649373	148.757893008383	114.265445015526	126.906284131762
gene-LOC117902404	409.965182807101	244.308425472495	244.861664286206	475.299609368247	304.027701916311	331.98683928869
gene-LOC117902405	7738.6104582906	5668.17360348462	5991.69072457914	5007.88004450781	4753.23846720837	6339.22270494978
gene-LOC117902403	1395.53804652518	1241.17405440937	1428.3597083362	1212.73965214761	1027.3687779521	1416.27413091046
gene-LOC117902407	1.03526561314924	0	0	0	1.02022718763863	1.0152502730541
gene-Trnae-cuc-12	16.5642498103879	2.18132522743299	0	6.34942226255292	10.2022718763863	2.03050054610819
gene-LOC117901878	0	0	0.927506304114418	2.72118096966554	1.02022718763863	0
gene-LOC117901874	3457.78714791848	3293.80109342381	3493.91624759901	3510.32345086854	2798.48317569276	4275.2188998308
gene-LOC117901877	0	0	0	0	0	0
gene-LOC117901879	0	0	0	0	0	0
gene-LOC117901876	0	0	0	0	0	0
gene-LOC117901875	0	0	0	0	0	0
gene-LOC117901856	73.5038585335964	76.3463829601546	51.9403530304074	110.661359433065	92.8406740751151	101.52502730541
gene-LOC117901579	1188.48492389533	1061.21472314615	1066.63224973158	1039.49113041223	1002.88332544877	1002.05201950439
gene-LOC117900415	9526.51417219935	10279.495134278	12620.5782800849	8627.9577944862	8673.97154930361	8520.99554174303
gene-LOC117900416	0	0	0	0	0	0
gene-LOC117901927	50615.1710924797	61686.7867691912	55774.6640916164	66292.5037226686	68775.5551730952	68732.4434857623
gene-LOC117901934	167.713029330178	135.242164100845	106.663224973158	111.568419756287	113.245217827888	76.1437704790573
gene-LOC117901932	1114.98106536174	1368.7815802142	781.887814368455	1041.30525105868	1381.3876120627	735.041197691166
gene-LOC117901929	1991.85103969915	2461.62551915813	2269.60792616798	2699.41152190821	2959.67907133966	2689.3979733203
gene-LOC117901931	833.388818585142	667.485519594495	620.501717452546	754.674188920575	720.280394472871	688.339685130677
gene-LOC117901926	5181.50439381197	6800.28139652234	5287.7134397563	4810.14089404545	5009.31549130566	5985.91560992695
gene-LOC117901928	1259.91825120263	1758.14813331099	1702.90157435407	1483.95068879094	1728.26485585984	1586.83617678355
gene-LOC117901933	0	0	0	0	0	0
gene-LOC117900965	0	0	0.927506304114418	0	0	1.0152502730541
gene-LOC117901369	0	0	3.71002521645767	1.81412064644369	1.02022718763863	0
gene-LOC117900981	0	0	0	0	0	2.03050054610819
gene-LOC117901370	0	0	0	1.81412064644369	0	0
gene-LOC117901373	1.03526561314924	0	0.927506304114418	0	0	0
gene-LOC117901775	3.10579683944773	1.09066261371649	2.78251891234325	2.72118096966554	0	3.04575081916229
gene-LOC117900696	0	0	0	0	1.02022718763863	0
gene-LOC117901165	154.254576359237	218.132522743299	154.893552787108	184.133245614035	214.247709404112	264.980321267119
gene-LOC117900808	468.975322756608	495.160826627288	479.520759227154	605.916295912193	469.304506313769	761.437704790573
gene-LOC117900809	2.07053122629849	0	0	0	0	0
gene-LOC117902432	8066.78965765891	6658.4952567392	7086.14816343416	6364.84228804769	5354.15228072752	6883.39685130677
gene-Trnag-gcc-10	1.03526561314924	0	0	0	0	0
gene-LOC117901374	0	0	0	0	0	0
gene-LOC117902434	0	0	0	0	0	1.0152502730541
gene-LOC117901829	16.5642498103879	27.2665653429124	11.130075649373	19.0482667876588	12.2427262516635	22.3355060071901
gene-Trnar-ucu-3	1.03526561314924	1.09066261371649	0.927506304114418	0	6.12136312583177	2.03050054610819
gene-LOC117900512	2544.68287712084	2768.10171361246	2890.10964362053	2682.177375767	2963.75998009021	2511.72917553584
gene-LOC117900511	1045.61826928074	1044.8547839404	1042.51708582461	1057.63233687667	902.901061060186	958.396257763067
gene-LOC117900379	2556.07079886548	2668.85141576426	2992.13533707311	2514.37121597096	2773.99772318943	2547.26293509273
gene-LOC117900381	18224.8158538793	16448.2828774585	16580.1026923493	17209.6555124881	18332.4623346785	15371.9043843121
gene-LOC117901343	2692.72585980118	2843.3574339589	2622.06032173146	2664.94322962578	2966.82066165313	2794.98400171793
gene-LOC117901341	47.6222182048652	62.1677689818402	41.7377836851488	50.7953781004233	43.869769068461	35.5337595568934
gene-LOC117900756	16.5642498103879	8.72530090973196	18.5501260822884	20.8623874341024	16.323635002218	33.5032590107852
gene-LOC117900382	30.0227027813281	32.7198784114948	34.3177332522335	44.4459558378704	51.0113593819314	32.4880087377311
gene-Trnaq-cug-3	0	0	0.927506304114418	0	0	0
gene-Trnaq-cug-4	0	0	0	0	4.08090875055451	0
gene-LOC117902684	1456.61871770099	1592.36741602608	1750.20439586391	1566.49317820413	1359.96284112229	1583.79042596439
gene-Trnaq-cug-5	0	2.18132522743299	2.78251891234325	0	0	0
gene-Trnaq-cug-6	0	0	0	0	0	0
gene-LOC117902685	0	0	0	0	0	0
