C_PT1_G23_C	C_PT2_G23_C	C_PT3_G23_C	C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W
gene-LOC117893346	7053.2646223858	6559.244958891	7177.04378123737	6178.89492178721	6472.32127837945	6094.54738914374
gene-LOC117893386	4366.75035626351	4380.10105668544	4915.78341180642	4330.30598306109	4436.96803904039	3529.00994913604
gene-LOC117893406	3580.98375588324	2886.98393850756	3096.94354943804	3281.74424941664	3339.20358514123	2767.57224434547
gene-LOC117893308	3001.23501251966	2371.10052221966	2463.4567437279	2631.38199766657	2242.4593584297	2081.2630597609
gene-LOC117893316	4502.37015158606	4952.6989288866	4990.91142243968	4655.94063909773	5278.65546884226	5150.36463520343
gene-LOC117893273	7621.62544400474	7461.22294043454	8205.64827250026	6694.10518537722	7001.8191887639	6298.61269402762
gene-LOC117893363	1629.50807509691	1706.88699046631	1683.42394196767	1606.40383242589	1817.0246211844	1607.14118224464
gene-LOC117893452	2410.09834741144	2621.95292337445	2392.9662646152	2059.93399403681	2489.35433783825	1811.20648712851
gene-LOC117898989	5272.6077677691	4379.01039407173	4772.01993466868	4409.22023118139	4478.79735373358	4015.31482992895
gene-LOC117899092	217.405778761341	262.849689905675	192.921311255799	285.724001814881	366.261560362267	418.283112498288
gene-LOC117891782	20239.4427370677	16605.3382938336	18684.614496385	15696.678893354	17005.1467635606	15055.1462991192
gene-LOC117891837	2154.38774096358	1920.65686275475	2393.89377091931	2034.5363049866	1997.60483339643	1837.60299422791
gene-LOC117891619	7681.67084956739	8080.71930502551	8046.11718819258	7349.90979906661	7824.12230200064	7793.06109596325
gene-LOC117890380	24780.1177163403	23198.3937937498	24670.7401831394	21875.5738151412	23298.9282841033	21097.9159243372
gene-LOC117896631	5559.37634261144	5183.9194029945	5803.40694484391	4967.96939028605	5498.00431418457	4677.25800796022
gene-LOC117896639	1151.21536182196	1027.40418212094	1152.89033601422	1093.91474980555	1085.5217276475	963.472509128338
gene-LOC117892029	92291.8588810288	85566.8446965139	84609.9075802296	115992.15295264	134823.022846445	129865.738677715
gene-LOC117890094	11.3879217446417	17.4506018194639	8.34755673702976	13.6059048483277	18.3640893774953	7.10675191137868
gene-LOC117889609	2469.10848736095	2277.30353744004	3598.72445996394	2163.3388708841	2452.62615908326	2958.43929567964
gene-LOC117889608	5050.02566094201	5320.25222970906	5633.67329119098	4922.61637412496	4393.09826997193	5217.371153225
gene-LOC117902026	12513.2554661349	12710.582100252	13142.7643293013	11392.6776596664	11472.4547249964	13039.8745071068
gene-LOC117902110	152194.39778907	163986.577285344	143161.525546365	160470.762962146	179330.43390718	170464.581846875
gene-LOC117889653	0	0	0	0	0	0
gene-LOC117889652	38.304827686522	62.1677689818402	68.6354665044669	32.6541716359864	28.5663612538816	59.8997661101917
gene-LOC117902086	1032.1598163098	936.879185182469	986.866707577741	1024.97816524069	1125.31058796541	971.59451131277
gene-LOC117902014	6577.04244033715	6410.91484342555	7062.03299952718	6887.30903422347	6814.0973862384	6664.10279232709
gene-LOC117902066	122.161342351611	121.063550122531	119.64831323076	117.010781695618	138.750897518853	179.699298330575
gene-LOC117902076	2719.64276574306	2564.14780484748	2844.66183471892	2701.22564255466	3635.06946955643	3125.95559073356
gene-LOC117902101	992.819723010125	880.164729269211	752.207612636793	899.803840636071	945.750602941008	755.346203152248
gene-LOC117902095	10769.8681735916	9026.32379111771	9909.47735315845	9896.93518667356	10546.0884386205	8871.2568859467
gene-LOC117903031	1909.02979064721	1690.52705126057	1533.16792070113	1856.75248163512	1927.20915744937	1438.60963691765
gene-LOC117903075	9051.32725576384	9621.82557820691	8380.94696397788	11818.0889512574	13104.8182252182	11925.1297072934
gene-LOC117903115	7.24685929204471	18.5412644331804	17.6226197781739	19.9553271108806	25.5056796909657	28.4270076455147
gene-LOC117903089	60.0454055626562	26.1759027291959	4.63753152057209	55.3306797165326	40.8090875055451	12.1830032766492
gene-LOC117903074	2619.22200126759	2545.6065404143	2718.52097735936	2481.71704433497	2688.29863942778	2444.72265751426
gene-LOC117903066	2393.53409760105	2671.03274099169	2780.66389973503	2441.80639011321	2803.58431163095	2564.52218973465
gene-LOC117902780	2314.85391100171	1626.17795705129	1791.94217954906	1714.34401088929	1584.41282240279	1760.4439734758
gene-LOC117903083	2773.47657762683	2908.79719078189	2685.13075041124	2852.7047165327	3413.68016983885	2919.85978530358
gene-LOC117903103	54519.1577196655	53648.6033061006	53236.0793372553	59232.853227033	67453.3407379155	53985.9332696516
gene-LOC117903044	1894.53607206312	1603.27404216325	1614.7884754632	1750.62642381816	1567.06896021293	1277.18484350205
gene-LOC117903071	0	3.27198784114948	0	2.72118096966554	0	3.04575081916229
gene-LOC117902936	2330.38289519895	2206.41046754847	2328.9683296313	2298.49085904416	1914.9664311977	2125.93407177528
gene-LOC117903062	807.507178256411	774.370455738711	818.988066533031	879.84851352519	1068.17786545764	959.411508036121
gene-LOC117902984	4959.95755259803	5197.0073543591	5446.31701775986	5473.20199032062	5384.75909635668	5194.02039694476
gene-LOC117902591	922.421661315977	951.057799160783	835.683180007091	916.130926454064	724.361303223426	1316.77960415116
gene-LOC117893616	260.88693451361	278.118966497706	250.426702110893	225.85802048224	182.620666587314	286.300577001255
gene-LOC117901615	638.758883313084	576.960522656026	495.288366397099	335.612319592083	441.758372247526	510.670887346211
gene-LOC117903701	716.403804299277	780.91443142101	902.463633903329	790.956601849449	597.853131956236	854.840729911549
gene-LOC117903702	0	0	0	0	0	0
gene-LOC117903703	21.7405778761341	15.2692765920309	6.49254412880093	48.9812574539797	31.6270428167975	16.2440043688655
gene-LOC117903508	39116.4759272311	14662.8681788046	16614.4204256016	18635.5543405928	23853.9318741788	24450.2723259618
gene-LOC117903509	0	0	0	0	0	0
gene-LOC117900879	132.513998483103	188.684632172954	104.808212364929	156.014375594157	130.589080017744	148.226539865898
gene-LOC117894919	3.10579683944773	4.36265045486598	12.0575819534874	7.25648258577476	10.2022718763863	15.2287540958114
gene-LOC117890902	197.735732111506	119.972887508814	149.328514962421	195.017969492697	168.337485960374	216.248308160523
gene-LOC117890395	54.86907749691	79.6183708013041	50.0853404221786	77.1001274738569	73.4563575099812	102.540277578464
gene-LOC117900259	48.6574838180145	73.0743951190051	31.5352143398902	39.9106542217612	36.7281787549906	41.625261195218
gene-LOC117903078	759.884960051545	656.57889345733	691.919702869356	934.272132918501	1158.97808515748	1070.07378779902
gene-LOC117895785	1.03526561314924	2.18132522743299	0.927506304114418	3.62824129288738	1.02022718763863	6.09150163832458
gene-LOC117902576	80.7507178256411	71.9837325052886	81.6205547620688	85.2636703828535	67.3349943841494	97.4640262131933
gene-LOC117903672	4005.44265727443	4036.54233336475	4250.76139175638	4348.44718952553	4050.30193492535	4406.18618505478
gene-LOC117900699	2478.42587787929	3073.48724545308	3031.09060184592	3257.25362068965	3203.51336918529	2912.7530333922
gene-LOC117900785	582.854540203025	468.984923898093	525.896074432875	506.13966035779	485.628141315987	563.463901545024
gene-LOC117900283	260.88693451361	286.844267407438	222.60151298746	231.300382421571	216.288163779389	311.681833827608
gene-LOC117899707	5392.69857889441	6923.52627187231	6803.25874067926	7397.07693587415	6339.69174398643	7493.56226541229
gene-LOC117899854	5117.31792579671	5006.14139695871	5332.23374235379	5530.34679068359	5482.70090636999	5368.64344391006
gene-LOC117901352	8.28212490519395	9.81596352344845	14.8401008658307	8.16354290899661	16.323635002218	26.3965070994065
gene-LOC117900203	0	0	0	0	0	0
gene-LOC117900038	1678.16555891493	1482.21049204072	1410.73708855803	1693.48162345519	1540.54305333433	1521.86015930809
gene-LOC117901175	5042.77880164997	4100.89142757402	3358.50032719831	4988.83177772015	4578.77961812216	2874.17352301615
gene-LOC117900946	11.3879217446417	8.72530090973196	3.71002521645767	13.6059048483277	9.18204468874765	4.06100109221639
gene-LOC117900868	2656.49156334096	2561.96647962005	2579.3950317422	2641.35966122201	2829.08999132192	2028.47004556209
gene-LOC117901030	64.1864680152532	766.735817442696	234.659094940948	22.6765080805461	708.037668221208	343.154592292285
gene-LOC117901256	64146.0926563403	59190.2600463942	72463.2850215472	52819.0296815313	52753.9074184182	46806.083338613
gene-LOC117900610	242.252153476923	134.151501487129	166.951134740595	202.274452078472	224.449981280498	134.013036043141
gene-LOC117900124	1147.07429936936	839.810212561701	1602.73089350971	1933.85260910897	1604.81736615556	1558.40916913804
gene-LOC117894509	2772.44131201368	2662.30744008196	2881.7620868835	2673.10677253478	2847.45408069941	2746.25198861133
gene-LOC117894498	6380.34197383879	5764.15191349167	6249.53747712295	5592.9339529859	5550.03590075414	4924.97907458542
gene-LOC117903151	5522.10678053807	6610.50610173567	5706.94628921602	5975.71340938552	6394.78401211892	5981.85460883474
gene-LOC117903178	21.7405778761341	25.0852401154794	23.1876576028605	13.6059048483277	20.4045437527726	19.2897551880278
gene-LOC117903824	2887.35579507324	2834.63213304917	3544.92909432531	2471.73938077953	2282.24821874761	2931.02753830718
gene-LOC117903826	3089.23258963735	2994.95953726549	3681.27252103013	2873.56710396681	2512.81956315394	2635.58970884843
gene-LOC117903825	2514.66017433951	2301.2981149418	2833.53175906955	2210.50600769164	2128.19391341418	2016.28704228544
gene-LOC117903300	1839.66699456621	1880.30234604724	1919.01054321273	1915.71140264454	2358.76525782051	2059.94280402676
gene-LOC117903304	6.21159367889547	1.09066261371649	20.4051386905172	6.34942226255292	8.16181750110902	14.2135038227574
gene-LOC117903298	3773.543159929	4421.54623600667	4366.69967977068	3632.77659450349	3730.97082519446	3540.17770213964
gene-LOC117903299	0	0	0	0	0	0
gene-LOC117903301	0	0	0	0	0	0
gene-LOC117903302	386.154073704668	366.462638208742	358.94493969228	331.077017975974	338.715426296024	285.285326728201
gene-LOC117903297	4516.86387017015	5543.83806552094	4931.55101897636	4541.65103837178	4049.28170773771	5690.47778046821
gene-LOC117896615	2746.55967168495	3453.03783502642	3072.82838553107	2966.99431725866	2922.95089258467	3170.62660274794
gene-LOC117897198	48.6574838180145	56.7144559132577	58.4328971592084	62.5871623023073	29.5865884415202	74.1132699329491
gene-LOC117889623	323.002871302564	89.4343343247525	92.7506304114418	243.092166623455	95.901355638031	95.4335256670851
gene-LOC117889626	627.370961568442	239.945775017629	405.320254898001	289.352243107769	159.155441271626	211.172056795252
gene-LOC117889627	324.038136915713	427.539744576866	248.571689502664	343.775862501079	357.07951567352	252.79731799047
gene-LOC117889625	1589.13271618409	1274.98459543458	1320.76897705893	761.93067150635	1094.70377233625	900.526992198984
gene-LOC117889622	5306.77153300303	6151.33714136103	6812.5338037204	5705.40943306541	5470.45818011832	5022.44310079862
gene-LOC117897352	3243.48716599658	3144.38031534465	3526.37896824302	2920.73424077434	3037.21633760019	2747.26723888439
gene-LOC117897345	986.60812933123	876.892741428062	1165.87542427182	934.272132918501	909.022424186017	925.908249025336
gene-LOC117900294	695.698492036292	676.210820504227	549.083732035736	785.514239910118	1061.03627514417	969.564010766662
gene-LOC117894573	2.07053122629849	5.45331306858247	0	0	4.08090875055451	0
gene-LOC117894582	86430.1849793778	97885.8789184417	93394.3197864972	101397.552352	111011.940514147	97777.738547567
gene-LOC117896776	1477.32402996397	1556.37554977344	1525.74787026822	1387.80229452942	1219.17148922816	1241.65108394516
gene-LOC117902737	2859.40362351821	3486.84837605163	2640.61044781375	3049.53680667184	1934.35074776284	3403.11891527733
gene-LOC117902755	7.24685929204471	0	0.927506304114418	0	0	0
gene-LOC117890418	14.4937185840894	13.0879513645979	8.34755673702976	29.9329906663209	17.3438621898567	25.3812568263524
gene-LOC117902135	2423.55680038238	2143.15203595291	2314.12822876547	2271.2790493475	2416.91820751591	2039.63779856568
gene-LOC117900324	1.03526561314924	0	0	0.907060323221846	0	0
gene-LOC117900314	298.156496586982	306.476194454335	264.339296672609	219.508598219687	225.470208468137	246.705816352145
gene-LOC117900309	1316.85785992584	1203.00086292929	1279.9586996779	1239.04440152104	1182.44331047317	1058.90603479542
gene-LOC117898260	14442.9905690451	15869.141029575	15647.0313504102	16746.1476873217	21864.4888582834	18285.6726679773
gene-LOC117903215	5772.64105892019	5542.74740290722	5041.92426916598	5047.79069872957	4467.57485466955	5156.45613684176
gene-LOC117903214	36911.3601712232	26047.2045407773	20509.9469028821	26815.4243354074	20274.9748999424	17290.7274003843
gene-LOC117903217	238801.613188297	273720.324176587	181493.506082805	259828.336647221	207188.75749284	192512.772026791
gene-LOC117903219	1704.04719924366	1887.93698434325	2522.81714719122	2133.40588021778	2006.78687808518	2473.14966515978
gene-LOC117903218	0	0	1.85501260822884	0	1.02022718763863	0
gene-LOC117894797	4732.1991177052	5441.31577983159	6081.65883607824	4447.31676475671	4872.60504816209	5105.69362318905
gene-LOC117894806	341.637652339251	487.526188331273	455.405595320179	396.385361247946	352.998606922965	406.100109221639
gene-LOC117894952	76.6096553730441	68.7117446641391	46.3753152057209	36.2824129288738	45.9102234437383	25.3812568263524
gene-LOC117901396	4762.22182048652	5130.47693492239	4882.3931848583	6634.23920404458	7039.56759470653	7282.39020861704
gene-LOC117899153	4056.17067231874	3779.14595652765	3697.96763450419	3509.41639054532	3667.71673956087	3054.88807161978
gene-LOC117895759	2514.66017433951	2109.3414949277	2007.1236421036	2420.94400267911	2130.23436778945	2175.68133515493
gene-LOC117895769	3700.0393013954	3174.91886852872	3398.38309827523	3229.13475066977	3544.26924985659	3078.23882790002
gene-LOC117903303	2891.49685752584	2671.03274099169	3021.81553880477	2407.33809783078	2151.65913872987	2983.82055250599
gene-LOC117903329	334.390793047206	237.764449790196	350.59738295525	422.69011062138	310.149065042143	432.496616321045
gene-LOC117903049	471.045853982906	567.144559132577	550.938744643964	292.980484400656	317.290655355613	368.535849118637
gene-LOC117903050	11558.7405708113	11752.9803254089	13393.1910314122	11863.4419674185	13351.7132046267	11763.7049138778
gene-LOC117903051	805.436647030112	1140.83309394745	1063.84973081924	903.432081928958	1141.63422296762	1017.2807736002
gene-LOC117903055	1176.06173653754	1230.26742827221	1264.19109250795	1158.3160327543	1344.65943330771	1268.04759104457
gene-LOC117903052	5220.84448711164	4608.04954295219	4555.91096581002	5046.88363840635	5139.90457132341	4425.47594024281
gene-LOC117903056	1520.80518571624	1496.38910601903	1572.12318547394	1601.86853080978	1656.84895272513	1472.11289592844
gene-LOC117903054	1420.38442124076	1597.82072909466	1852.23008931649	1603.68265145622	1540.54305333433	1593.94292869493
gene-LOC117903048	1163.63854917975	1212.81682645274	1331.8990527083	1441.31885359951	925.346059188235	1231.49858121462
gene-LOC117903053	2493.95486207653	2226.04239459537	2303.92565942022	2528.88418114251	2348.56298594412	1873.13675378481
gene-LOC117890194	19691.7872277118	18891.3671321834	17779.3683435693	19754.8667794486	19742.4163079951	18625.7815094505
gene-LOC117901716	1019.73662895201	847.444850857716	985.939201273627	917.037986777286	1069.19809264528	741.13269932949
gene-LOC117901726	28.9874371681788	29.4478905703454	38.0277584686911	28.1188700198772	27.5461340662429	13.1982535497033
gene-LOC117894359	2638.89204791742	2806.27490509254	3026.45307032535	3174.71113127646	2920.91043820939	3038.64406725091
gene-LOC117894371	2372.82878533807	2268.57823653031	2423.57397265098	2301.21204001382	1906.8046136966	2204.10834280044
gene-LOC117894342	0	0	0	0	0	0
gene-LOC117894390	2741.3833436192	3063.67128192963	2897.52969405344	2902.59303430991	3349.40585701761	2772.64849571074
gene-LOC117894380	3725.92094172413	4000.5504671121	4125.54804070093	3655.45310258404	3478.97470984772	3708.70924746662
gene-LOC117894407	1420.38442124076	1316.42977475581	1208.54071426109	1285.30447800536	1304.8705729898	1207.13257466132
gene-LOC117894399	50.728015044313	26.1759027291959	56.5778845509795	89.7989719989627	66.3147671965108	79.1895212982195
gene-LOC117894350	2578.84664235477	2553.24117871031	2785.3014312556	2813.70112263417	2451.60593189562	2593.96444765322
gene-LOC117898253	9777.04845058146	5973.55913532524	5232.99056781355	6099.98067366691	5952.00541268375	5216.35590295195
gene-LOC117897438	107.667623767521	160.327404216325	182.71874191054	141.501410422608	139.771124706492	211.172056795252
gene-LOC117897429	4502.37015158606	4898.16579820078	4848.07545160606	3978.36657765101	4973.60753973831	3983.84207146428
gene-LOC117902212	1972.18099304931	2091.89089310824	2161.08968858659	2008.23155561317	2154.71982029278	1858.92324996205
gene-LOC117903374	2487.74326839763	2717.9312333815	3225.86692570995	2457.22641560798	2298.57185374983	2295.48086737531
gene-LOC117903375	4135.88612453123	4075.80618745854	3817.61594773495	4532.58043513956	4437.98826622803	4084.35184849663
gene-LOC117903380	12264.7917189791	8542.06959062759	9294.54067353059	10178.1238868723	10229.8180104525	8306.77773412862
gene-LOC117903379	107842.583656144	122447.600979337	111149.57296616	126135.80854723	139967.008326519	124245.313166087
gene-LOC117903378	0	0	0	0	0	0
gene-LOC117903377	558.008165487443	674.029495276794	619.574211148431	703.878810820152	700.896077907737	576.662155094727
gene-LOC117903376	502.103822377384	504.976790150737	422.942874676175	494.347876155906	437.677463496971	407.115359494693
gene-LOC117897543	3138.92533906851	3444.31253411669	3565.33423301582	3084.00509895428	3275.94949950763	3163.51985083657
gene-LOC117897529	2422.52153476923	2680.84870451514	2713.88344583879	2731.15863322098	2251.64140311845	2633.55920830233
gene-LOC117897603	1069.42937838317	1114.65719121826	1289.23376271904	963.2980632616	1087.56218202278	984.792764862474
gene-LOC117897647	4.14106245259698	0	3.71002521645767	0.907060323221846	8.16181750110902	8.12200218443277
gene-LOC117897551	13.4584529709402	18.5412644331804	15.7676071699451	14.5129651715495	19.3843165651339	33.5032590107852
gene-LOC117897559	1553.93368533702	1522.56500874823	1418.15713899095	1903.91961844265	1556.86668833655	1556.37866859193
gene-LOC117897654	1010.41923843366	912.884607680706	970.171594103682	1366.93990709532	1304.8705729898	1517.79915821587
gene-LOC117897610	2049.8259140355	1931.56348889191	1852.23008931649	2469.01819980986	2222.05481467693	2642.69646075981
gene-LOC117897630	1065.28831593057	973.96171404883	970.171594103682	819.982532192548	735.583802287451	637.577171477973
gene-LOC117897587	1343.77476586772	1382.96019419252	1284.59623119847	1299.8174431769	1295.68852830106	1335.05410906614
gene-LOC117897620	2111.94185082446	2160.60263777238	2294.65059637907	1678.06159796041	1827.22689306078	1638.61394070931
gene-LOC117897564	439.987885588429	395.910528779087	486.94080966007	564.191521043988	571.327225077632	475.137127789317
gene-LOC117902687	9.3173905183432	0	1.85501260822884	5.44236193933107	0	2.03050054610819
gene-LOC117903605	325.073402528863	370.825288663608	514.765998783502	362.824129288738	406.050420680174	705.598939772597
gene-LOC117903604	5640.12706043708	5113.02633310293	4887.95822268298	5330.79351957479	4923.61640754402	4193.99887798647
gene-LOC117903606	229.828966119132	138.514151941995	104.808212364929	207.716814017803	166.297031585096	123.8605333126
gene-LOC117903602	649.111539444576	776.551780966144	718.817385688674	479.834910984356	431.55610037114	885.298238103172
gene-LOC117889571	6616.38253363682	6048.81485567168	6649.29269419627	6207.01379180709	6844.70420186755	4688.42576096382
gene-LOC117889570	7183.70808964261	6590.87417468878	6590.85979703706	6584.35088626738	7291.56371005327	6779.84132345526
gene-LOC117889572	1318.92839115214	1035.03882041695	1063.84973081924	1007.74401909947	1123.27013359013	1206.11732438827
gene-LOC117903912	2755.87706220329	2497.61738541077	2837.24178428601	2316.63206550859	2151.65913872987	2809.19750554069
gene-LOC117903288	953.479629710454	1052.48942223642	1209.4682205652	879.84851352519	1157.95785796984	1220.33082821102
gene-LOC117903281	3324.23788382222	2784.46165281821	3239.77952027166	2952.48135208711	2980.08361509243	3160.4741000174
gene-LOC117903287	302.297559039579	196.319270468969	245.789170590321	269.396915996888	244.854525033271	213.20255734136
gene-LOC117903284	0	0	0	0	0	0
gene-LOC117903289	0	0	0	0	0	0
gene-LOC117903285	0	0	0	0	0	0
gene-LOC117903282	0	0	0	0	0	0
gene-LOC117903283	238.111091024326	315.201495364067	215.181462554545	204.088572724915	161.195895646903	334.017339834798
gene-LOC117899180	1501.1351390664	1329.51772612041	1684.35144827178	1330.65749416645	1214.07035328997	1222.36132875713
gene-LOC117901911	80.7507178256411	125.426200577397	88.1130988908697	112.475480079509	121.407035328997	142.135038227574
gene-LOC117894987	3.10579683944773	0	0	1.81412064644369	0	1.0152502730541
gene-LOC117891169	954.514895323603	763.463829601546	650.181919184207	669.410518537722	751.907437289669	902.557492745092
gene-LOC117891160	2193.72783426325	2074.44029128877	2353.08349353828	2010.95273658283	2066.98028215586	1872.12150351175
gene-LOC117891194	224.652638053386	238.855112403912	259.701765152037	191.389728199809	197.924074401894	200.004303791657
gene-LOC117903764	3760.08470695806	4140.15528166781	4464.0878417027	4050.93140350876	4435.94781185275	3740.18200593129
gene-LOC117903766	2476.35534665299	2362.37522130993	2557.13488044345	2153.36120732866	2088.40505309627	2056.8970532076
gene-LOC117903765	734.003319722814	946.695148705917	738.295018075077	1036.76994944257	1159.99831234512	1137.08030582059
gene-LOC117903763	9571.03059356476	9304.44275761541	10048.6032987756	9955.89410768298	9967.61962322939	10108.8469687996
gene-LOC117903658	2411.13361302459	2323.11136721613	2464.38425003201	2557.00305116238	1857.83370868994	2478.22591652505
gene-LOC117903659	1364.4800781307	1581.46078988892	1654.67124654012	1535.65312721458	1649.70736241166	1570.59217241469
gene-LOC117903662	1104.62840923024	1296.79784770891	1085.18237581387	1016.81462233169	1159.99831234512	859.91698127682
gene-LOC117903660	373.730886346877	463.53161082951	333.902269481191	243.999226946676	245.874752220909	331.98683928869
gene-LOC117903663	73.5038585335964	69.8024072778557	72.3454917209246	107.033118140178	125.487944079551	90.3572743018146
gene-LOC117903393	723.650663591322	820.178285514804	1056.42968038632	936.993313888166	746.806301351476	970.579261039716
gene-LOC117903396	1182.27333021644	1605.45536739068	2195.40742183883	1085.75120689655	1419.13601800533	1610.1869330638
gene-LOC117903389	2453.57950316371	2398.36708756257	2328.9683296313	2275.81435096361	1977.20028964366	2328.9841263861
gene-LOC117903392	3.10579683944773	5.45331306858247	7.42005043291535	0	10.2022718763863	14.2135038227574
gene-LOC117903390	1185.37912705588	1051.3987596227	1254.91602946681	1463.08830135684	1280.38512048648	1174.64456592359
gene-LOC117903395	64264.1129362393	69639.8985484119	67116.2111783275	68503.0097303602	76700.679966672	71721.3402896336
gene-LOC117889659	0	0	0	0	0	0
gene-LOC117889663	0	0	0	0	0	0
gene-LOC117889664	0	0	0	0	0	0
gene-LOC117889661	0	0	0	0	0	0
gene-LOC117889662	0	0	0	0	0	0
gene-LOC117889657	0	0	0	0	0	0
gene-LOC117889656	0	0	0	0	0	0
gene-LOC117889655	0	0	0	0	0	0
gene-LOC117889654	0	0	0	0	0	0
gene-LOC117903391	3049.89249633767	2934.97309351109	3573.68178975285	3289.00073200241	3427.96335046579	2814.27375690596
gene-LOC117903394	2081.91914804313	2006.81920923835	2123.0619301179	2033.62924466338	2140.43663966584	1881.25875596924
gene-LOC117890371	225.687903666535	169.052705126057	309.787105574216	214.973296603577	251.996115346741	242.644815259929
gene-LOC117895014	0	0	0.927506304114418	0	0	0
gene-LOC117891506	388.224604930967	514.792753674185	431.290431413204	396.385361247946	392.787467240872	481.228629427642
gene-LOC117891520	1615.01435651282	3708.25288663608	2495.9194643719	2258.5802048224	1983.32165276949	2365.53313621605
gene-LOC117891533	0	0	0	0	0	0
gene-LOC117891540	0	0	0	0	0	0
gene-LOC117903072	0	0	0	0	0	0
gene-LOC117903157	0	0	0	0	0	0
gene-LOC117894732	2.07053122629849	3.27198784114948	0	1.81412064644369	11.2224990640249	3.04575081916229
gene-LOC117895025	0	0	0.927506304114418	0	0	2.03050054610819
gene-LOC117891825	0	0	0	0	0	0
gene-LOC117896389	0	2.18132522743299	0	0	0	0
gene-LOC117895034	0	0	8.34755673702976	2.72118096966554	1.02022718763863	1.0152502730541
gene-LOC117895041	0	1.09066261371649	0	1.81412064644369	1.02022718763863	0
gene-LOC117890300	1571.53320076055	1218.27013952132	1378.27436791403	1172.82899792585	1226.31307954163	1263.98658995235
gene-LOC117890286	3825.30644058646	3387.59807820343	3685.9100525507	3470.41279664678	3035.17588322492	3807.18852395286
gene-LOC117903065	11335.1231983711	12000.5607387226	9339.06097612808	9673.79834716098	9597.27715411657	11994.1667258611
gene-LOC117903061	1660.56604349139	2003.5472213972	2362.35855657942	1811.39946547403	1857.83370868994	2075.17155812257
gene-LOC117903064	3775.61369115529	3565.37608423922	3476.29362782084	3017.78969535908	3313.69790545026	2305.63337010585
gene-LOC117903063	2513.62490872637	2567.41979268863	3160.94148442194	2596.00664506092	2490.37456502589	2610.20845202208
gene-LOC117903067	0	0	0	0	0	0
gene-LOC117903060	8468.47271556082	9394.96775455388	10518.8489949616	8916.40297727074	8167.93886423485	8306.77773412862
gene-LOC117903068	100.420764475477	59.9864437544072	87.1855925867553	70.750705211304	71.4159031347039	62.945516929354
gene-LOC117902177	324761.787579305	583784.79863005	386688.50826095	261176.228287529	481151.384416629	314748.904902504
gene-LOC117903070	62405.8111606365	117617.056263187	73568.8725360515	51257.0718049433	87742.5988184849	65159.777774885
gene-LOC117903098	8734.53597814017	9826.87014958561	7803.1105365146	7195.7095441189	6869.18965437088	7061.06564909124
gene-LOC117895537	26946.9286446617	35585.0490977281	29247.9837939441	23982.6749459856	27314.542494649	24465.5010800576
gene-LOC117895553	6316.15550582354	7696.8060649973	5757.95913594231	3280.83718909342	5102.15616538078	4826.49979809918
gene-LOC117895561	1624.33174703116	1783.23337342647	1851.30258301238	2044.51396854204	2671.97500442557	2849.80751646285
gene-LOC117898244	1924.55877484445	1738.51620626409	1677.85890414298	1863.10190389767	1791.51894149343	1471.09764565539
gene-LOC117898238	2364.54666043287	2109.3414949277	2308.56319094079	2308.4685225996	2310.81458000149	2324.92312529388
gene-LOC117901383	912.069005184484	870.348765745763	1087.96489472621	1422.27058681185	1388.52920237617	1420.33513200268
gene-LOC117892703	3.10579683944773	3.27198784114948	0.927506304114418	4.53530161610923	1.02022718763863	1.0152502730541
gene-LOC117902694	55.9043431100592	67.6210820504227	49.1578341180642	53.5165590700889	46.9304506313769	65.9912677485163
gene-LOC117893191	522.809134640368	643.490942092732	641.834362447177	507.046720681012	510.113593819314	503.564135434832
gene-LOC117893176	8617.55096385431	8089.44460593524	7817.95063738043	7231.99195704778	7302.7862091173	6596.08102403247
gene-LOC117889597	3565.454771686	3245.81193842029	3723.01030471528	3398.75503111226	3063.7422444788	3168.59610220184
gene-LOC117889601	201.876794564103	185.412644331804	207.76141212163	231.300382421571	294.845657227563	270.05657263239
gene-LOC117889598	7947.73411214675	7139.47746938817	8343.84671181331	6773.92649382074	7014.06191501557	7525.03502387696
gene-LOC117889596	34.1637652339251	21.8132522743299	25.9701765152037	25.3976890502117	19.3843165651339	41.625261195218
gene-LOC117889599	183.242013527416	123.244875349964	114.083275406073	217.694477573243	165.276804397458	149.241790138952
gene-LOC117889600	3.10579683944773	0	0	0	2.04045437527726	5.07625136527048
gene-LOC117896792	213.264716308744	257.396376837093	232.804082332719	178.690883674704	205.065664715364	277.163324543768
gene-LOC117896808	2.07053122629849	0	0	0	0	0
gene-LOC117895090	0	0	14.8401008658307	0.907060323221846	1.02022718763863	16.2440043688655
gene-LOC117895581	3.10579683944773	0	0.927506304114418	0	2.04045437527726	1.0152502730541
gene-LOC117903305	8714.86593149034	9466.95148705917	8314.16651008165	10463.8478886872	8493.39133709158	9321.01275690966
gene-LOC117903306	598.383524400263	504.976790150737	702.122272214615	1033.14170814968	923.305604812958	945.198004213364
gene-LOC117903307	0	0	0.927506304114418	4.53530161610923	0	5.07625136527048
gene-LOC117900064	2350.05294184878	2546.69720302801	2694.40581345239	2362.89214199291	1809.88303087093	2384.82289140407
gene-LOC117903456	936.915379900066	984.868340185994	1065.70474342747	942.435675827498	893.719016371438	922.862498206174
gene-LOC117903458	155.289841972387	104.703610916783	102.9531997567	115.196661049174	110.184536264972	118.784281947329
