W_NL1_G23_C	W_NL2_G23_C_edited	W_NL3_G23_C	W_NL1_G23_W	W_NL2_G23_W	W_NL3_G23_W
gene-LOC117893617	5355.12491463871	5606.53715844319	5804.8513223338	5241.43830703403	5789.02941486018	5658.52574162294
gene-LOC117893618	33.0410298604887	30.470310643713	23.7532887312957	12.2243806945537	22.2344006855663	25.9048750114107
gene-LOC117895768	598.868666221358	435.430568231125	289.563900724367	348.865018283033	260.748880767096	244.406864238093
gene-LOC117895772	0	0.982913246571387	0	0	0	0
gene-LOC117895771	11.5643604511711	6.88039272599971	6.78665392322735	11.2840437180496	4.0426183064666	19.1470815301732
gene-LOC117894315	10.7383347046588	12.777872205428	6.78665392322735	13.1647176710578	9.09589118954986	24.7785760978711
gene-LOC117893873	0	0	0	0	0	0
gene-LOC117892948	2917.52293668115	3390.06778742471	3147.87631139029	5168.09202286671	3944.58481253479	4121.12772464139
gene-LOC117894736	1217.56195035901	1150.00849848852	997.638126714421	1017.44460857747	1116.7733071614	976.501158038831
gene-LOC117893721	7354.10722119828	6731.97282576743	7615.75681084829	7045.94496494546	7134.21065633694	7264.6279923304
gene-LOC117893720	289.935037025789	227.05295995799	269.203938954685	214.396830642942	228.407934315363	259.048750114107
gene-LOC117895743	2729.18906647637	2502.49712577075	2678.4660817004	2090.36909876868	2444.77342083568	2497.00469131729
gene-LOC117893281	0	0	0	0	1.01065457661665	0
gene-LOC117895744	36.3451328465376	32.4361371368558	28.277724680114	17.8664025535785	25.2663644154163	31.5363695791087
gene-Trnav-aac-5	0	0	0	0	0	0
gene-LOC117895750	0	0.982913246571387	0	0	0	0
gene-LOC117895747	0	0	0	0	0	0
gene-LOC117895746	0	1.96582649314277	0	2.82101092951239	0	0
gene-LOC117895748	0	0	0	0	0	0
gene-LOC117895745	1349.72606980096	1485.18191556937	1314.3486431317	1368.19030081351	1350.23451435985	1300.87524513823
gene-LOC117894031	1907.29344869671	1938.30492223878	1809.77437952729	1577.88544657393	1898.00929488607	1616.23894092932
gene-LOC117894030	3220.67438565114	3017.54366697416	3251.93833821311	2630.12252328206	2811.64103214752	2947.52425673313
gene-LOC117893631	4132.60680980063	4130.20146209297	4164.74329088719	3805.54374391222	4110.33216309992	4092.9702518029
gene-LOC117893456	338.670556070009	297.82271371113	282.77724680114	214.396830642942	261.759535343713	326.626684926483
gene-LOC117893457	0	0	0	0	0	0
gene-LOC117894159	186150.684156754	179843.636725167	183025.876328557	188361.720774472	182647.516395314	170152.229466254
gene-LOC117893348	776.464201721485	735.219108435398	660.567648527462	803.047777934528	722.618022280905	678.031945950838
gene-LOC117894798	2038.63154239215	1822.32115914335	2040.52061291702	1812.96969069997	1740.34718093387	1565.55548982004
gene-LOC117893776	4981.76127721519	4770.07798561094	4565.1558723576	4521.14018303186	4528.74315781921	4606.56255637695
gene-LOC117893777	139.598351160565	154.317379711708	137.995296438956	129.76650275757	164.736695988514	154.302951154925
gene-LOC117894474	173.465406767566	174.958557889707	104.062026822819	160.797622982206	135.427713266631	145.292559846608
gene-LOC117894926	0	1.96582649314277	0	0	0	0
gene-LOC117893424	2664.75905824842	2399.29123488076	2630.9595042378	1226.19941736139	1117.78396173802	1798.69936492274
gene-LOC117893668	5210.57040899907	8083.47853980309	6024.28646585148	8320.10156810856	8209.54712585705	7066.39938354743
gene-LOC117894305	109.035398539613	128.761635300852	221.697361492094	173.02200367676	156.651459375581	264.680244681805
gene-LOC117894475	388.232100860743	580.90172872369	548.587858794211	987.353825329338	821.662170789337	835.713793846381
gene-LOC117893454	18.998592169781	19.6582649314277	23.7532887312957	27.2697723186198	13.1385094960165	33.7889674061879
gene-LOC117893453	2516.90044962273	2287.23912477162	2202.26919808728	2300.06424452911	2239.6105417825	2371.98551191439
gene-LOC117894418	4244.94631132629	4169.51799195582	4156.82552797675	3715.27139416782	3675.75069515476	3395.79122432189
gene-LOC117894422	731.858811409825	1093.98244343395	969.360402034307	1011.80258671845	937.887447100252	941.585891719103
gene-LOC117894419	7213.6828442912	5458.11725821091	6175.85507013689	4317.08705913047	4856.19524064301	5128.03895334579
gene-LOC117894250	1.65205149302444	0.982913246571387	1.13110898720456	0	2.0213091532333	0
gene-LOC117893094	9400.99902105556	10173.1521020139	9457.20224201732	9831.22308935069	9589.09062293878	9733.4752108092
gene-LOC117893093	15655.6659736461	14357.4137926683	16218.9717675262	12412.4480898545	13210.2659709562	13115.7508481686
gene-LOC117894560	1173.78258579386	1329.88162261109	1324.52862401654	1312.71041919977	1375.50087877526	1455.17819629316
gene-LOC117893732	878.065368542488	954.408762420817	943.344895328602	1229.0204282909	1211.77483736336	943.838489546183
gene-LOC117893731	12355.6931163298	11824.4463562538	11663.9958760534	13512.6423523644	12721.1091558738	12554.8539892259
gene-LOC117894857	4.95615447907331	10.8120457122853	13.5733078464547	5.64202185902479	18.1917823790997	13.5155869624752
gene-LOC117893786	1989.89602334793	1757.44888486964	1936.4585860942	1470.68703125246	1500.82204627573	1603.84965288039
gene-LOC117893369	129610.047833739	134648.302734568	131255.017984204	142072.69276908	140017.095699047	128148.037784708
gene-LOC117895909	0	0	0	0	0	0
gene-LOC117895910	0	0	0	0	0	0
gene-LOC117893368	2028.71923343401	1765.31219084221	2012.24288823691	1865.6285613842	1855.56180266817	1754.77370729469
gene-LOC117893372	1533.92981127319	1572.66119451422	1652.55023030586	1690.72588375443	1556.40804798964	1362.82168538291
gene-LOC117893371	26.432823888391	12.777872205428	21.4910707568866	29.1504462716281	27.2876735686496	15.7681847895544
gene-LOC117893370	1.65205149302444	1.96582649314277	3.39332696161368	2.82101092951239	15.1598186492498	6.75779348123758
gene-LOC117893373	0	0	0	0	0	0
gene-LOC117893529	0	1.96582649314277	0	0	0	1.1262989135396
gene-LOC117894607	0	1.96582649314277	0	0	0	0
gene-LOC117894308	181.725664232688	137.607854519994	126.684206566911	145.75223135814	140.480986149714	185.839320734034
gene-LOC117894917	0	0.982913246571387	0	0	0	2.25259782707919
gene-Trnap-agg	4.13012873256109	8.84621921914249	10.179980884841	7.52269581203305	6.06392745969991	6.75779348123758
gene-Trnal-caa-4	1.65205149302444	0	0	0	0	0
gene-LOC117893012	3366.05491703729	3512.93194324614	3137.69633050545	2616.957805611	2700.46902871969	3236.9830775128
gene-LOC117893013	13.2164119441955	15.7266119451422	19.2288527824775	15.9857286005702	18.1917823790997	20.2733804437128
gene-Trnal-aag-5	4.95615447907331	2.94873973971416	2.26221797440912	1.88067395300826	7.07458203631656	1.1262989135396
gene-LOC117894150	0.826025746512218	73.718493492854	0	0	0	0
gene-LOC117893305	6.60820597209775	10.8120457122853	16.9666348080684	20.6874134830909	24.2557098387996	18.0207826166336
gene-LOC117893666	135.468222428004	90.4280186845676	166.27302111907	266.115364350669	122.289203770615	295.090315347374
gene-LOC117893855	683.123292365604	1131.33314680367	834.758432556964	1367.24996383701	1470.50240897723	937.080696064945
gene-LOC117893853	3.30410298604887	5.89747947942832	1.13110898720456	7.52269581203305	1.01065457661665	2.25259782707919
gene-LOC117893309	0	0.982913246571387	0	0	0	0
gene-LOC117894329	2.47807723953665	8.84621921914249	5.65554493602279	0	23.245055262183	1.1262989135396
gene-LOC117893312	0	0	0	0	2.0213091532333	0
gene-LOC117893885	0	0	0	1.88067395300826	1.01065457661665	1.1262989135396
gene-LOC117893460	35.5191071000254	80.5988862188537	59.9487763218416	141.05054647562	161.704732258664	123.892880489356
gene-LOC117894411	7.43423171860996	9.82913246571387	9.04887189763647	3.76134790601653	4.0426183064666	1.1262989135396
gene-LOC117894412	1903.98934571066	1903.90295860878	1942.11413103023	2161.834708983	1871.73227589404	1743.5107181593
gene-LOC117894983	768.203944256363	657.568961956258	757.843021427054	755.090592132818	666.021365990373	684.789739432075
gene-LOC117894982	14.0424376907077	18.6753516848564	13.5733078464547	11.2840437180496	9.09589118954986	5.63149456769799
gene-LOC117894984	212.28861685364	309.617672669987	280.515028826731	324.416256893925	312.292264174545	275.943233817201
gene-LOC117894979	446.87992886311	389.233645642269	393.625927547186	352.626366189049	301.175063831762	341.268570802498
gene-LOC117894985	350.234916521181	504.234495491122	354.037112995027	362.970072930595	322.398809940712	234.270174016236
gene-LOC117894981	4672.00162227311	4234.39026622954	4767.62438106722	3275.19368916389	3561.54672799708	3972.45626805416
gene-LOC117894980	532.786606500381	473.764184847409	481.852428549142	547.276120325404	565.966562905325	487.687429562646
gene-LOC117893462	7331.80452604245	7250.95101995712	7851.02748018684	5848.8959938557	6878.51504845293	6990.93735634028
gene-LOC117893152	1953.5508905014	2172.23827492277	1887.82089964441	2095.0707836512	2304.29243468596	2234.57704446256
gene-LOC117893313	103.253218314027	85.5134524517107	105.193135810024	72.4059471908181	81.8630207059487	117.135087008118
gene-LOC117893153	492.311344921282	559.277637299119	580.258910435939	482.392868946619	647.829583611273	611.580310052001
gene-LOC117895333	2341.78299136214	1631.6359893085	2099.33828025166	1339.98019151839	1525.07775611453	1910.20295736316
gene-LOC117895335	0	0	0	0	0	0
gene-LOC117895338	24.7807723953665	34.4019636299986	39.5888145521596	121.303469969033	112.182658004448	100.240603305024
gene-LOC117895334	2936.52152885094	3057.84311008359	2613.99286942974	1889.1369857968	2152.69424819347	2511.6465771933
gene-LOC117895336	132.990145188467	171.026904903421	151.568604285411	168.32031879424	127.342476653698	173.450032685098
gene-LOC117893319	0	0	0	0	0	0
gene-LOC117895337	0	0	1.13110898720456	0	0	0
gene-LOC117893321	0	0.982913246571387	0	0	0	0
gene-LOC117894062	23806.8880402286	16584.695209399	21297.6511200746	20046.1036651151	16737.4504433484	18502.8385516285
gene-LOC117894953	628.605593095798	678.210140134257	617.585507013689	550.097131254917	678.149220909773	721.957603578882
gene-LOC117893712	735.988940142386	656.586048709687	667.35430245069	515.304663124264	566.977217481941	656.632266593585
gene-LOC117893709	360.973251225839	480.644577573408	415.116998304073	439.137368027429	509.369906614792	501.203016525121
gene-LOC117893711	188.333870204786	210.343434766277	183.239655927139	194.649754136355	171.811278024831	149.797755500766
gene-LOC117893710	33.8670556070009	38.3336166162841	55.4243403730234	48.8975227782148	56.5966562905324	51.8097500228215
gene-LOC117894431	1476.93403476385	1877.36430095135	1851.62541205386	2500.35602052449	1940.45678710397	2082.52669113472
gene-LOC117893325	0	1.96582649314277	4.52443594881824	5.64202185902479	3.03196372984995	3.37889674061879
gene-LOC117893787	0	0	2.26221797440912	1.88067395300826	0	1.1262989135396
gene-LOC117893327	2.47807723953665	0.982913246571387	1.13110898720456	1.88067395300826	3.03196372984995	1.1262989135396
gene-LOC117894877	47.9094932977087	63.8893610271402	47.5065774625915	36.6731420836611	27.2876735686496	46.1782554551235
gene-LOC117893633	0	3.93165298628555	10.179980884841	0	0	1.1262989135396
gene-LOC117893598	1061.4430842682	952.442935927674	1054.19357607465	1344.68187640091	1341.1386231703	1173.60346790826
gene-LOC117893597	3053.81718485567	4076.14123353154	3799.39508802011	3501.81490050139	3960.75528576065	3742.69128969208
gene-LOC117893596	2601.98110151349	2450.40272370247	2395.68883489926	2150.55066526495	2285.08999773025	2172.63060421788
gene-LOC117892900	15378.9473485645	15651.9105384028	17000.5680776845	18915.8186193571	17216.5007126646	19677.5683184503
gene-LOC117892898	1211.77977013342	1400.65137636423	1306.43088022127	1286.38098385765	1538.21626561054	1588.08146809083
gene-LOC117892899	6700.72085570711	7265.69471865569	6189.42837798335	7970.29621284902	6709.73573415794	5705.8302959916
gene-LOC117894151	2233.57361856904	1874.41556121164	2016.76732418573	2071.5623592386	1989.97886135819	2338.1965445082
gene-LOC117894152	1293.55631903813	2705.96016781103	3327.72264035581	4548.40995535048	4567.14803173065	7488.76147612478
gene-LOC117893509	537.742760979454	1145.09393225567	1208.02439833447	2263.39110244544	1814.12496502689	3188.5522242306
gene-LOC117893458	645.126108026042	1101.84574940653	1474.96611931474	2131.74392573487	2191.0991221049	3267.39314817837
gene-LOC117893614	147.032582879175	268.335316313989	229.615124402525	534.111402654347	337.558628589961	229.764978362078
gene-LOC117894885	215.592719839689	251.625791122275	435.476960073755	292.444799692785	216.280079395963	255.669853373489
gene-LOC117894889	7308.67580514011	7124.15521114941	7504.90813010225	7479.44031111386	7720.3903107746	7594.6335739975
gene-LOC117894880	9183.75424972284	9312.12009801732	9210.62048280672	8309.75786136701	8774.50303418576	9896.78855327244
gene-Trnam-cau-8	0	0	0	0	0	0
gene-LOC117894884	0.826025746512218	2.94873973971416	6.78665392322735	9.40336976504131	3.03196372984995	7.88409239477718
gene-LOC117894887	0	0.982913246571387	0	4.70168488252066	1.01065457661665	5.63149456769799
gene-LOC117894883	4250.72849155187	4042.72218314812	4134.20334823266	3355.12233216674	3494.84352594038	3686.3763440151
gene-LOC117894886	2499.55390894597	2803.2685792216	2684.12162663642	2925.38833390435	3094.62431360018	3152.51065899733
gene-LOC117894882	9822.27215177679	9194.17050842876	9984.29903005464	8407.55290692344	8596.62782870123	8397.68469935124
gene-LOC117894047	5064.36385186641	3739.00198995756	4363.81847263519	3037.28843410834	3493.83287136376	4068.19167570503
gene-LOC117894057	7274.80874953311	6990.47900961571	7396.32166733061	9077.07283419438	8366.19858523264	8779.50003104116
gene-LOC117894051	0	0	0	0	0	0
gene-LOC117894052	0	0	0	0	0	0
gene-LOC117894053	1799.91010165012	1754.50014512993	1771.31667396234	2012.32112971884	1928.32893218457	1829.10943558831
gene-LOC117894061	3067.03359679987	2755.1058301396	2857.18130167872	3121.91876199372	3042.07027561612	2708.74888706273
gene-LOC117894058	352.712993760717	290.942320985131	251.106195159412	338.521311541487	300.164409255145	304.100706655691
gene-LOC117893328	80.1244974116852	79.6159729722824	63.3421032834553	85.570664861876	111.172003427832	82.2198206883906
gene-LOC117894056	531.134555007356	456.071746409124	442.263613996982	502.139945453206	530.593652723742	426.867288231507
gene-LOC117894060	37634.5590368432	35732.8281658562	37247.4189486461	38321.5528034729	36587.716982676	36570.9257226307
gene-LOC117894059	1927.94409235952	1677.83291189736	1718.15455156372	1622.08128446963	1620.07928631649	1495.72495718059
gene-LOC117894054	1624.79264338953	1683.73039137679	1522.47269677734	1616.4392626106	1750.45372670004	1830.23573450185
gene-LOC117894050	6053.11667044153	5892.56491319547	6071.79304331407	5871.4640812918	6056.85287766359	5634.8734644386
gene-LOC117894048	4205.2970754937	4486.01605735181	4295.95193340291	4013.35821571963	4130.54525463225	3935.28840390735
gene-LOC117894049	33.0410298604887	41.2823563559983	21.4910707568866	20.6874134830909	24.2557098387996	9.01039130831678
gene-LOC117894659	74.3423171860996	79.6159729722824	88.2265010019556	859.467996524776	921.716973874386	426.867288231507
gene-LOC117893329	1.65205149302444	0	0	0.940336976504131	0	0
gene-LOC117894478	0	0.982913246571387	1.13110898720456	0	1.01065457661665	0
gene-LOC117894477	473.312752751501	505.217408737693	527.096788037324	3393.67614820341	4438.79490050033	2028.46434328481
gene-LOC117893349	112.339501525662	80.5988862188537	73.5220841682963	70.5252732378099	95.0015302019652	100.240603305024
gene-LOC117893350	1.65205149302444	0	0	1.88067395300826	0	0
gene-LOC117894834	459.270315060793	461.969225888552	471.672447664301	541.63409846638	508.359252038175	415.604299096111
gene-LOC117893604	76.8203944256363	105.171717383138	105.193135810024	147.632905311149	130.374440383548	106.998396786262
gene-LOC117893693	9.91230895814662	0	4.52443594881824	6.58235883552892	1.01065457661665	4.50519565415839
gene-LOC117893713	85.9066776372707	57.9918815477118	96.1442639123875	110.019426250983	33.3516010283495	116.008788094579
gene-LOC117893096	1420.76428400102	1468.47239037765	1496.45719007163	1120.88167599292	1150.12490818975	1192.75054943843
gene-LOC117893095	0	0	0	0	0	0
gene-LOC117894708	280.022728067642	303.720193190559	216.041816556071	457.003770581008	485.114196775992	510.213407833438
gene-LOC117894044	474.964804244525	421.669782779125	359.69265793105	347.924681306529	355.750410969061	376.183837122225
gene-LOC117892932	2028.71923343401	1940.27074873192	2244.12023061384	1723.63767793207	1845.455256902	1946.24452259642
gene-LOC117892934	962.319994686734	1051.71717383138	1118.66678834531	1232.78177619692	1289.59523976285	1302.00154405177
gene-LOC117892933	1096.13616562171	1014.36647046167	981.802600893557	831.257887229652	774.161405688355	975.374859125291
gene-LOC117894176	874.761265556439	617.269518846831	799.694053953623	551.037468231421	559.902635445625	566.528353510417
gene-LOC117894177	2084.06295845033	1965.82649314277	2125.35378695737	2206.9708838552	2284.07934315363	2096.04227809719
gene-LOC117894836	9.91230895814662	13.7607854519994	20.3599617696821	8.46303278853718	8.08523661293321	10.1366902218564
gene-LOC117894837	1087.04988241008	958.340415407103	932.033805456556	1044.71438089609	959.111193209202	910.049522139995
gene-LOC117895722	235.417337755982	241.796658656561	315.579407430072	235.084244126033	206.173533629797	328.879282753562
gene-LOC117895727	194.116050430371	211.326348012848	253.368413133821	188.067395300826	214.25877024273	239.901668583934
gene-LOC117895724	0.826025746512218	6.88039272599971	3.39332696161368	0.940336976504131	3.03196372984995	1.1262989135396
gene-LOC117895723	4.13012873256109	4.91456623285694	12.4421988592501	2.82101092951239	3.03196372984995	2.25259782707919
gene-LOC117895725	992.882947307686	986.844899557673	938.820459379784	876.394062101851	926.770246757469	881.892049301505
gene-LOC117895721	2661.45495526237	2596.85679744161	2576.66627285199	2135.50527364088	2544.82822392073	2855.16774582288
gene-LOC117895728	18.1725664232688	26.5386576574275	18.0977437952729	23.5084244126033	20.213091532333	29.2837717520295
gene-LOC117893330	24.7807723953665	20.6411781779991	11.3110898720456	28.2101092951239	16.1704732258664	27.0311739249503
gene-LOC117894860	1718.13355274541	1741.7222729245	1890.08311761882	1857.16552859566	1873.75358504727	1613.98634310224
gene-LOC117895753	4112.78219188433	3743.91655619041	4017.69912255059	4111.15326127606	3888.99881082087	3844.05819191065
gene-LOC117895752	1439.7628761708	1552.02001633622	1612.9614157537	1544.97365239629	1529.12037442099	1512.61944088368
gene-LOC117895757	712.034193493532	1005.52025124253	866.429484198692	1104.89594739235	1051.08075968132	1127.42521245314
gene-LOC117895755	1124.22104100313	1119.53818784481	1059.84912101067	1284.50030990464	1218.84941939968	1135.30930484791
gene-LOC117895756	66.9080854674897	132.693288287137	70.1287572066826	109.079089274479	102.076112238282	91.2302119967074
gene-LOC117895754	408.056718777036	349.917115779414	331.414933250936	309.370865269859	326.441428247178	341.268570802498
gene-LOC117895751	770.6820214959	1210.94911977595	989.720363803989	1467.86602032295	1839.3913294423	1490.09346261289
gene-LOC117893785	0	4.91456623285694	5.65554493602279	0.940336976504131	2.0213091532333	1.1262989135396
gene-LOC117893816	2.47807723953665	5.89747947942832	0	3.76134790601653	2.0213091532333	0
gene-LOC117893331	3.30410298604887	1.96582649314277	0	0.940336976504131	3.03196372984995	2.25259782707919
gene-LOC117895428	7551.5273746147	6680.86133694572	6277.6548789853	8635.11445523744	6757.23649925893	8551.98765050616
gene-LOC117895431	0	9.82913246571387	0	0.940336976504131	0	0
gene-LOC117895430	1539.71199149877	1594.28528593879	1523.60380576454	1552.49634820832	1505.87531915881	1525.00872893261
gene-LOC117895429	219.72284857225	311.58349916313	300.874990596413	203.112786924892	297.132445525295	344.647467543117
gene-LOC117895188	0	0	0	0	0	0
gene-LOC117893148	0	0	0	0	0	0
gene-LOC117893149	0	0	0	0	0	0
gene-LOC117895432	0	0	0	0	0	0
gene-LOC117895427	299.847345983935	269.31822956056	242.057323261776	232.26323319652	239.525134658146	278.195831644281
gene-LOC117894932	0	3.93165298628555	2.26221797440912	0	3.03196372984995	0
gene-LOC117894266	0	2.94873973971416	0	0	1.01065457661665	0
gene-LOC117894265	0	0	0	0.940336976504131	1.01065457661665	0
gene-LOC117894269	0	0	0	1.88067395300826	0	1.1262989135396
gene-LOC117894268	0	0	0	0	0	0
gene-LOC117894267	0	0	0	0	0	0
gene-LOC117894270	0	0	0	0	0	0
gene-LOC117894271	4.95615447907331	3.93165298628555	7.91776291043191	7.52269581203305	0	3.37889674061879
gene-LOC117893332	0.826025746512218	0	1.13110898720456	0	1.01065457661665	1.1262989135396
gene-LOC117894259	964.798071926271	1235.52195094023	1051.93135810024	1074.80516414422	914.642391838069	946.091087373262
gene-LOC117894260	226.331054544348	433.464741737982	338.201587174163	388.359171296206	411.336412682977	254.543554459949
gene-LOC117894258	101.601166821003	192.650996327992	187.764091875957	193.709417159851	164.736695988514	147.545157673687
gene-LOC117893333	0.826025746512218	0.982913246571387	0	0	0	0
gene-LOC117894263	0	0	0	0	1.01065457661665	1.1262989135396
gene-LOC117894264	0	0	0	0	1.01065457661665	0
gene-LOC117894257	33.0410298604887	21.6240914245705	21.4910707568866	63.0025774257768	32.3409464517328	31.5363695791087
gene-LOC117893334	23.1287209023421	21.6240914245705	28.277724680114	43.25550091919	31.3302918751162	41.6730598009651
gene-LOC117894255	464.226469539867	453.12300666941	471.672447664301	477.691184064099	485.114196775992	554.139065461482
gene-LOC117894254	9871.83369656752	9371.0948928116	9473.03776783818	8444.2260490071	8524.87135376145	8598.16590596129
gene-LOC117894261	19.8246179162932	36.3677901231413	37.3265965777504	28.2101092951239	32.3409464517328	31.5363695791087
gene-LOC117894256	1161.39219959618	1460.60908440508	1312.08642515729	1202.69099294878	1358.31975097278	1297.49634839762
gene-LOC117893825	191.637973190835	141.53950750628	168.535239093479	134.468187640091	137.449022419865	156.555548982004
gene-LOC117893826	1290.25221605208	1178.51298263909	823.447342684919	1635.24600214068	1288.58458518623	1009.16382653148
gene-LOC117893878	6333.96542425569	6245.43076871459	6001.66428610739	6437.54694114728	6096.26840615164	5980.64723089526
gene-LOC117893879	1759.43484007102	1795.78250148592	1866.32982888752	1590.10982726849	1604.91946766724	1554.29250068464
gene-LOC117893139	4220.99156467744	3343.87086483586	3829.93503067464	2703.46880744938	3010.739983741	3565.86236026637
gene-LOC117893833	1969.24537968513	1694.54243708907	1760.00558409029	1710.47296026102	1492.73680966279	1624.1230333241
gene-LOC117893839	75.1683429326118	89.4451054379962	84.8331740403419	82.7496539323636	79.8417115527154	96.8617065644054
gene-LOC117893840	69.3861627070263	98.2913246571387	111.979789733251	50.7781967312231	83.884329859182	56.3149456769799
gene-LOC117893836	820.243566286633	1606.08024489765	1375.42852844074	1537.45095658425	1761.57092704282	1276.09666904036
gene-LOC117893830	4544.79365731022	4744.52224120009	4981.40397964888	5074.9986621928	4943.11153423204	5141.55454030826
gene-LOC117893837	1471.97788028477	1506.80600699394	1468.17946539152	1374.77265964904	1396.72462488421	1379.71616908601
gene-LOC117893829	2568.940071653	1938.30492223878	2364.01778325753	1975.64798763518	1925.29696845472	2264.98711512813
gene-LOC117893838	1396.80953735216	1015.34938370824	1271.36650161792	1010.86224974194	1064.21926917733	1176.98236464888
gene-LOC117893832	74.3423171860996	79.6159729722824	42.9821415137732	54.5395446372396	75.7990932462488	78.8409239477718
gene-LOC117893831	2461.55672460641	1935.35618249906	2154.76262062468	2104.47415341625	2156.73686649993	2304.40757710202
gene-LOC117893834	1100.26629435427	998.639858516529	1032.70250531776	843.482267924206	971.239048128601	969.743364557593
gene-LOC117894413	2848.96279972064	4191.14208338039	6283.31042392132	8643.57748802598	7856.82867861784	8413.45288414079
gene-LOC117894813	32.2150041139765	36.3677901231413	14.7044168336593	21.627750459595	20.213091532333	29.2837717520295
gene-LOC117894386	1527.32160530109	1444.88247245994	1576.76592816315	1394.51973615563	1469.49175440061	1764.91039751655
gene-LOC117894815	2564.80994292044	3002.79996827559	2759.90592877912	3546.95107537358	3329.09617537525	2816.87358276253
gene-LOC117894043	170.987329528029	182.821863862278	307.66164451964	280.220418998231	239.525134658146	278.195831644281
gene-LOC117895719	51.2135962837575	48.162749081998	123.290879605297	130.706839734074	83.884329859182	94.6091087373262
gene-LOC117895716	1856.07985241295	1621.80685684279	1694.40126283243	1844.0008109246	1655.45219649807	2055.49551720977
gene-LOC117895718	3.30410298604887	2.94873973971416	0	6.58235883552892	2.0213091532333	0
gene-LOC117895720	0	0	0	0	0	0
gene-LOC117895005	0	0	0	0	1.01065457661665	0
gene-LOC117893339	0	0.982913246571387	0	0	0	0
gene-Trnap-ugg	0	2.94873973971416	3.39332696161368	1.88067395300826	6.06392745969991	0
gene-LOC117893340	0	0	0	0	0	0
gene-LOC117893737	597.216614728334	620.218258586545	570.078929551098	475.81051011109	583.147690707808	541.749777412546
gene-LOC117894493	0.826025746512218	2.94873973971416	1.13110898720456	1.88067395300826	4.0426183064666	0
gene-LOC117894491	3.30410298604887	0.982913246571387	6.78665392322735	3.76134790601653	1.01065457661665	0
gene-LOC117893342	34.6930813535132	38.3336166162841	36.1954875905459	60.1815664962644	53.5646925606825	43.9256576280443
gene-LOC117894492	5.78218022558553	2.94873973971416	4.52443594881824	24.4487613891074	18.1917823790997	16.894483703094
gene-LOC117894494	10.7383347046588	4.91456623285694	10.179980884841	3.76134790601653	9.09589118954986	2.25259782707919
gene-LOC117893110	2810.13958963457	3106.98877241215	3112.81193278695	3053.27416270891	2627.70189920329	3141.24766986194
gene-LOC117893112	0	1.96582649314277	1.13110898720456	0	3.03196372984995	1.1262989135396
gene-LOC117893111	52.0396220302697	67.8210140134257	75.7843021427054	139.169872522611	126.331822077081	136.282168538291
gene-LOC117893343	1.65205149302444	0	4.52443594881824	3.76134790601653	0	0
gene-LOC117894179	175.943484007102	274.232795793417	179.846328965525	303.728843410834	295.111136372062	317.616293618166
gene-LOC117894178	2236.05169580857	3746.86529593013	3490.60233451327	5214.16853471541	4169.9607831203	5748.6296547061
gene-LOC117893344	0	0	7.91776291043191	6.58235883552892	4.0426183064666	3.37889674061879
gene-LOC117893738	0	6.88039272599971	0	0	1.01065457661665	0
gene-LOC117893930	0	0	0	0	0	0
gene-LOC117893849	138.772325414053	132.693288287137	97.2753728995921	120.363132992529	98.0334939318151	123.892880489356
gene-LOC117893850	0.826025746512218	3.93165298628555	3.39332696161368	2.82101092951239	4.0426183064666	0
gene-LOC117893151	0	0	0	0	0	0
gene-LOC117893847	16.5205149302444	35.3848768765699	41.8510325265687	56.4202185902479	36.3835647581994	41.6730598009651
gene-LOC117893848	0	0	0	0	0	0
gene-LOC117893750	129.686042202418	204.445955286849	133.470860490138	144.811894381636	200.109606170097	120.513983748737
gene-LOC117894230	1812.30048784781	1995.31389053992	2159.2870565735	1940.85551950453	1972.7977335557	2242.46113685734
gene-LOC117894028	0	0.982913246571387	0	0.940336976504131	2.0213091532333	0
gene-LOC117893345	6.60820597209775	2.94873973971416	4.52443594881824	0	2.0213091532333	2.25259782707919
gene-LOC117893841	0.826025746512218	0.982913246571387	0	2.82101092951239	0	0
gene-LOC117894862	1.65205149302444	7.8633059725711	0	0.940336976504131	0	1.1262989135396
gene-LOC117893347	0	3.93165298628555	0	0	2.0213091532333	0
gene-LOC117893351	0	2.94873973971416	0	4.70168488252066	3.03196372984995	0
gene-LOC117893757	487.355190442209	412.823563559983	374.397074764709	317.833898058396	285.004590605896	355.910456678513
gene-LOC117893756	4990.84756042682	3842.20788084755	4091.22120671889	3972.92372572996	3674.74004057814	4035.52900721238
gene-LOC117893758	0	0	0	0	0	0
gene-LOC117894153	0	0	0	0	0	0
gene-LOC117895380	2.47807723953665	24.5728311642847	5.65554493602279	4.70168488252066	0	3.37889674061879
gene-LOC117895375	4533.22929685905	4324.8182849141	3820.886158777	3133.20280571177	3232.07333602005	3733.68089838376
gene-LOC117895381	0.826025746512218	0	1.13110898720456	0.940336976504131	0	1.1262989135396
gene-LOC117893353	0	1.96582649314277	3.39332696161368	0	0	0
gene-LOC117893354	185.029767218737	444.276787450267	454.705812856233	249.189298773595	356.761065545678	470.792945859552
gene-LOC117895444	0	0	0	0	0	0
gene-LOC117893355	0	0	0	0	0	0
gene-LOC117893356	0	0	0	0	0	0
gene-LOC117895446	0	1.96582649314277	0	0	0	0
gene-LOC117893357	0	0	0	0	1.01065457661665	0
