W_PT1_G23_C	W_PT2_G23_C	W_PT3_G23_C	W_PT1_G23_W	W_PT2_G23_W	W_PT3_G23_W
gene-LOC117893852	5846.84251556149	6378.0674246196	6072.95517224236	14058.7004899426	6402.59415634824	8444.10635536893
gene-LOC117893805	11852.2257548763	10953.6609271474	10240.6191349191	12717.7069656041	12121.6479575432	12110.6989435033
gene-LOC117893827	0	4.30441533633852	5.13786393590724	2.12014786456683	1.98992825372129	2.21078841611963
gene-LOC117893226	702.980022356693	743.587749352479	653.365030516204	420.849351116515	748.213023399204	697.503745285743
gene-LOC117894065	1892.90655338426	1862.73573680049	1765.71257264012	1044.17282329916	1701.3886569317	1843.79753904377
gene-LOC117894067	3174.29888657719	2953.90502456231	2993.66205332195	1949.4759614692	3108.26793231265	3013.30461117106
gene-LOC117894066	685.557964801385	654.271131123455	634.526196084544	400.70794640313	738.263382130598	592.491295520061
gene-LOC117894063	774.410458333458	660.727754127963	815.207744497282	469.612752001552	554.195018661379	830.151050252921
gene-LOC117894663	11690.2006196119	10253.1173311584	10566.0171841932	12571.416762949	8809.41237922414	9296.36528978305
gene-LOC117894665	2329.32909514473	2442.75570337211	2264.94168507911	3339.23288669275	2680.43335776257	2991.19672700986
gene-LOC117894670	35.7152179883822	33.3592188566235	29.9708729594589	14.8410350519678	12.9345336491884	9.94854787253833
gene-LOC117894668	7534.16878979311	7263.70088007125	7943.99395556858	10556.2162176782	8359.68859388313	8740.35200312896
gene-LOC117894671	2612.43753041849	2386.79830399971	2260.66013179919	1126.85859001727	2138.17790862352	1943.28301776915
gene-LOC117894667	0	0	0	0	0	0
gene-LOC117894669	649.842746813003	740.359437850225	719.300951027014	614.84288072438	395.995722490536	517.324489371993
gene-LOC117894664	463.426730971203	603.694250921477	457.269890295744	1131.0988857464	526.336023109281	691.976774245444
gene-LOC117893005	1934.719491517	1996.17261222699	2258.94751048722	2553.71810287074	1607.8620290068	1810.63571280198
gene-LOC117893007	26.1330863329626	25.8264920180311	18.8388344316599	42.4029572913365	23.8791390446554	21.0024899531365
gene-LOC117893009	9.58213165541961	0	8.5631065598454	7.42051752598389	7.95971301488515	6.63236524835889
gene-LOC117893011	7.83992589988877	1.07610383408463	2.56893196795362	12.720887187401	8.95467714174579	6.63236524835889
gene-LOC117893008	15.6798517997775	5.38051917042315	13.7009704957526	5.30036966141707	4.97482063430322	13.2647304967178
gene-LOC117893006	1347.5961519031	1254.73707054268	1281.04074135287	757.95286158264	1057.64686685286	1051.22989186488
gene-LOC117893099	57614.7443354048	48410.6831839652	51281.8762549461	64283.9433275984	50475.5251197673	52292.8838006857
gene-LOC117893101	588.865545369423	505.768802019776	579.722314101533	416.609055387381	620.857615161042	773.775945641871
gene-LOC117893920	6604.70201921741	6209.11912266831	6143.17264603309	6003.19867852097	8060.20439169808	7087.78766207953
gene-LOC117893909	3390.33240026301	3380.04214285982	2839.52613524473	3337.11273882818	2951.06360026867	2516.9826117522
gene-LOC117893915	41.8129381327401	74.2511645518395	54.8038819830106	61.484288072438	85.5669149100154	77.377594564187
gene-LOC117893917	0.871102877765419	11.8371421749309	5.13786393590724	2.12014786456683	0	5.52697104029907
gene-LOC117893914	1.74220575553084	0	0.85631065598454	5.30036966141707	2.98489238058193	4.42157683223926
gene-LOC117893913	11.3243374109504	11.8371421749309	7.70679590386086	9.54066539055072	5.96978476116386	7.73775945641871
gene-LOC117893921	10.453234533185	2.15220766816926	3.42524262393816	3.18022179685024	2.98489238058193	3.31618262417944
gene-LOC117893908	4184.77822478507	3723.31926593282	4404.86201438447	6247.01568294615	3437.60105830352	3892.09300657861
gene-LOC117893916	1381.56916413595	1190.1708404976	1116.62909540384	683.747686322801	1269.57422587418	1172.82325475146
gene-LOC117893910	6901.74810053542	5911.03836062687	6225.37846900761	4643.12382340135	5058.39762095951	5168.8233168877
gene-LOC117893201	7.83992589988877	6.45662300450778	3.42524262393816	3.18022179685024	8.95467714174579	5.52697104029907
gene-LOC117893912	630.678483502163	649.966715787117	877.718422384153	588.341032417294	572.10437294487	980.484662549056
gene-LOC117893918	2802.33795777135	2768.81516509975	2469.59993185941	1857.24952936054	2749.08588251596	2402.02161411398
gene-LOC117893919	61922.3480659548	59817.3838252623	55261.1518733063	44802.9646740262	65826.8266331002	62252.4856153046
gene-LOC117893911	4183.90712190731	3438.15174990039	3831.13387487483	2722.2698581038	3907.22412618175	4056.79674357952
gene-LOC117893202	4.3555143888271	1.07610383408463	1.71262131196908	4.24029572913365	0.994964126860644	0
gene-LOC117893802	0.871102877765419	1.07610383408463	0	4.24029572913365	0	7.73775945641871
gene-LOC117893175	152.443003608948	221.677389821434	246.617468923547	627.56376791178	223.866928543645	227.711206860322
gene-LOC117893177	113.243374109504	101.153760403955	170.405820540923	221.555451847233	261.675565364349	299.56183038421
gene-LOC117894632	521.790623781486	560.650097558092	658.502894452111	985.868757023574	610.907973892435	821.307896588443
gene-LOC117894633	625.451866235571	730.674503343464	612.262119028946	872.440846269249	697.469852929311	770.459763017691
gene-LOC117894640	0	0	0	0	0	0
gene-LOC117894641	0	0	0	0	0	0
gene-LOC117894636	0	0	0	0	0	0
gene-LOC117894639	0.871102877765419	3.22831150225389	2.56893196795362	3.18022179685024	3.97985650744258	1.10539420805982
gene-LOC117894634	0	0	0	0	0	0
gene-LOC117894635	3426.04761825139	3396.18370037109	3229.1474837177	2039.58224571329	2588.8966580914	2942.55938185523
gene-LOC117894630	280.495126640465	318.52673488905	245.761158267563	502.475043902338	285.554704409005	223.289630028083
gene-LOC117894637	0	0	2.56893196795362	2.12014786456683	0.994964126860644	1.10539420805982
gene-LOC117893875	0	0	2.56893196795362	0	0	0
gene-LOC117893888	0	0	0	0	0	0
gene-LOC117894944	127.181020153751	116.21921408114	116.458249213897	149.470424451961	149.244619029097	135.963487591357
gene-LOC117894945	0	0	0	0	0	0
gene-LOC117894946	858.907437476703	974.950073680675	701.318427251338	872.440846269249	1144.20874588974	950.639018931441
gene-LOC117894937	326.663579162032	453.039714149629	423.873774712347	801.41589280626	328.338161864012	546.064738781549
gene-LOC117894941	1978.27463540527	2067.19546527657	1978.07761532429	1619.79296852906	2140.16783687725	2068.19256327991
gene-LOC117894939	1640.28671883228	1465.65342202327	1450.59025123781	1059.01385835113	958.1504541668	1138.55603430161
gene-LOC117894948	548.794812992214	606.922562423731	548.038819830106	288.340109581088	555.189982788239	466.476355801242
gene-LOC117894947	9836.49369572711	9815.14307068591	9137.69101001103	10064.3419130987	13243.967492642	12833.6267555745
gene-LOC117894942	4664.75591043382	3950.37717492468	4329.50667665783	4119.44730085334	3781.85864619731	4093.27475244549
gene-LOC117894940	12140.5608074166	10154.1157784226	10165.2637971925	8994.72731542476	8796.47784557495	9642.35367690577
gene-LOC117893108	4352.02997731603	3855.68003752523	4129.98629381344	5234.64507761549	3100.30821929777	3508.52121638185
gene-LOC117893109	0	0	0	0	0	0
gene-LOC117894678	95.8213165541961	109.762591076632	116.458249213897	104.947319296058	129.345336491884	134.858093383297
gene-LOC117894434	91.465802165369	66.7184377132471	55.6601926389951	96.4667278377906	56.7129552310567	64.1128640674693
gene-LOC117894385	1576.69620875541	1473.18614886186	1436.03297008607	1995.05914055738	2239.66424956331	2044.97928491066
gene-LOC117894614	7363.43262575109	9453.57218243347	7030.31048563307	11767.8807222782	10264.0499326944	8460.68726848982
gene-LOC117893203	23.5197776996663	31.2070111884543	13.7009704957526	29.6820701039356	21.8892107909342	15.4755189128374
gene-LOC117894335	3674.31193841454	4898.42465275324	3547.69504774395	6161.1496944312	6619.49633600386	7587.42584412257
gene-LOC117894068	1182.08660512767	869.491897940381	493.234937847095	2187.99259623296	1339.22171475443	1221.4605999061
gene-LOC117894069	2875.51059950365	2529.92011393296	2296.62517935054	1578.45008517	2184.94122258597	1948.80998880945
gene-LOC117894914	151.571900731183	114.067006412971	115.601938557913	562.899258042492	302.469094565636	578.121170815283
gene-LOC117895637	2957.3942700136	2769.89126893384	2696.52225569532	3116.61736091323	4027.61478553189	3906.46313128339
gene-LOC117895639	73.1726417322952	105.458175740294	125.021355773743	89.0462103118067	108.45108982781	128.225728134939
gene-LOC117895636	444.262467660364	508.99711352203	558.31454770192	357.24491517951	455.693570102175	487.478845754378
gene-LOC117895635	2752.68509373872	2852.75126415835	3116.97078778372	4896.48149321708	2574.96716031535	2886.18427724418
gene-LOC117893102	1897.26206777308	1667.96094283118	1650.11063408221	1096.11644598105	1604.87713662622	1631.56185109629
gene-LOC117893104	2260.51196780126	2131.76169532165	2151.90867848915	1583.75045483142	2277.47288638401	2080.35189956857
gene-LOC117893103	6616.89745950612	5501.04279984063	5960.77847630838	3725.09979804391	4916.11775081844	4567.48886770316
gene-LOC117894233	1539.2387850115	1492.55601787538	1607.29510128298	1109.89740710073	1338.22675062757	1267.88715664461
gene-LOC117894954	12.1954402887159	7.53272683859241	11.132038527799	8.4805914582673	10.9446053954671	14.3701247047776
gene-LOC117893215	0	0	0	0	0	0
gene-LOC117893521	20.0353661886046	23.6742843498619	14.5572811517372	8.4805914582673	21.8892107909342	17.686307328957
gene-LOC117892902	9211.91293236931	9149.03479738752	9158.24246575465	9178.12010570979	7791.5640774457	7968.78684590321
gene-LOC117894045	1898.13317065085	1775.57132623964	1909.57276284552	1911.31329990699	1617.81167027541	1828.32202013093
gene-LOC117893002	2883.35052540354	2636.45439350734	2817.26205818914	2255.8373278991	2670.48371649397	2772.32867381402
gene-LOC117893003	1843.25368935163	2230.76324805744	1873.60771529417	2109.54712524399	2505.3196714351	2462.81829555727
gene-LOC117893004	412.902764060809	407.843353118075	388.765037816981	608.482437130679	427.834574550077	322.775108753466
gene-LOC117893699	91.465802165369	103.305968072124	41.1029114872579	169.611829165346	219.887072036202	80.6937771883665
gene-LOC117895617	1358.04938643629	1404.31550348044	1288.74753725673	853.359515488148	1593.93253123075	1406.06143265208
gene-LOC117895616	5677.848557275	4865.06543389661	4970.88335799025	3218.38445841244	4004.73061061409	3632.32536768455
gene-LOC117895612	1869.38677568459	1504.39316005031	1609.86403325093	1017.67097499208	1492.44619029097	1424.8531341891
gene-LOC117895613	4386.00298954889	3982.66028994722	3456.92611820959	3037.11181599198	3845.53635031639	3364.81996933408
gene-LOC117895618	0	0	0	0	0	0
gene-LOC117895625	2.61330863329626	3.22831150225389	2.56893196795362	0	7.95971301488515	16.5809131208972
gene-LOC117895624	0	1.07610383408463	0	0	0	0
gene-LOC117893216	0	0	0	0	0	0
gene-LOC117895621	0	0	0	0	0	0
gene-LOC117895622	0	0	0	0	0	0
gene-LOC117895619	0	0	0	0	0	0
gene-LOC117895620	0	0	0	0	0	0
gene-LOC117893218	4.3555143888271	0	2.56893196795362	9.54066539055072	4.97482063430322	5.52697104029907
gene-LOC117893715	1.74220575553084	1.07610383408463	0	0	0.994964126860644	1.10539420805982
gene-LOC117893219	0	0	0	0	0	0
gene-LOC117893220	0	0	0	0	0	0
gene-LOC117893221	0	0	0	0	0	0
gene-LOC117893222	0	0	0	0	0	0
gene-LOC117894675	0.871102877765419	0	0	0	0	0
gene-LOC117893224	0	0	0	0	0	1.10539420805982
gene-LOC117893225	0	0	1.71262131196908	0	0	0
gene-LOC117894628	0	0	0	0	0	0
gene-LOC117893228	0	0	1.71262131196908	0	0	0
gene-LOC117893231	57.4927899325177	41.9680495293006	40.2466008312734	73.1451013275555	30.84388793268	29.845643617615
gene-LOC117894879	0	0	0	0	0	0
gene-LOC117894867	0	0	0	0	0	0
gene-LOC117894029	0	0	0	0	0	0
gene-LOC117893901	0	0	0	0	0	0
gene-LOC117893778	0	0	0.85631065598454	1.06007393228341	1.98992825372129	0
gene-LOC117893811	0	0	0	0	0	1.10539420805982
gene-LOC117893280	0.871102877765419	0	0.85631065598454	1.06007393228341	0	0
gene-LOC117894661	870.231774887654	724.217880338956	550.607751798059	936.045282206254	490.517314542297	1231.40914777863
gene-LOC117892998	3622.04576574861	3045.3738504595	2491.86400891501	4190.47225431633	3442.57587893783	2992.30212121792
gene-LOC117893001	1.74220575553084	4.30441533633852	0	6.36044359370048	1.98992825372129	11.0539420805981
gene-LOC117892999	107.145653965147	104.382071906209	102.757278718145	115.548058618892	128.350372365023	192.338592202408
gene-LOC117892997	634.162895013225	732.826711011633	686.761146099601	995.409422414125	560.164803422542	720.717023654999
gene-LOC117892996	8.71102877765419	3.22831150225389	0.85631065598454	16.9611829165346	6.96474888802451	0
gene-LOC117895423	4498.37526078062	4815.56465752872	5104.46782032384	10717.3474553853	4121.14141345679	4883.63161120826
gene-LOC117895426	0	0	0	7.42051752598389	0	0
gene-LOC117893708	20997.9348685354	20030.5967676513	19913.5043049205	14767.8899506402	19116.2457693735	18289.8525665577
gene-LOC117895437	3503.57577437252	3340.22630099869	3952.72998802464	4315.56097832577	2936.13913836576	3270.86146164899
gene-LOC117895439	8773.7481848533	8432.34964388716	7876.3454137458	7414.15708239019	8406.45190784558	7324.34202260433
gene-LOC117895438	0	0	0	0	0	0
gene-LOC117894219	252.619834551972	247.503881839465	237.198051707718	324.382623278724	281.574847901562	225.500418444202
gene-LOC117894220	430.324821616117	767.262033702341	681.623282163694	822.617371451929	1134.25910462113	1029.12200770369
gene-LOC117894221	181.189398575207	284.091412198342	315.122321402311	95.4066539055072	243.766211080858	282.980917263313
gene-LOC117894325	137.634254686936	206.611936144249	148.99805414131	153.710720181095	165.164045058867	141.490458631656
gene-LOC117894324	2013.98985339365	1921.92144767515	2297.48149000652	2136.04897355108	2016.79228514653	2331.27638479815
gene-LOC117894321	1054.90558497392	1174.02928298633	989.038807662144	1681.27725660149	1009.88858876355	1345.26475120879
gene-LOC117894322	729.984211567421	659.651650293878	956.499002734731	1541.34749754008	620.857615161042	718.50623523888
gene-LOC117894320	833.645454021506	764.033722200087	1123.47958065172	1795.7652412881	718.364099593385	745.035696232315
gene-LOC117894326	640.260615157583	592.933212580631	658.502894452111	801.41589280626	503.451848191486	592.491295520061
gene-LOC117893617	5645.61775079768	5485.97734616344	5462.40567452538	4401.42696684073	5304.15376029409	5388.7967642916
gene-LOC117893618	21.7775719441355	27.9786996862004	18.8388344316599	58.3040662755877	16.9143901566309	12.159336288658
gene-LOC117895768	230.842262607836	261.493231682565	518.924257526631	697.528647442486	205.957574260153	495.216605210797
gene-LOC117895772	0	0	0	0	0	0
gene-LOC117895771	4.3555143888271	17.2176613453541	22.264077055598	23.3216265102351	10.9446053954671	12.159336288658
gene-LOC117894315	7.83992589988877	8.60883067267704	13.7009704957526	24.3817004425185	29.8489238058193	14.3701247047776
gene-LOC117893873	0	0	0	1.06007393228341	1.98992825372129	0
gene-LOC117892948	3887.73214346707	3154.06033770205	2583.48924910536	7564.68758077444	4636.5328311706	5410.90464845279
gene-LOC117894736	1079.29646555135	1068.57110724604	1233.08734461774	656.185764083433	964.120238927964	1091.02408335504
gene-LOC117893721	7566.39959627043	6825.72661959881	6671.51632077555	5278.10810883911	6774.71073979412	6077.45735591286
gene-LOC117893720	168.122855408726	338.972707736658	231.203877115826	392.227354944863	198.992825372129	338.250627666303
gene-LOC117895743	2299.71159730071	2372.80895415661	2359.13585723741	2849.47872997781	2031.71674704943	2269.3743091468
gene-LOC117893281	0	0	2.56893196795362	0	0	0
gene-LOC117895744	16.550954677543	19.3698690135233	33.3961155833971	53.0036966141707	17.9093542834916	39.7941914901533
gene-Trnav-aac-5	0	0	0	0	0	0
gene-LOC117895750	0	0	0	0	0	0
gene-LOC117895747	0	0	0	0	0	0
gene-LOC117895746	2.61330863329626	4.30441533633852	10.2757278718145	5.30036966141707	10.9446053954671	8.84315366447852
gene-LOC117895748	0	0	0	0	0	0
gene-LOC117895745	1537.49657925596	1322.53161209001	1303.30481840847	808.836410332244	1144.20874588974	1177.2448315837
gene-LOC117894031	1872.00008431789	1655.04769682216	1676.65626441773	1124.7384421527	1530.25482711167	1521.02243029031
gene-LOC117894030	3372.9103427077	3354.21565084179	3182.05039763855	2292.93991552902	2820.72329964993	2785.59340431073
gene-LOC117893631	4078.50367369769	3603.87174034943	3958.72416261653	3765.38260747068	3365.96364116956	3342.71208517288
gene-LOC117893456	220.389028074651	257.188816346227	223.497081211965	601.061919604695	284.559740282144	324.985897169586
gene-LOC117893457	0	0	0	0	0	0
gene-LOC117894159	184492.620687694	184866.029865067	174615.443725743	122802.144537507	194252.816271765	174924.211848633
gene-LOC117893348	763.086120922507	667.184377132471	649.939787892266	417.669129319665	697.469852929311	748.351878856495
gene-LOC117894798	2051.44727713756	1653.97159298808	1723.75335049688	1032.51201004404	1578.01310520098	1665.82907154614
gene-LOC117893776	4474.85548308096	4591.73506003912	4612.08919313273	3717.67928051793	4131.09105472539	4718.92787420735
gene-LOC117893777	184.673810086269	192.622586301149	190.957276284552	124.028650077159	95.5165561786218	128.225728134939
gene-LOC117894474	160.282929508837	157.111159776356	119.027181181851	271.378926664554	136.310085379908	160.282160168673
gene-LOC117894926	0	0	0.85631065598454	0	0	0
gene-LOC117893424	2576.72231243011	3239.07254059474	2615.17274337678	4600.72086611001	1180.02745445672	1704.51786882823
gene-LOC117893668	5474.01048387789	7562.85774594678	6792.25612326937	7735.35948387206	9473.05345184019	9463.27981520008
gene-LOC117894305	73.1726417322952	232.43842816228	191.813586940537	210.954712524399	213.917287275038	273.032369390774
gene-LOC117894475	547.923710114449	688.706453814163	674.772796915817	903.182990305468	1231.76558905348	1318.73529021536
gene-LOC117893454	33.1019093550859	24.7503881839465	7.70679590386086	30.742144036219	23.8791390446554	17.686307328957
gene-LOC117893453	2139.42866779187	2015.54248124051	2153.62129980112	2069.26431581722	2013.80739276594	2089.19505323305
gene-LOC117894418	3676.05414417007	3639.38316687422	3724.95135353275	2042.76246751014	3145.0816050065	3430.03822760961
gene-LOC117894422	786.605898622173	944.819166326305	800.650463345545	912.723655696019	1297.43322142628	941.795865266962
gene-LOC117894419	4940.89552268546	5050.15529335917	5303.98820316824	7938.89367887048	3960.95218903222	4196.07641379506
gene-LOC117894250	1.74220575553084	3.22831150225389	0	0	0.994964126860644	2.21078841611963
gene-LOC117893094	10002.8743453803	9951.80825761466	8619.62306314038	8968.22546711767	9179.5390344163	9436.75035420664
gene-LOC117893093	15848.845758064	13568.5932439731	14224.1763065592	10119.4657575775	11840.0731096417	11404.3520445531
gene-LOC117894560	1572.34069436658	1434.44641083481	1309.29899300036	961.487056581056	1278.52890301593	1266.78176243655
gene-LOC117893732	912.915815898159	1038.44019989167	715.875708403075	1001.76986600783	1305.39293444116	1019.17345983115
gene-LOC117893731	12719.8442211307	11082.7933872376	11686.927832877	9178.12010570979	12034.0911143795	12536.2757136064
gene-LOC117894857	2.61330863329626	7.53272683859241	11.132038527799	15.9011089842512	15.9194260297703	9.94854787253833
gene-LOC117893786	1767.46773898604	1637.83003547681	1886.45237513394	1811.66635027235	1169.08284906126	1339.7377801685
gene-LOC117893369	140445.303673485	139098.257697613	130141.237185874	87998.8572667107	137456.284054052	135321.253556474
gene-LOC117895909	0	0	0	0	0	0
gene-LOC117895910	0	0	0	0	0	0
gene-LOC117893368	2100.22903829243	1743.2882112171	1811.95334806329	1387.63677735899	1895.40666166953	1602.82160168673
gene-LOC117893372	1696.90840588704	1525.91523673201	1582.46209225943	597.881697807845	1489.46129791038	1396.11288477955
gene-LOC117893371	32.2308064773205	21.5220766816926	18.8388344316599	20.1414047133848	15.9194260297703	25.4240667853757
gene-LOC117893370	4.3555143888271	4.30441533633852	1.71262131196908	11.6608132551175	3.97985650744258	12.159336288658
gene-LOC117893373	0.871102877765419	0	0	0	0	1.10539420805982
gene-LOC117893529	0	0	0	2.12014786456683	0	0
gene-LOC117894607	0	0	0	0	0	0
gene-LOC117894308	155.92741512001	211.992455314672	149.854364797294	321.202401481874	168.148937439449	190.127803786288
gene-LOC117894917	0	0	0	2.12014786456683	0	3.31618262417944
gene-Trnap-agg	6.09772014435793	2.15220766816926	5.13786393590724	5.30036966141707	0.994964126860644	6.63236524835889
gene-Trnal-caa-4	0	0	0.85631065598454	1.06007393228341	0	0
gene-LOC117893012	2682.12576063973	3276.7361747877	3028.77079021732	5191.18204639187	2113.30380545201	2834.23074946537
gene-LOC117893013	11.3243374109504	17.2176613453541	17.1262131196908	23.3216265102351	15.9194260297703	24.3186725773159
gene-Trnal-aag-5	1.74220575553084	3.22831150225389	0.85631065598454	2.12014786456683	3.97985650744258	0
gene-LOC117894150	0	0	0	0	0	0
gene-LOC117893305	52.2661726659251	25.8264920180311	22.264077055598	93.2865060409403	22.8841749177948	19.8970957450767
gene-LOC117893666	327.534682039798	270.102062355242	129.302909053666	314.841957888174	494.49717104974	540.53776774125
gene-LOC117893855	910.302507264863	911.459947469682	1061.82521342083	1618.73289459677	1488.46633378352	1750.94442556675
gene-LOC117893853	0	1.07610383408463	0.85631065598454	9.54066539055072	5.96978476116386	11.0539420805981
gene-LOC117893309	0.871102877765419	1.07610383408463	0	0	0	0
gene-LOC117894329	14.8087489220121	0	2.56893196795362	12.720887187401	0	2.21078841611963
gene-LOC117893312	0	0	0	0	0	0
gene-LOC117893885	0	0	0	0	0	4.42157683223926
gene-LOC117893460	114.11447698727	91.4688258971935	84.7747549424694	163.251385571646	102.481305066646	123.804151302699
gene-LOC117894411	10.453234533185	3.22831150225389	6.85048524787632	11.6608132551175	8.95467714174579	2.21078841611963
gene-LOC117894412	1863.28905554023	1917.61703233881	1898.44072431772	1292.23012345348	1968.03904293035	1914.5427683596
gene-LOC117894983	813.610087832901	803.849564061219	788.662114161761	527.91681827714	771.097198316999	729.560177319478
gene-LOC117894982	5.22661726659251	20.445972847608	23.1203877115826	11.6608132551175	20.8942466640735	7.73775945641871
gene-LOC117894984	208.193587785935	241.047258834957	208.083489404243	323.322549346441	349.232408528086	355.93693499526
gene-LOC117894979	258.717554696329	345.429330741166	339.099019769878	668.906651270834	311.423771707381	308.404984048688
gene-LOC117894985	344.085636717341	340.048811570743	313.409700090342	325.442697211008	284.559740282144	202.287140074946
gene-LOC117894981	3766.64884345767	3227.23539841981	3941.59794949684	4518.03509939191	2844.60243869458	3244.33200065556
gene-LOC117894980	416.38717557187	468.105167826814	531.768917366399	432.510164371633	396.990686617397	448.790048472285
gene-LOC117893462	6847.73972211396	7074.30660527236	7014.04058316937	6059.38259693199	6399.60926396766	6307.3793511893
gene-LOC117893152	1785.76089941911	1930.53027834783	2029.45625468336	2888.7014654723	1924.26062134849	2336.80335583845
gene-LOC117893313	104.53234533185	126.980252421986	111.32038527799	113.427910754325	75.6172736414089	91.7477192689646
gene-LOC117893153	576.670105080707	464.87685632456	539.47571327026	468.552678069269	486.537458034855	479.74108629796
gene-LOC117895333	1516.59011018959	1453.81627984833	1871.03878332622	3362.55451320299	1262.60947698616	1441.43404731
gene-LOC117895335	0	0	0	0	0	0
gene-LOC117895338	29.6174978440242	45.1963610315545	32.5398049274125	76.3253231244057	121.385623476999	80.6937771883665
gene-LOC117895334	2108.06896419231	3618.93719402661	2363.41741051733	2080.92512907234	2219.7649670261	2365.543605248
gene-LOC117895336	129.794328787047	172.176613453541	137.866015613511	201.414047133848	106.461161574089	145.912035463896
gene-LOC117893319	0	0	0	0	0	0
gene-LOC117895337	0	0	0	0	0	0
gene-LOC117893321	1.74220575553084	0	0	0	0	0
gene-LOC117894062	19866.3722303181	17752.4849508941	20220.0635197629	19756.597875966	15869.6778234273	18487.7181298004
gene-LOC117894953	638.518409402052	495.00776367893	597.704837877209	408.128463929114	505.441776445207	505.165153083335
gene-LOC117893712	633.29179213546	625.21632760317	630.244642804621	594.701476010995	490.517314542297	515.113700955874
gene-LOC117893709	521.790623781486	450.88750648146	417.023289464471	256.537891612586	450.718749467872	449.895442680345
gene-LOC117893711	269.170789229514	292.700242871019	246.617468923547	112.367836822042	211.927359021317	212.235687947484
gene-LOC117893710	37.457423743913	29.054803520285	48.8097073911188	67.8447316661384	34.8237444401225	51.9535277788113
gene-LOC117894431	1575.82510587764	1764.81028789879	1900.15334562969	2566.43899005814	2376.96929907008	2423.02410406711
gene-LOC117893325	0.871102877765419	6.45662300450778	3.42524262393816	0	3.97985650744258	1.10539420805982
gene-LOC117893787	2.61330863329626	0	0	0	0.994964126860644	0
gene-LOC117893327	0	0	0.85631065598454	0	0.994964126860644	0
gene-LOC117894877	60.9772014435793	68.8706453814163	55.6601926389951	69.9648795307053	28.8539596789587	48.6373451546319
gene-LOC117893633	1.74220575553084	0	0	0	0	2.21078841611963
gene-LOC117893598	913.786918775925	958.808516169405	1228.80579133781	871.380772336965	1326.28718110524	1592.87305381419
gene-LOC117893597	3541.03319811643	3762.05900395987	3424.38631328217	2883.40109581088	3326.16507609513	3563.79092678484
gene-LOC117893596	2257.89865916797	2139.29442216024	2194.72421128838	1806.36598061094	1716.31311883461	1854.85148112437
gene-LOC117892900	14973.3873659098	17065.9307047481	16170.5704276121	16498.990682059	19692.3299988259	19322.2907568856
gene-LOC117892898	1294.45887635941	1275.18304339029	1183.42132657063	1160.78095585034	1242.71019444894	1234.72533040281
gene-LOC117892899	7339.04174517366	6805.2806467512	6225.37846900761	5746.66078690838	7139.86257435198	5719.30963250148
gene-LOC117894151	1808.40957424101	1410.77212648495	966.774730606546	1643.11459503929	1511.35050870132	1078.86474706638
gene-LOC117894152	2441.70136637647	3055.05878496626	2655.41934420806	3781.28371645493	6696.10857377213	7577.47729625003
gene-LOC117893509	693.397890701274	1218.1495401838	1185.99025853859	2105.30682951486	3077.42404437997	4170.65234700968
gene-LOC117893458	740.437446100606	1316.0749890855	1125.19220196369	2119.08779063454	3425.6614887812	3599.16354144276
gene-LOC117893614	233.455571241132	264.721543184819	511.21746162277	365.725506637777	422.859753915774	846.731963373818
gene-LOC117894885	426.840410105055	409.995560786244	453.844647671806	319.082253617307	395.995722490536	408.995856982132
gene-LOC117894889	7228.41167969745	6649.24559080893	7422.50076607399	4839.23750087378	6898.08629152484	8152.28228444114
gene-LOC117894880	8580.36334598938	8188.07407354995	8727.51820579443	8621.581291261	8008.46625710132	8250.66236895846
gene-Trnam-cau-8	0	0	0	0	0	0
gene-LOC117894884	1.74220575553084	4.30441533633852	0.85631065598454	9.54066539055072	3.97985650744258	0
gene-LOC117894887	3.48441151106168	1.07610383408463	0	4.24029572913365	1.98992825372129	1.10539420805982
gene-LOC117894883	3965.26029958819	3796.49432665057	4060.62513067869	4171.39092353523	2957.03338502983	3313.97183576333
gene-LOC117894886	2817.14670669337	2765.5868535975	2679.39604257563	2125.44823422824	3030.66073041752	3068.57432157405
gene-LOC117894882	10673.6235612597	9225.43816960753	8166.63472612456	6152.66910297293	8462.16989894978	6815.86068689682
gene-LOC117894047	3466.98945350637	3422.01019238912	3715.53193631692	6213.09331711308	3071.45425961881	3472.04320751588
gene-LOC117894057	6812.89560700334	7430.49697435437	7167.3201905906	7928.29293954765	9518.82180167578	8480.5843642349
gene-LOC117894051	0	0	0	0	0	0
gene-LOC117894052	0	0	0	0	0	0
gene-LOC117894053	1866.77346705129	1941.29131668867	1621.85238243472	1232.86598324561	1830.73399342358	1693.46392674764
gene-LOC117894061	2743.97406496107	2812.93542229722	3112.6892345038	2260.07762362824	3069.46433136509	3286.33698056183
gene-LOC117894058	240.424394263256	224.905701323688	264.599992699223	165.371533436212	254.710816476325	281.875523055253
gene-LOC117893328	74.914847487826	58.10960704057	75.3553377266395	69.9648795307053	61.6877758653599	69.6398351077683
gene-LOC117894056	402.449529527624	343.277123072997	435.862123896131	398.587798538563	385.051117095069	370.307059700038
gene-LOC117894060	40594.2652067463	38867.7943833027	33899.626249116	22538.2318742776	36627.6144021209	35222.2810456179
gene-LOC117894059	1811.89398575207	1576.49211693398	1412.91258237449	684.807760255085	1661.59009185728	1340.84317437656
gene-LOC117894054	1772.69435625263	1694.86353868329	1339.26986595982	943.465799732238	1488.46633378352	1275.62491610103
