C_NL1_G23_C	C_NL2_G23_C	C_NL3_G23_C	C_NL1_G23_W	C_NL2_G23_W	C_NL3_G23_W
gene-Trnak-cuu-3	0	0	0	0	0	0
gene-Trnak-cuu-4	0	0	0	0	0	0
gene-Trnai-aau-3	0	0	0	0	0	0
gene-Trnak-cuu-5	0	0.967661215532335	0.864705631891371	1.01548319241822	0	0
gene-Trnak-cuu-6	0	1.93532243106467	0.864705631891371	0	0	0
gene-Trnai-aau-4	0	0	0	0	2.00792115374673	5.16517575575966
gene-Trnai-aau-5	0	0	0	0	0	0
gene-Trnai-aau-6	0	0	0	0	0	0
gene-Trnar-acg-3	0	0	0	0	0	1.03303515115193
gene-Trnak-cuu-7	0	0	0	0	0	0
gene-Trnar-acg-4	0	0	0	0	0	0
gene-Trnar-acg-5	0	0.967661215532335	0	0	0	1.03303515115193
gene-Trnar-acg-6	4.56187359352182	14.514918232985	5.18823379134823	6.09289915450929	6.02376346124019	9.29731636036739
gene-LOC117891457	3570.8065553292	4536.39577841559	4880.3985863949	2880.92581689048	3307.04614022086	5562.89428895315
gene-Trnak-cuu-8	1.14046839838045	0	0	0	2.00792115374673	1.03303515115193
gene-Trnar-acg-7	0	0	0	0	0	0
gene-Trnar-acg-8	0	0	0	0	0	0
gene-LOC117891459	4565.29499871696	5224.40290265908	5742.5101013906	3900.47094207837	5022.81476609744	7391.36650649207
gene-LOC117889745	191.598690927916	360.937633393561	252.49404451228	177.709558673188	333.314911521957	377.057830170455
gene-LOC117891453	410.568623416964	499.313187214685	465.211629957558	437.673255932251	484.912958629835	504.121153762143
gene-Trnae-uuc-5	5.70234199190227	0.967661215532335	1.72941126378274	1.01548319241822	0	2.06607030230386
gene-Trnan-guu-7	0	0	0	0	0	0
gene-Trnan-guu-8	0	0	0.864705631891371	0	0	0
gene-LOC117890293	6.84281039028273	0.967661215532335	1.72941126378274	0	0	0
gene-LOC117891399	396.883002636398	537.051974620446	501.529266496995	1055.08703692253	883.485307648561	1033.03515115193
gene-LOC117891760	150.54182858622	162.567084209432	262.870512094977	104.594768819076	147.582204800385	336.76945927553
gene-LOC117891758	4046.38187745385	3299.72474496526	4045.09294598783	3468.89058530062	3681.52343539463	3217.90449583827
gene-LOC117891756	6906.67662059203	6453.33264638514	6490.48047297663	6365.04865007737	7475.49045539907	6669.27493583687
gene-LOC117889746	0	0	0	0	0	0
gene-LOC117891757	3338.15100205959	3354.8814342506	3171.74025777755	3147.99789649647	3757.824439237	3305.71248368618
gene-LOC117892570	2513.59235003052	2831.37671664761	2575.9580774044	2214.76884266413	3315.07782483585	2670.39586572774
gene-LOC117892571	0	7.74128972425868	0.864705631891371	4.06193276967286	4.01584230749346	2.06607030230386
gene-LOC117889750	4.56187359352182	0.967661215532335	6.0529394232396	3.04644957725465	5.01980288436682	3.0991054534558
gene-LOC117889751	1.14046839838045	6.77362850872634	0	2.03096638483643	4.01584230749346	1.03303515115193
gene-LOC117890038	58115.9886446712	49431.0378730383	50338.8383605562	51981.569136696	49252.2979802535	52930.6550747227
gene-LOC117890963	3399.73629557214	3447.77691094171	4252.62229764176	4183.79075276305	3941.54922480483	4117.6781124916
gene-LOC117890303	1730.09056034315	1712.76035149223	1950.77590554693	1927.38709920977	2283.00635181003	1953.4694708283
gene-LOC117891336	1121.08043560799	1221.18845400181	1157.84084110255	1472.45062900641	1252.94279993796	1458.64563342653
gene-LOC117890263	2292.34148074471	2120.14572323135	3006.5814820863	2235.07850651249	2161.52712200835	2433.83081611395
gene-LOC117890262	857.632235582102	1016.04427630895	901.023268430809	1011.42125964854	1141.50317590502	891.509335444117
gene-LOC117890264	819.996778435547	999.594035644902	732.405670211991	750.442079197061	792.124895153085	749.983519736303
gene-LOC117891079	5.70234199190227	7.74128972425868	11.2411732145878	4.06193276967286	1.00396057687336	3.0991054534558
gene-LOC117891078	2083.63576384109	1796.94687724355	2082.21116159442	2013.70317056532	2267.94694315693	1735.49905393525
gene-LOC117890562	3675.7296479802	3345.20482209528	3774.44008320584	3819.23228668491	3575.10361424605	3475.1302484751
gene-LOC117889754	0	0	0	2.03096638483643	15.0594086531005	1.03303515115193
gene-LOC117890296	5676.11121873952	6001.43485873154	5943.98651362129	5836.9973900199	5791.84856798244	5828.3843227992
gene-LOC117890571	0	0.967661215532335	0	4.06193276967286	1.00396057687336	1.03303515115193
gene-LOC117890304	0	2.902983646597	0.864705631891371	0	5.01980288436682	3.0991054534558
gene-LOC117890618	3.42140519514136	1.93532243106467	7.78235068702234	6.09289915450929	2.00792115374673	0
gene-LOC117891471	3.42140519514136	2.902983646597	0.864705631891371	4.06193276967286	9.03564519186028	4.13214060460773
gene-LOC117889755	0	0	0	0	0	0
gene-LOC117891648	0	0.967661215532335	0	0	0	0
gene-LOC117891224	36.4949887481745	59.0273341474724	39.7764590670031	85.3005881631301	268.057474025188	98.1383393594335
gene-LOC117891227	0	1.93532243106467	0	1.01548319241822	3.01188173062009	2.06607030230386
gene-LOC117891226	1.14046839838045	2.902983646597	0	0	5.01980288436682	3.0991054534558
gene-LOC117891225	0	1.93532243106467	0	7.10838234692751	5.01980288436682	4.13214060460773
gene-LOC117890282	0	0	5.18823379134823	12.1857983090186	2.00792115374673	2.06607030230386
gene-LOC117890644	0	0	0.864705631891371	5.07741596209108	6.02376346124019	0
gene-LOC117891605	0	3.87064486212934	2.59411689567411	0	19.0752509605939	2.06607030230386
gene-LOC117890405	1.14046839838045	0	0	1.01548319241822	4.01584230749346	0
gene-LOC117889759	0	0.967661215532335	0	0	1.00396057687336	0
gene-LOC117891744	198.441501318199	182.887969735611	132.29996167938	231.530167871353	256.009947102708	247.928436276464
gene-LOC117891748	0	0	0	0	0	0
gene-LOC117889762	115.187308236426	87.0895093979101	100.305853299399	118.811533512931	122.48319037855	83.6758472433065
gene-LOC117891745	822.277715232308	729.61655651138	827.523289720042	816.448486704245	922.639770146622	768.578152457037
gene-LOC117891746	39.9163939433159	39.6741098368257	44.9646928583513	40.6193276967286	63.249516343022	69.2133551271794
gene-LOC117891749	5067.10109400436	4606.06738593391	5258.27494753143	4582.87564738341	4366.22454882226	4504.03325902242
gene-LOC117891743	7576.13157044136	8200.92880163654	7733.92717163642	7436.38341807859	8548.7243120767	7910.98318752149
gene-LOC117891317	65.0066987076859	98.7014439842981	76.0940956064407	105.610252011494	85.336649034236	95.0392339059777
gene-LOC117891318	3.42140519514136	1.93532243106467	0.864705631891371	7.10838234692751	9.03564519186028	10.3303515115193
gene-LOC117890518	1312.6791265359	1470.84504760915	1322.9996167938	1411.52163746132	1452.73095473576	1399.76262981087
gene-Trnan-guu-9	0	0	0	0	0	0
gene-LOC117891445	245.200705651798	325.134168418864	312.158733112785	185.833424212533	242.958459603354	303.712334438668
gene-LOC117890642	2031.17421751559	2675.58326094691	2342.48755679372	3040.35667810014	2985.77875562139	3183.81433585025
gene-LOC117890947	2804.41179161754	2583.65544547133	2626.11100405409	2603.6989053603	2604.27373640951	2480.31739791579
gene-LOC117891360	70.7090406995882	92.8954766911041	38.9117534351117	75.1457562389479	56.2217923049084	69.2133551271794
gene-LOC117890103	4703.29167492099	4056.43581551155	3987.15766865111	4228.47201322945	3524.90558540238	4158.99951853768
gene-LOC117890105	5.70234199190227	20.320885526179	13.8352901102619	8.12386553934572	0	4.13214060460773
gene-LOC117890104	370.652229473648	601.885276061112	479.911625699711	466.106785319961	548.162474972857	444.205114995331
gene-LOC117892483	1.14046839838045	1.93532243106467	0.864705631891371	10.1548319241822	4.01584230749346	5.16517575575966
gene-LOC117890219	44.4782675368377	68.7039463027958	45.8293984902427	53.8206091981654	61.2415951892752	59.9160387668121
gene-LOC117890365	22.8093679676091	46.4477383455521	56.2058660729391	89.362520932803	55.217831728035	91.9401284525219
gene-LOC117890364	2042.57890149939	2297.22772567376	2248.23464291757	2246.24882162909	2538.01233833587	2254.08269981352
gene-LOC117889736	2268.39164437872	2234.32974666416	2281.09345692944	2155.87081750387	2074.18255182037	2099.12742714073
gene-LOC117889735	6017.11126985528	5490.50973693047	6161.89233285791	5413.54089878151	6209.49616796176	5330.46137994397
gene-LOC117892769	13.6856207805655	21.2885467417114	20.7529351653929	12.1857983090186	2.00792115374673	7.23124605806352
gene-LOC117892768	7.98327878866318	11.611934586388	7.78235068702234	6.09289915450929	0	6.19821090691159
gene-LOC117892767	5.70234199190227	13.5472570174527	17.2941126378274	5.07741596209108	7.02772403811355	6.19821090691159
gene-LOC117892766	11.4046839838045	15.4825794485174	7.78235068702234	3.04644957725465	2.00792115374673	0
gene-LOC117892765	9.12374718704364	19.3532243106467	13.8352901102619	14.216764693855	13.0514874993537	5.16517575575966
gene-LOC117890946	24783.5187652057	21805.2778308056	25627.2808123646	22735.6531950514	19603.3342240293	18901.4441606269
gene-LOC117892762	0	0	0	0	0	0
gene-LOC117890990	1173.54198193349	1496.97190042852	761.805661696298	746.380146427388	666.629823043914	971.053042082816
gene-LOC117890989	71.8495090979686	143.213859898786	63.1235111280701	106.625735203913	123.487150955424	126.030288440536
gene-LOC117892146	11197.1187352993	11087.4622075695	10986.9497588118	11963.407489879	12957.1152051276	11218.76174151
gene-LOC117892149	3741.87681508627	3797.10260974888	3933.54591947385	4075.1340511743	4027.88983441594	4199.2878894326
gene-LOC117892147	9959.71052305651	10130.445265408	10256.2734998636	10654.4496548519	9774.56017643908	10336.5497224262
gene-LOC117890026	2558.07061756736	1938.22541471127	2749.76390941456	2302.10039721209	2353.28359219117	2022.68282595548
gene-LOC117890025	5341.95397801405	5418.90280698107	6056.39824576716	5879.64768410147	5938.42681220595	5385.21224295502
gene-LOC117891260	22.8093679676091	21.2885467417114	10.3764675826965	54.8360923905836	52.205949997415	21.6937381741906
gene-LOC117891261	1.14046839838045	0	0.864705631891371	1.01548319241822	2.00792115374673	0
gene-LOC117890612	5.70234199190227	4.83830607766167	6.0529394232396	7.10838234692751	9.03564519186028	13.4294569649751
gene-LOC117892399	0	0.967661215532335	0	0	0	4.13214060460773
gene-LOC117892395	5.70234199190227	2.902983646597	1.72941126378274	2.03096638483643	1.00396057687336	2.06607030230386
gene-LOC117892397	0	0.967661215532335	1.72941126378274	0	1.00396057687336	4.13214060460773
gene-LOC117892396	2.28093679676091	2.902983646597	3.45882252756549	5.07741596209108	2.00792115374673	6.19821090691159
gene-LOC117892394	521.194058059868	511.892783016605	416.788114571641	625.537646529621	473.869392284228	628.085371900375
gene-LOC117892392	380.916445059072	501.248509645749	299.188148634414	410.255209736959	417.64759997932	447.304220448787
gene-LOC117892400	66.1471671060664	71.6069299493928	72.6352730788752	66.006407507184	48.1901076899215	56.8169333133563
gene-LOC117892398	166.508386163546	176.114341226885	185.911710856645	181.771491442861	129.510914416664	199.375784172323
gene-LOC117892391	1102.8329412339	1045.07411277492	1293.59962530949	1162.72825531886	1089.2972259076	984.482499047791
gene-LOC117892390	3040.48875008229	3074.25968174623	2940.86385406255	2456.45384245966	2291.03803642502	2792.29401356367
gene-LOC117891939	2474.81642448559	4614.7763368737	3691.42834254426	3069.80569068027	3494.78676809618	3542.27753329997
gene-LOC117891940	1938.79627724677	1822.10606884739	2041.56999689553	1940.58838071121	1937.64391336559	1871.8596938873
gene-LOC117889763	784.642258085753	642.52704711347	913.99385290918	831.680734590518	745.94270861691	691.100516120643
gene-LOC117891941	1919.4083144743	1424.3973092636	1877.27592683617	1607.50989359803	1487.86957492633	1396.66352435741
gene-LOC117891944	11514.1689500491	11219.0641328819	11148.6497119754	10883.9488563384	10495.4038706342	11673.2972080168
gene-LOC117891942	0	0	0	0	0	0
gene-LOC117892242	3404.29816916566	3857.09760511189	3275.50493360451	3262.74749723973	3312.06594310523	3055.71797710741
gene-LOC117892240	3056.45530765962	2173.36709008562	3267.72258291749	3025.12443021386	2508.89748160654	2678.66014693696
gene-LOC117892243	3907.24473285144	3858.06526632742	4055.46941357053	3956.32251766137	3435.55309406065	4294.32712333858
gene-LOC117892244	3110.0573223835	2637.84447354114	3072.29911011004	3069.80569068027	2602.26581525576	2523.70487426417
gene-LOC117892241	3118.04060117216	2729.77228901672	3297.1225744018	3116.5179175315	2785.99060082359	2868.73861474892
gene-LOC117890326	7.98327878866318	6.77362850872634	1.72941126378274	9.13934873176394	22.087132691214	9.29731636036739
gene-LOC117889862	0	0	3.45882252756549	2.03096638483643	0	0
gene-LOC117889866	22.8093679676091	20.320885526179	17.2941126378274	9.13934873176394	6.02376346124019	47.5196169529889
gene-LOC117889863	417.411433807246	576.726084457271	539.576314300216	487.431932360743	539.126829780997	470.030993774129
gene-LOC117889864	0	3.87064486212934	0.864705631891371	3.04644957725465	1.00396057687336	0
gene-LOC117891009	1268.20085899907	1200.86756847563	1332.5113787446	1132.26375954631	982.877404759024	1233.44397047541
gene-LOC117891006	0	0.967661215532335	0.864705631891371	1.01548319241822	1.00396057687336	2.06607030230386
gene-LOC117891008	79.8327878866318	86.1218481823778	94.2529138761595	92.4089705100576	101.40001826421	132.228499347447
gene-LOC117889764	1.14046839838045	0	0	0	1.00396057687336	5.16517575575966
gene-LOC117889765	0	0	0	0	1.00396057687336	0
gene-LOC117891482	0	0.967661215532335	0	0	0	0
gene-LOC117891539	0	0	0.864705631891371	1.01548319241822	3.01188173062009	1.03303515115193
gene-LOC117890430	4284.73977271537	4152.23427584925	4363.30461852386	3855.78968161196	4349.15721901541	3523.68290057924
gene-LOC117891323	2.28093679676091	0.967661215532335	0	1.01548319241822	2.00792115374673	7.23124605806352
gene-LOC117891256	189.317754131155	175.146680011353	134.029372943163	187.86439059737	173.685179799092	190.078467811955
gene-LOC117892174	361.528482286604	546.728586775769	460.02339616621	341.20235265252	387.528782673119	479.328310134496
gene-LOC117892176	232.655553269613	270.945140349054	204.070529126364	213.251470407825	211.83568172028	249.994506578768
gene-LOC117892184	93794.4020196053	79484.6599050415	82016.4644792647	94714.117356847	74640.4530482272	84360.7495485202
gene-LOC117892173	1237.40821224279	1307.31030218418	1557.33484303636	1153.58890658709	1301.13290762788	1140.47080687173
gene-LOC117892186	77.5518510898709	112.248701001751	102.035264563182	89.362520932803	86.3406096111093	108.468690870953
gene-LOC117892171	9496.68035331404	11819.9817477275	9223.81497538526	11040.3332679708	11002.4039619552	12474.9324853107
gene-LOC117892175	1329.78615251161	1244.41232317458	1327.32314495325	1327.23653249061	1295.10914416664	1055.76192447727
gene-LOC117892170	7630.87405356362	7779.99617287997	8115.26235530052	8092.38556038076	8942.27685821106	7670.28599730309
gene-LOC117892180	1309.25772134076	1134.0989446039	1242.5819930279	1290.67913756355	1109.37643744507	1138.40473656943
gene-LOC117892187	40608.6582611328	36978.2056903526	36538.1364755699	35179.3842349442	28538.5833582023	38648.9441100472
gene-LOC117892182	899.829566322179	773.161311210335	903.617385326483	949.476784911031	841.318963419879	842.956683339977
gene-LOC117892183	1037.82624252621	1141.84023432816	1285.81727462247	860.114263978228	1066.20613263951	1092.95118991874
gene-LOC117892172	658.050265865522	489.636575059361	449.646928583513	614.36733141302	401.584230749346	682.836234911427
gene-LOC117892178	3879.87349129031	4338.99289044699	3956.89297153491	3412.0235265252	3301.02237675962	3612.52392357831
gene-LOC117892185	82.1137246833927	68.7039463027958	66.5823336556356	91.3934873176394	73.2891221117556	108.468690870953
gene-LOC117892179	514.351247669585	478.024640472973	375.282244240855	479.308066821398	389.536703826865	450.403325902242
gene-LOC117892181	0	0	0.864705631891371	1.01548319241822	1.00396057687336	0
gene-LOC117890556	870.177387964287	1395.36747279763	981.440892196706	964.709032797305	1161.58238744248	1005.14320207083
gene-LOC117892245	1213.4583758768	2134.66064146433	1697.41715540276	1452.14096515805	1804.11715664144	2356.35317977756
gene-LOC117892247	733.321180158632	1766.94937956204	1230.47611418142	1026.65350753482	1504.93690473317	2800.55829477289
gene-LOC117892249	900.970034720559	1222.15611521734	732.405670211991	892.609726135611	1010.98830091148	1022.70479964041
gene-LOC117892248	0	0	0	0	0	0
gene-LOC117892250	0	0	0	0	0	0
gene-LOC117892169	465.311106539225	652.203659268794	475.588097540254	545.314474328582	461.821865361748	602.259493121576
gene-LOC117892168	18082.1264563221	19698.6793645917	18899.0062906178	21991.3040150089	23741.6597219013	20399.3451297972
gene-LOC117890048	3657.48215360612	3518.41617967557	3304.90492508882	3395.77579544651	3377.323380602	3450.33740484745
gene-LOC117890047	1766.58554909132	2023.37960167811	2288.01110198457	2074.63216211041	2014.94887778484	2304.70142221996
gene-LOC117890049	288.538504790255	340.616747867382	417.652820203532	396.038445043104	372.469374020018	454.53546650685
gene-LOC117891310	248.622110846939	288.363042228636	197.152884071233	165.523760364169	160.633692299738	175.615975695828
gene-LOC117890577	4.56187359352182	3.87064486212934	6.0529394232396	3.04644957725465	0	2.06607030230386
gene-LOC117892578	4.56187359352182	14.514918232985	12.9705844783706	2.03096638483643	12.0475269224804	6.19821090691159
gene-LOC117892577	20.5284311708482	9.67661215532335	12.1058788464792	14.216764693855	19.0752509605939	22.7267733253425
gene-LOC117892579	21.6688995692286	18.3855630951144	8.64705631891371	14.216764693855	9.03564519186028	10.3303515115193
gene-LOC117892575	4739.78666366917	4774.44043743654	5014.42795933806	4423.44478617375	5853.09016317172	4900.71875706476
gene-LOC117892580	0	0	0	0	0	0
gene-LOC117892465	512.070310872824	546.728586775769	585.405712790458	620.46023056753	648.558532660193	615.688950086551
gene-LOC117892464	2426.91675175361	2213.04119992245	2464.41105089041	2389.43195176006	2415.52914795732	2553.66289364758
gene-LOC117892472	107.204029447763	121.925313157074	63.9882167599615	103.579285626658	96.380215379843	123.964218138232
gene-LOC117892466	99.2207506590996	149.987488407512	72.6352730788752	111.703151166004	116.45942691731	98.1383393594335
gene-LOC117892467	507.508437279302	716.069299493928	447.91751731973	505.710629824271	418.651560556193	555.772911319739
gene-LOC117892473	0	0	0	0	0	0
gene-LOC117892470	0	0	0	0	0	0
gene-LOC117892468	733.321180158632	934.760734204235	651.123340814203	722.008549809351	744.938748040036	841.923648188824
gene-LOC117892469	0	0	0	0	1.00396057687336	0
gene-LOC117890311	384.337850254213	434.479885774018	312.158733112785	286.366260261937	348.374320175058	366.727478658936
gene-LOC117890310	13889.7646238756	11676.7678878287	15355.442611127	14041.0861015667	12995.2657070488	11264.2152881607
gene-LOC117892110	1864.66583135204	2112.40443350709	2038.97587999985	1724.29046072613	2080.20631528161	1899.7516429684
gene-Trnal-aag-4	0	0	0	0	0	0
gene-LOC117892113	5510.74330097436	5983.04929563643	6240.58054536003	6328.49125515032	5279.82867377702	6557.70713951246
gene-LOC117892109	6.84281039028273	21.2885467417114	20.7529351653929	12.1857983090186	10.0396057687336	9.29731636036739
gene-LOC117892112	1409.61894039824	1267.63619234736	1280.62904083112	1193.1927510914	1166.60219032685	1184.89131837127
gene-LOC117892111	1920.54878287269	2739.44890117204	2045.02881942309	1762.87882203802	1763.9587335665	1691.07854243571
gene-LOC117890889	5406.96067672173	6831.68818165828	6457.62165896476	6506.20081382351	7171.29040060644	7420.29149072433
gene-Trnas-uga	1.14046839838045	0.967661215532335	0	4.06193276967286	1.00396057687336	2.06607030230386
gene-Trnas-uga-2	3.42140519514136	0	1.72941126378274	2.03096638483643	2.00792115374673	0
gene-LOC117890092	4604.0709242619	4136.75169640073	4156.63997250182	4783.94131948221	3469.68775367435	3428.64366667326
gene-LOC117890090	148.260891789459	153.858133269641	198.882295335015	133.028298206786	105.415860571703	91.9401284525219
gene-LOC117890089	1817.90662701844	1620.83253601666	1747.57008205246	1814.66846485135	1615.37256818924	1953.4694708283
gene-LOC117889771	3.42140519514136	1.93532243106467	3.45882252756549	0	3.01188173062009	10.3303515115193
gene-LOC117890091	1.14046839838045	0	6.0529394232396	6.09289915450929	4.01584230749346	0
gene-LOC117889773	1.14046839838045	0.967661215532335	2.59411689567411	1.01548319241822	2.00792115374673	4.13214060460773
gene-LOC117890595	0	0	0	0	0	0
gene-LOC117889778	4.56187359352182	0	0.864705631891371	1.01548319241822	0	1.03303515115193
gene-LOC117890575	2.28093679676091	13.5472570174527	2.59411689567411	3.04644957725465	1.00396057687336	7.23124605806352
gene-LOC117889797	0	0	0	0	0	1.03303515115193
gene-LOC117891678	0	0	0	0	0	2.06607030230386
gene-LOC117891461	0	0	0	0	0	0
gene-LOC117891474	0	0	0	0	1.00396057687336	0
gene-LOC117891473	2.28093679676091	3.87064486212934	1.72941126378274	4.06193276967286	7.02772403811355	3.0991054534558
gene-LOC117890248	1.14046839838045	0	0	0	1.00396057687336	2.06607030230386
gene-LOC117890246	0	0	0	0	0	0
gene-LOC117890876	1.14046839838045	0	0.864705631891371	0	0	0
gene-LOC117890137	1.14046839838045	0	0	0	0	0
gene-LOC117890135	238.357895261515	258.365544547133	204.070529126364	233.56113425619	299.180251908263	272.72127990411
gene-LOC117890138	2.28093679676091	7.74128972425868	4.32352815945686	10.1548319241822	7.02772403811355	8.26428120921546
gene-LOC117890136	0	0	0	0	0	0
gene-LOC117889798	26.2307731627505	44.5124159144874	76.958801238332	31.4799789649647	31.1227778830743	108.468690870953
gene-LOC117890257	1.14046839838045	0	1.72941126378274	0	0	0
gene-LOC117891208	6.84281039028273	0	0.864705631891371	1.01548319241822	0	0
gene-LOC117891206	1.14046839838045	0	3.45882252756549	3.04644957725465	2.00792115374673	1.03303515115193
gene-LOC117891207	0	0	0	0	0	0
gene-LOC117889799	3.42140519514136	0.967661215532335	1.72941126378274	3.04644957725465	3.01188173062009	0
gene-LOC117890837	0	0.967661215532335	4.32352815945686	1.01548319241822	4.01584230749346	4.13214060460773
gene-LOC117890888	2.28093679676091	6.77362850872634	6.0529394232396	4.06193276967286	6.02376346124019	7.23124605806352
gene-LOC117890229	0	0	0	0	0	0
gene-LOC117890966	0	0	0	0	0	0
gene-LOC117890965	0	0.967661215532335	0	0	0	1.03303515115193
gene-LOC117890964	1.14046839838045	1.93532243106467	0	0	4.01584230749346	0
gene-LOC117889800	0	0	0.864705631891371	0	0	0
gene-LOC117889801	0	0	0	0	0	0
gene-LOC117891176	257.745858033983	414.159000247839	168.617598218817	307.691407302719	361.425807674411	208.67310053269
gene-LOC117889802	2.28093679676091	1.93532243106467	0	0	1.00396057687336	0
gene-LOC117891177	0	1.93532243106467	0.864705631891371	0	0	2.06607030230386
gene-LOC117892094	294.240846782157	274.815785211183	150.458779949099	329.016554343502	248.982223064594	194.210608416563
gene-LOC117892096	109.484966244524	154.825794485174	222.229347396082	94.439936894894	155.613889415371	173.549905393525
gene-LOC117892093	4601.78998746513	4922.49260341299	4078.8164656316	4657.00592042994	4664.40084015365	4595.97338747495
gene-LOC117892088	0	0	0	0	0	0
gene-LOC117892095	518.913121263107	535.116652189381	562.058660729391	589.995734794983	597.356543239652	519.616681029422
gene-LOC117892082	3959.70627917694	4128.04274546094	4585.53396591994	4553.42663480328	5133.25042955351	4394.53153300032
gene-LOC117892087	948.869707452538	849.60654723739	754.888016641167	860.114263978228	768.029841308124	1017.53962388465
gene-LOC117892085	2228.47525043541	2130.7899966022	2037.24646873607	2283.82169974857	2577.16680083393	2283.00768404577
gene-LOC117892084	502.94656368578	558.340521362157	480.776331331602	505.710629824271	538.122869204123	517.550610727118
gene-LOC117892083	3639.23465923203	4024.50299539898	3949.11062084789	3744.08653044596	4627.25429880934	3568.10341207877
gene-LOC117892092	1.14046839838045	9.67661215532335	7.78235068702234	0	3.01188173062009	7.23124605806352
gene-LOC117892099	0	0	0	0	0	0
gene-LOC117892090	2272.95351797225	2035.95919748003	2499.86398179795	2358.96745598751	2038.03997105293	2059.87209139695
gene-LOC117892098	0	0	0	0	0	0
gene-LOC117892097	0	0	0	0	0	0
gene-LOC117892086	0	0	0	0	0	0
gene-LOC117892091	2238.73946602083	1900.48662730551	1607.48776968606	1892.86067066755	1800.10131433394	2190.0345204421
gene-LOC117892089	0	0	0	0	0	0
gene-LOC117892100	1.14046839838045	0	0	0	0	0
gene-LOC117892101	0	0	1.72941126378274	3.04644957725465	1.00396057687336	2.06607030230386
gene-LOC117892581	921.498465891407	1092.48951233601	1022.94676252749	995.173528569851	1233.86754897737	955.557514815537
gene-LOC117892585	315.909746351386	416.094322678904	378.741066768421	442.750671894342	457.806023054254	319.207861705947
gene-LOC117892582	9.12374718704364	2.902983646597	0.864705631891371	8.12386553934572	7.02772403811355	13.4294569649751
gene-LOC117889803	570.234199190227	793.482196736514	351.935192179788	398.06941142794	498.968406706062	867.749526967623
gene-LOC117892583	2916.17769465882	2964.91396439107	1659.37010759954	2468.63964076868	2513.9172844909	4296.39319364089
gene-LOC117889808	3.42140519514136	1.93532243106467	3.45882252756549	3.04644957725465	1.00396057687336	4.13214060460773
gene-LOC117892586	62.725761910925	58.0596729319401	30.264697116198	56.8670587754201	51.2019894205416	159.087413277398
gene-LOC117892587	18.2474943740873	35.8034649746964	30.264697116198	12.1857983090186	33.130699036821	22.7267733253425
gene-LOC117892584	91.2374718704364	61.9303177940694	145.27054615775	80.223172201039	86.3406096111093	16.5285624184309
gene-LOC117892588	111.765903041285	115.151684648348	152.188191212881	116.780567128095	85.336649034236	104.336550266345
gene-LOC117891265	3185.32823667661	2226.5884569399	1923.9700309583	2592.5285902437	2704.66979409684	3546.40967390458
gene-LOC117890336	3.42140519514136	11.611934586388	3.45882252756549	9.13934873176394	0	12.3964218138232
gene-LOC117891449	101.50168745586	147.084504760915	110.682320882096	143.183130130968	150.594086531005	142.558850858967
gene-LOC117891608	0	0.967661215532335	0	1.01548319241822	2.00792115374673	3.0991054534558
gene-LOC117891854	582.779351572412	839.929935082067	592.323357845589	676.311806150531	941.715021107216	1515.46256673988
gene-LOC117892484	0	0	0	0	0	0
gene-LOC117892485	0	0	0	0	0	0
gene-LOC117891856	278.274289204831	315.457556263541	309.564616217111	346.279768614611	244.966380757101	668.3737427953
gene-LOC117891857	3313.06069729522	4524.7838438292	3761.46949872747	3025.12443021386	3444.58873925251	3687.9354896124
gene-LOC117891853	1191.78947630757	1893.71299879678	1162.164369262	1346.53071314655	1650.51118837981	1460.71170372883
gene-LOC117891855	7462.08473060331	5893.05680259192	7350.86257670855	6273.65516275973	6902.22896600438	4589.77517656803
gene-LOC117892434	747.006800939198	722.842928002654	772.182129278995	834.727184167773	876.457583610447	767.545117305885
gene-LOC117892436	5758.22494342292	7770.31956072465	4283.75170038985	4538.194386917	5052.93358340364	5935.819978519
gene-LOC117892435	3165.94027390414	2346.57844766591	2998.79913139928	2784.45491361075	2629.37275083134	2430.7317106605
gene-LOC117892433	3115.7596643754	2554.62560900536	2887.25210488529	2944.90125801282	2798.03812774607	2851.17701717933
gene-LOC117890346	11209.6638876815	11217.1288104508	12792.4551182009	12653.9360607234	11909.9843234487	12019.3639836527
gene-LOC117890347	112.906371439665	89.9924930445071	108.088203986421	305.660440917883	209.827760566533	209.706135683842
gene-LOC117891189	555.408110011281	658.97728777752	697.817444936337	824.572352243591	719.839733618202	637.382688260742
gene-LOC117891195	866.755982769145	811.867759831629	992.682065411294	820.510419473918	688.716955735128	808.866523351963
gene-LOC117891183	37.635457146555	75.4775748115221	50.1529266496995	41.6348108891468	109.431702879197	118.799042382472
gene-LOC117891188	1095.99013084362	1367.30529754719	897.564445903243	1481.58997773818	1189.69328359494	1672.48390971498
gene-LOC117891182	0	0	0	0	0	0
gene-LOC117891185	1155.2944875594	1176.67603808732	1050.61734274802	1261.23012498342	1048.13484225579	1225.17968926619
gene-LOC117891191	47.8996727319791	32.9004813280994	17.2941126378274	69.0528570844387	51.2019894205416	40.2883708949253
gene-LOC117891196	3585.63264450815	3327.7869202157	2090.85821791334	5367.84415512269	2715.71336044245	4553.61894627772
gene-LOC117891193	1563.5821741796	1655.66833977582	1870.35828178104	1684.68661622182	1573.20622396056	1790.2499169463
gene-LOC117891197	12.545152382185	25.1591916038407	25.9411689567411	16.2477310786914	16.0633692299738	13.4294569649751
