C_NL1_G23_C	C_NL2_G23_C	C_NL3_G23_C	C_NL1_G23_W	C_NL2_G23_W	C_NL3_G23_W
gene-Trnag-gcc-7	0	0	0	0	0	0
gene-Trnag-gcc-8	0	5.80596729319401	5.18823379134823	3.04644957725465	0	3.0991054534558
gene-Trnag-ccc-2	0	0.967661215532335	3.45882252756549	0	1.00396057687336	0
gene-Trnag-gcc-9	0	0	0	0	0	0
gene-LOC117902250	2270.67258117548	2731.70761144778	2540.50514649685	2624.00856920867	2909.47775177901	3671.40692719397
gene-LOC117901189	2.28093679676091	1.93532243106467	0	3.04644957725465	5.01980288436682	7.23124605806352
gene-LOC117902249	36.4949887481745	47.4153995610844	40.6411646988944	30.4644957725465	46.1821865361748	30.991054534558
gene-LOC117901935	0	0.967661215532335	2.59411689567411	1.01548319241822	5.01980288436682	0
gene-LOC117901771	38.7759255449355	70.6392687338604	56.2058660729391	52.8051260057472	44.174265382428	49.5856872552927
gene-LOC117900883	0	0	0	2.03096638483643	0	2.06607030230386
gene-LOC117901576	427.67564939267	564.146488655351	403.81753009327	418.379075276305	434.714929786167	348.132845938201
gene-LOC117900107	18.2474943740873	29.02983646597	16.4294070059361	18.2786974635279	45.1782259593014	18.5946327207348
gene-LOC117900112	1049.23092651002	888.312995858683	977.11736403725	956.585167257959	838.307081689259	834.692402130761
gene-LOC117900114	2637.90340545399	2199.493942905	2562.12278729413	2537.69249785312	2211.72515085202	2464.82187064851
gene-LOC117900099	2002.66250755608	1918.87219040062	2062.32293206092	2148.76243515694	1883.43004221443	1909.04895932877
gene-LOC117900105	1182.66572912053	1254.08893532991	1284.08786335869	1171.86760405062	1295.10914416664	1115.67796324409
gene-LOC117900095	1435.84971356099	1400.20577887529	1508.91132765044	1476.51256177609	1420.60421627581	1278.89751712609
gene-LOC117900111	0	0	0	0	0	0
gene-LOC117900100	0	0	0	0	0	0
gene-LOC117900104	1728.95009194477	2069.82734002366	1994.0111871415	2026.90445206676	2021.97660182296	2098.09439198957
gene-LOC117900108	7.98327878866318	6.77362850872634	8.64705631891371	3.04644957725465	2.00792115374673	2.06607030230386
gene-LOC117900103	77.5518510898709	101.604427630895	70.0411561832011	56.8670587754201	73.2891221117556	81.6097769410026
gene-LOC117900106	21805.7557770343	19307.7442335167	23926.4048344342	19288.0877567916	19007.9856019434	17204.1674072843
gene-LOC117900102	6232.65979714918	4695.09221776289	5784.01597172138	5461.26860882516	5565.95743818593	4716.83850015972
gene-LOC117900109	0	0	0	0	0	0
gene-LOC117900115	20.5284311708482	6.77362850872634	2.59411689567411	0	4.01584230749346	10.3303515115193
gene-LOC117901192	0	0	0	0	0	0
gene-LOC117900113	0	0	0	0	0	0
gene-LOC117900096	61.5852935125445	53.2213668542784	44.0999872264599	84.2851049707119	70.2772403811355	72.3124605806352
gene-LOC117900097	3106.63591718836	3080.06564903942	4213.71054420665	3648.63111035865	3479.72735944308	3037.12334438668
gene-LOC117900098	5808.40555295165	6089.49202934498	6872.68036227262	6692.03423803604	7045.79532849727	5898.63071307753
gene-LOC117902849	0	0	0	0	0	0
gene-LOC117900627	2.28093679676091	3.87064486212934	6.0529394232396	1.01548319241822	2.00792115374673	1.03303515115193
gene-LOC117902665	52004.2184977503	64126.9087533278	54904.4840969426	75386.4257555511	81252.5374075151	89419.5226837112
gene-LOC117902667	65.0066987076859	65.8009626561988	85.6058575572458	83.2696217782937	64.2534769198953	119.832077533624
gene-LOC117902668	635.240897897913	680.265834519231	984.899714724272	629.599579299294	605.388227854639	895.641476048725
gene-LOC117902666	3176.20448948957	3195.21733368777	4264.72817648824	3949.21413531444	3174.52334407358	3427.61063152211
gene-LOC117899957	4106.82670256802	3389.71723800977	4132.42821480886	4110.67596290894	4048.97300653028	3630.08552114789
gene-LOC117899958	2969.7797093827	2915.56324239892	2833.64035570802	2828.12069088473	2764.90742870925	3024.72692257286
gene-LOC117899960	851.9298935902	894.118963151877	999.599710466425	966.739999182141	954.76650860657	1006.17623722198
gene-LOC117899962	821.137246833927	708.328009769669	700.411561832011	790.045923701372	630.487242276473	657.010356132629
gene-LOC117899961	13.6856207805655	4.83830607766167	6.91764505513097	22.3406302332007	3.01188173062009	4.13214060460773
gene-LOC117899959	3140.84996913977	2583.65544547133	3481.30487399466	3099.25470326039	2656.47968640692	2713.78334207613
gene-LOC117901854	2065.388269467	1847.26526045123	2281.09345692944	2063.46184699381	2137.43206816339	1671.45087456383
gene-LOC117902005	1413.04034559338	1778.56131414843	3101.69910159435	1658.28405321895	1570.19434222994	2390.44333976557
gene-LOC117902004	2391.56223140381	2635.90915111008	2692.69333770973	3010.90766552001	3246.80850560846	2791.26097841252
gene-LOC117902002	9415.70709702903	8214.47605865399	8464.60343058463	8254.86287116767	8096.94205248369	8213.66248680901
gene-LOC117902006	34.2140519514136	35.8034649746964	32.8588140118721	25.3870798104554	23.0910932680874	17.5615975695828
gene-LOC117901508	1988.97688677551	1773.72300807077	2299.25227519916	2111.18955703747	1990.85382393988	2100.16046229188
gene-LOC117900675	9149.97796020639	8024.81446040965	9323.25612305277	9989.30816381798	8294.72228612774	8910.96121383656
gene-LOC117900676	34.2140519514136	68.7039463027958	51.8823379134823	33.5109453498011	40.1584230749346	49.5856872552927
gene-LOC117900084	12.545152382185	13.5472570174527	14.6999957421533	14.216764693855	4.01584230749346	16.5285624184309
gene-LOC117900080	5174.30512345212	7996.75228515921	5132.89263090718	5637.96268430593	6708.46457466782	5925.48962700748
gene-LOC117901195	6.84281039028273	9.67661215532335	2.59411689567411	6.09289915450929	8.03168461498692	10.3303515115193
gene-LOC117900083	666.033544654185	908.633881384862	433.217521577577	514.849978556035	438.73077209366	439.039939239571
gene-LOC117900081	78.6923194882514	187.726275813273	163.429364427469	169.585693133842	176.697061529712	244.829330823008
gene-LOC117900082	39.9163939433159	47.4153995610844	66.5823336556356	96.4709032797305	54.2138711511617	34.0901599880138
gene-LOC117900078	561.110452003184	737.357846235639	511.0410284478	635.692478453803	634.503084583966	736.554062771327
gene-LOC117900542	1799.65913264436	2209.17055506032	1854.79358040699	1810.60653208168	2426.57271430292	1724.13566727257
gene-LOC117900541	500.66562688902	594.143986336854	524.876318558062	675.296322958113	673.657547082028	742.752273678239
gene-LOC117900692	1389.09050922739	1417.62368075487	1361.91137022891	1262.24560817584	1675.61020280165	1305.75643105604
gene-LOC117901196	0	0	3.45882252756549	1.01548319241822	0	1.03303515115193
gene-LOC117900693	0	0.967661215532335	1.72941126378274	2.03096638483643	1.00396057687336	1.03303515115193
gene-LOC117901198	2.28093679676091	0	0.864705631891371	0	1.00396057687336	2.06607030230386
gene-LOC117901489	98.0802822607191	155.793455700706	96.8470307718336	142.16764693855	134.530717301031	227.267733253425
gene-LOC117901629	1.14046839838045	0	0.864705631891371	0	0	0
gene-LOC117901631	53.6020147238814	54.1890280698107	47.5588097540254	50.7741596209108	69.2732798042621	70.2463902783314
gene-LOC117901632	0	0	0	0	0	0
gene-LOC117901630	0	1.93532243106467	2.59411689567411	2.03096638483643	0	0
gene-LOC117901201	0	0	0.864705631891371	0	0	1.03303515115193
gene-LOC117901203	0	0	0	1.01548319241822	0	0
gene-LOC117900705	216.688995692286	222.562079572437	145.27054615775	303.629474533046	296.168370177643	199.375784172323
gene-LOC117900706	27.3712415611309	4.83830607766167	0	37.572878119474	41.1623836518079	18.5946327207348
gene-LOC117900707	2.28093679676091	0	0	0	2.00792115374673	2.06607030230386
gene-LOC117900708	0	0	0	0	0	0
gene-LOC117901051	0	0	0	1.01548319241822	0	0
gene-LOC117901050	29940.7168626821	22249.434328735	30975.4851456127	29890.7477688302	26137.1096583212	25968.4376296573
gene-LOC117900880	2957.23455700052	1989.51145913448	2800.78154169615	2308.1932963666	2007.92115374673	2064.00423200156
gene-LOC117900878	1068.61888928249	996.691051998305	1243.44669865979	992.127078992596	988.901168220264	824.362050619242
gene-LOC117900877	78.6923194882514	66.7686238717311	59.6646886005046	64.9909243147658	50.1980288436682	41.3214060460773
gene-LOC117901653	804.03022085822	812.835421047161	933.882082442681	908.857457214303	862.40213553422	949.359303908625
gene-LOC117900253	1588.67247894397	1424.3973092636	1549.55249234934	1665.39243556587	1518.9923528094	1388.3992431482
gene-LOC117900254	1132.48511959179	1101.1984632758	1221.82905786251	1127.18634358422	1097.32891052259	1185.92435352242
gene-LOC117900255	7681.05466309236	6412.69087533278	7226.34496571619	6450.3492382405	5987.62088047275	7027.73813328659
gene-LOC117901010	6737.88729763173	5572.76094025072	7138.14499126327	6462.53503654952	6105.08426796693	5777.76560039276
gene-LOC117902178	4937.08769658899	4357.3784535421	5170.07497307851	4821.51419760169	4954.54544687005	4638.32782867217
gene-LOC117902176	9915.23225551967	10457.5147562579	9638.87367869312	10979.4042764257	11770.4338032633	10193.9908715673
gene-LOC117900497	750.428206134339	848.638886021858	714.246851942273	826.603318628427	745.94270861691	659.076426434933
gene-LOC117901070	20.5284311708482	8.70895093979101	3.45882252756549	37.572878119474	80.3168461498692	32.0240896857099
gene-LOC117901208	45.6187359352182	311.586911401412	175.535243273948	157.399894824823	244.966380757101	72.3124605806352
gene-LOC117901455	1.14046839838045	0	0	0	0	3.0991054534558
gene-LOC117900810	0	0	0	0	0	0
gene-LOC117899953	11646.4632842612	12547.6629818078	11684.7672037481	13303.845303871	13225.1726791528	12573.0708246702
gene-LOC117899954	1.14046839838045	0	0	0	0	0
gene-LOC117899955	1293.29116376344	1069.26564316323	1188.97024385064	1039.85478903625	1150.53882109688	1271.66627106803
gene-LOC117901217	0	0	0	0	0	0
gene-LOC117901011	1520.24437504115	1656.63600099136	1270.25257324842	1553.68928439987	1631.43593741922	1728.26780787718
gene-LOC117900661	3977.95377355103	4257.70934834227	4329.5810988801	4647.86657169817	5057.95338628801	4536.05734870813
gene-LOC117900663	6694.54949849327	6375.91974914255	5848.00418848134	6470.65890208887	6311.90014680284	5361.45243447853
gene-LOC117900664	3371.22458561262	2820.73244327676	3576.42249350271	3130.73468222536	2914.49755466338	3186.91344130371
gene-LOC117900662	15717.9354664794	18359.436242295	14782.142777183	14656.4689161721	16883.6050212794	16472.7785202687
gene-LOC117900275	21.6688995692286	31.932820112567	15.5647013740447	13.2012815014368	18.0712903837206	27.8919490811022
gene-LOC117900764	26.2307731627505	29.02983646597	21.6176407972843	17.2632142711097	20.0792115374673	20.6607030230386
gene-LOC117901763	18.2474943740873	12.5795958019204	15.5647013740447	14.216764693855	15.0594086531005	24.7928436276464
gene-LOC117900587	1.14046839838045	4.83830607766167	0	1.01548319241822	4.01584230749346	6.19821090691159
gene-LOC117901226	0	0	0	0	0	0
gene-LOC117900016	0	0	0	0	2.00792115374673	0
gene-LOC117900015	1.14046839838045	2.902983646597	6.0529394232396	1.01548319241822	5.01980288436682	0
gene-LOC117900017	457.327827750562	610.594227000903	405.546941357053	490.478381937998	533.103066319757	571.268438587018
gene-LOC117900014	6528.04111232972	6482.36248285111	7625.83896765	6896.1463597121	7100.00919964843	6748.81864247557
gene-LOC117900351	10375.9814884654	8840.55286510341	11121.8438373868	9788.24249171918	10180.1602494959	9297.31636036739
gene-LOC117900332	1799.65913264436	1685.66583745733	1810.69359318053	1876.61293958886	1752.91516722089	1763.39100301635
gene-LOC117900334	605.588719540021	753.808086899689	571.570422680196	614.36733141302	747.950629770657	537.178278599005
gene-LOC117900333	945.448302257397	748.969780822027	973.658541509684	783.953024546862	768.029841308124	671.472848248756
gene-LOC117900335	10.2642155854241	16.4502406640497	19.0235239016102	10.1548319241822	10.0396057687336	7.23124605806352
gene-LOC117900205	17784.4642043448	17966.5657887889	15909.7189211693	17547.5495649868	17648.6229808569	18505.7916977357
gene-LOC117901227	273.712415611309	57.0920117164077	34.5882252756548	150.291512477896	78.3089249961224	30.991054534558
gene-LOC117901925	1.14046839838045	0	0.864705631891371	2.03096638483643	0	1.03303515115193
gene-LOC117900988	26.2307731627505	22.2562079572437	19.8882295335015	26.4025630028736	24.0950538449607	20.6607030230386
gene-LOC117900858	2828.36162798353	2473.34206690065	2876.0109316707	2316.31716190595	2695.63414890498	2544.36557728721
gene-LOC117901773	201.86290651334	141.278537467721	134.894078575054	197.003739329134	193.764391336559	134.294569649751
gene-LOC117901774	262.307731627505	171.276035149223	240.388165665801	294.490125801282	242.958459603354	214.871311439602
gene-LOC117900204	4650.83012859549	4807.34091876464	4498.19869709891	5070.30757974415	5196.49994589653	4758.1599062058
gene-LOC117902159	7630.87405356362	8050.94131322902	6702.33335279002	7855.77797654731	8026.66481210255	7599.00657187361
gene-LOC117902160	1371.98348325169	1107.97209178452	1094.71732997448	1305.91138544983	1435.66362492891	1395.63048920626
gene-LOC117901689	10499.1520754905	10687.8181255546	11189.2908766743	10415.8111046336	11557.5941609662	9893.37764258205
gene-LOC117901695	734.461648557013	667.686238717311	867.299748787045	779.891091777189	768.029841308124	808.866523351963
gene-LOC117901692	1449.53533434156	1566.64350794685	1876.41122120428	1757.80140607593	1917.56470182813	2101.19349744303
gene-LOC117901690	5456.00081785209	6599.44948993052	5933.61004603859	5812.62579340186	6795.8091448558	6873.81589576495
gene-LOC117901693	54.7424831222618	127.731280450268	89.9293857167026	43.6657772739833	81.3208067267425	80.5767417898507
gene-LOC117901694	182.474943740873	198.370549184129	171.211715114492	181.771491442861	198.784194220926	178.715081149284
gene-LOC117900625	21.6688995692286	35.8034649746964	26.8058745886325	19.2941806559461	19.0752509605939	33.0571248368618
gene-LOC117901616	182.474943740873	234.174014158825	211.852879813386	237.623067025862	298.176291331389	275.820385357566
gene-LOC117900550	3.42140519514136	12.5795958019204	3.45882252756549	6.09289915450929	9.03564519186028	3.0991054534558
gene-LOC117900301	10180.9613923423	11554.8425746716	8478.4387206949	11259.6776375332	11425.0713648189	9425.41271911023
gene-LOC117900302	3463.60252588144	3067.4860532375	3364.56961368933	2862.64711942695	2748.84405947927	2957.57963774798
gene-LOC117901872	2.28093679676091	0.967661215532335	0.864705631891371	2.03096638483643	0	0
gene-LOC117900424	6.84281039028273	6.77362850872634	6.91764505513097	17.2632142711097	11.043566345607	12.3964218138232
gene-LOC117901611	1853.26114736824	2707.51608105947	1688.77009908385	2012.6876873729	1933.6280710581	2384.24512885866
gene-LOC117901128	843.946614801536	1045.07411277492	920.91149796431	879.408444634175	837.303121112386	927.665565734435
gene-LOC117901129	686.561975825034	716.069299493928	969.335013350227	676.311806150531	711.808049003215	851.220964549192
gene-LOC117901125	2019.76953353178	1815.33244033866	2605.3580688887	2031.98186802885	2296.05783930938	1889.42129145688
gene-LOC117900941	8285.502914234	8266.72976429274	8038.30355406219	7565.3497835157	7255.62308906381	8869.63980779049
gene-LOC117901473	2491.92345046129	3525.1898081843	3074.02852137382	3004.8147663655	2895.42230370278	3876.9809222732
gene-LOC117900298	6226.95745515728	8213.50839743846	6421.30402242532	4295.49390392905	5220.5949997415	4624.8983717072
gene-LOC117900297	1581.82966855369	1840.4916319425	1195.02318327388	1402.38228872956	1351.33093647155	1911.11502963107
gene-LOC117901229	1.14046839838045	0	0	0	0	0
gene-LOC117901230	4.56187359352182	2.902983646597	2.59411689567411	3.04644957725465	0	2.06607030230386
gene-LOC117902706	96.9398138623386	169.340712718159	93.3882082442681	150.291512477896	136.538638454778	140.492780556663
gene-LOC117902704	3719.06744711866	4549.94303543304	3689.69893128048	4166.52753849194	5168.38904974408	4324.28514272199
gene-LOC117902705	0	1.93532243106467	0	0	1.00396057687336	0
gene-LOC117900656	5950.96410274921	5030.87065955261	5732.1336338079	6185.30812501935	6964.47452177053	5728.17991313746
gene-LOC117901131	4939.36863338575	4298.35111939463	5212.44554904119	5701.93812542828	5554.91387184033	4848.03396435602
gene-LOC117901502	1849.8397421731	1813.3971179076	1909.27003521615	1928.40258240219	1764.96269414337	1739.63119453985
gene-LOC117901503	362.668950684985	239.979981452019	235.199931874453	245.746932565208	281.108961524542	235.53201446264
gene-LOC117900002	1349.17411528408	1291.82772273567	1283.2231577268	1307.94235183466	1393.49728070023	1816.0757957251
gene-LOC117900000	0	0	0	0	0	0
gene-LOC117900001	1118.79949881123	1037.33282305066	1185.51142132307	967.755482374559	812.204106690552	964.854831175904
gene-LOC117899998	3789.77648781825	3267.79192485269	3911.06357304467	3524.74216088363	3783.92741423571	3296.41516732581
gene-LOC117902561	1853.26114736824	1705.01906176797	2022.54647299392	2236.09398970491	2107.31325085719	1807.81151451588
gene-LOC117902564	692.264317816936	759.614054192883	854.329164308675	863.160713555483	750.962511501277	728.289781562112
gene-LOC117902562	3015.39844531792	2579.7848006092	3247.83435338399	3591.76405158323	2842.2123931285	3219.97056614057
gene-LOC117902563	2645.88668424265	2264.32724434566	2518.88750569956	2359.98293917993	2311.11724796249	2277.84250829001
gene-LOC117902559	11.4046839838045	26.126852819373	6.0529394232396	15.2322478862732	8.03168461498692	8.26428120921546
gene-LOC117902558	0	0	0	0	0	0
gene-LOC117900231	1229.42493345413	1419.55900318594	967.605602086444	1257.16819221375	1336.27152781845	860.518280909559
gene-LOC117902012	22547.0602359816	27645.1132665433	23612.5166900577	23007.8026906195	32963.0376204832	24771.1498894722
gene-LOC117902009	4.56187359352182	4.83830607766167	1.72941126378274	2.03096638483643	1.00396057687336	0
gene-LOC117901247	1.14046839838045	12.5795958019204	6.0529394232396	1.01548319241822	16.0633692299738	7.23124605806352
gene-LOC117902008	2420.07394136332	2189.81733074967	2256.01699360459	2410.75709880084	2535.00045660525	2375.98084764944
gene-LOC117902010	68.4281039028273	77.4128972425868	56.2058660729391	89.362520932803	53.2099105742883	65.0812145225717
gene-LOC117902011	1004.75265897318	1020.88258238661	1157.84084110255	950.49226810345	1022.03186725709	1078.48869780262
gene-LOC117902007	8682.3859168704	11536.4570115765	8912.52094790436	8592.00329105052	12073.6298974791	10152.6694655212
gene-LOC117902680	8051.70689256601	8142.8691287046	7900.81535859146	9745.59219763761	9275.59176973302	8719.84971087346
gene-LOC117902681	91.2374718704364	230.303369296696	119.329377201009	115.765083935677	161.637652876612	117.76600723132
gene-LOC117901248	41.0568623416964	79.3482196736514	107.22349835453	56.8670587754201	52.205949997415	5.16517575575966
gene-LOC117901441	3605.02060728062	2123.04870687794	3288.47551808289	3050.51151002432	2339.22814411494	2441.06206217201
gene-LOC117901442	31299.0147251532	29883.3136580696	30293.2324020504	28157.3179593723	28199.2446832191	22578.0162635766
gene-LOC117901609	40298.4508567734	43329.9339091069	27233.9038764187	25534.324873356	26843.89790444	37490.9117056059
gene-LOC117900834	15792.0659123742	19322.2591517497	19588.1766792352	14368.0716895253	16783.208963592	29822.6917786051
gene-LOC117900835	32603.7105729004	27418.6805421087	23718.0107771484	23139.8155056339	24802.8460516565	33434.1826670323
gene-LOC117902214	1922.82971966945	1519.22810838577	2168.68172478356	1762.87882203802	1748.8993249134	1522.69381279795
gene-LOC117902210	91.2374718704364	89.9924930445071	82.1470350296803	77.1767226237844	76.3010038423757	115.699936929016
gene-LOC117902215	2940.12753102481	2313.67796633781	2763.59919952482	2768.20718253206	2692.62226717436	2381.1460234052
gene-LOC117902224	4769.43884202706	4273.19192779079	5534.98074973667	4471.1724962174	3805.01058635005	4136.27274521234
gene-LOC117902220	2623.07731627505	2055.31242179068	2920.97562452905	2468.63964076868	2037.03601047606	2036.11228292046
gene-LOC117902223	1700.43838198526	1499.87488407512	1668.88186955035	1736.47625903515	1364.3824239709	1530.95809400716
gene-LOC117902221	23962.3815183717	20605.3779235455	23475.8932002188	23285.0296021497	19644.4966076811	21192.7161258819
gene-LOC117902228	817.715841638786	914.439848678056	841.358579830304	772.782709430262	792.124895153085	913.203073618308
gene-LOC117902222	3233.22790940859	3245.53571689545	3225.35200695481	3192.67915696287	2641.42027775382	3105.30366436271
gene-LOC117902219	905.531908314081	1030.55919454194	1363.64078149269	1171.86760405062	1026.04770956458	1134.27259596482
gene-LOC117902225	2531.83984440461	2253.68297097481	2658.96981806597	2041.12121676061	2115.34493547218	2104.29260289649
gene-LOC117902227	1000.19078537966	1084.74822261175	1307.43491541975	1152.57342339467	1064.19821148577	1153.90026383671
gene-LOC117902218	1848.69927377472	1915.00154553849	2175.59936983869	1955.82062859748	1991.85778451676	1967.93196294443
gene-LOC117902213	5998.86377548119	6256.89741963208	5737.32186759925	5886.75606644839	6481.56948429444	5844.91288521763
gene-LOC117902216	19677.6417456564	17874.6379733133	19506.0296442056	18793.5474420839	17341.4110443336	18109.1061996934
gene-LOC117902229	1277.32460618611	1162.16111985433	1564.25248809149	1379.02617530394	1136.48337302065	1451.41438736846
gene-LOC117902230	531.458273645292	444.156497929342	627.776288753136	541.252541558909	420.65948170994	559.905051924347
gene-LOC117902226	1775.70929627837	2074.66564610133	1799.45241996594	2189.38176285367	1984.83006047864	1746.86244059792
gene-LOC117902211	11216.5066980718	14676.5176559789	11850.7906850712	13036.773224265	10735.3504485069	11296.2393778464
gene-LOC117899977	10248.2490278468	14203.3313215836	9912.12065837079	12127.9157670507	10118.9186543066	10380.9702339258
gene-LOC117900839	9.12374718704364	8.70895093979101	10.3764675826965	7.10838234692751	6.02376346124019	15.495527267279
gene-LOC117900838	57.0234199190227	84.1865257513131	44.9646928583513	89.362520932803	68.2693192273888	58.8830036156601
gene-LOC117900837	2309.44850672042	2102.72782135176	2511.10515501254	2126.42180492374	2093.25780278096	2052.64084533889
gene-LOC117902721	1097.130599242	1107.97209178452	1065.31733849017	1083.52056631024	903.564519186028	1215.88237290582
gene-LOC117902720	1424.44502957719	1468.90972517808	1594.51718520769	1483.62094412301	1347.31509416406	1579.5107461113
gene-LOC117902719	2415.5120677698	2323.35457849314	2489.48751421526	2444.26804415064	2122.37265951029	2702.41995541345
gene-LOC117902717	137.996676204035	176.114341226885	93.3882082442681	103.579285626658	84.3326884573626	99.1713745105855
gene-LOC117902718	15835.4037115126	17989.7896579616	15773.9601369624	18928.6067066755	15937.8741578647	16739.3015892659
gene-LOC117902722	2227.33478203703	2029.18556897131	2178.19348673436	1802.48266654233	1844.27557971637	1770.62224907441
gene-LOC117902723	3448.77643670249	2132.72531903327	3182.98143099214	2776.3310480714	2359.30735565241	2275.77643798771
gene-LOC117901026	7040.11142320255	5870.80059463467	6362.50403945671	5857.30705386827	5671.37329875764	6446.13934318806
gene-LOC117901025	9341.5766511343	8281.24468252572	9621.57956605529	8392.96858533655	7882.09448903278	7665.12082154734
gene-LOC117900958	1803.0805378395	1794.04389359695	1838.36417340106	1746.63109095933	1825.20032875578	2023.71586110663
gene-LOC117902191	6838.24851668921	6263.6710481408	6610.67455580953	6190.38554098144	7037.76364388229	6696.13384976682
gene-LOC117902193	137.996676204035	280.621752504377	187.641122120428	142.16764693855	113.44754518669	144.62492116127
gene-LOC117902192	9154.53983379991	9380.50782337045	8830.37391287468	7800.94188415673	8197.33811017102	8268.41334982006
gene-LOC117901490	846.227551598297	734.454862589042	913.129147277288	779.891091777189	697.752600926988	593.995211912361
gene-LOC117901544	387.759255449355	368.67892311782	378.741066768421	382.837163541667	398.572349018726	336.76945927553
gene-LOC117901545	2.28093679676091	0.967661215532335	4.32352815945686	0	1.00396057687336	1.03303515115193
gene-LOC117900893	799.468347264699	954.113958514882	678.793921034727	743.333696850134	818.227870151792	782.007609422012
gene-LOC117900895	10.2642155854241	5.80596729319401	6.91764505513097	10.1548319241822	15.0594086531005	10.3303515115193
gene-LOC117901250	0	0	0	0	0	0
gene-LOC117900579	0	0	1.72941126378274	0	2.00792115374673	1.03303515115193
gene-LOC117901486	1036.68577412783	1051.84774128365	975.387952773467	1189.13081832173	1175.63783551871	1369.80461042746
gene-LOC117900604	978.52188581043	1134.0989446039	824.064467192477	920.027772330903	1103.35267398383	1233.44397047541
gene-Trnay-gua-7	0	0.967661215532335	3.45882252756549	1.01548319241822	0	2.06607030230386
gene-Trnay-gua-8	1.14046839838045	1.93532243106467	0.864705631891371	2.03096638483643	1.00396057687336	2.06607030230386
gene-LOC117901357	3368.94364881586	3077.16266539282	3946.51650395222	3374.45064840573	3258.85603253094	3733.38903626308
gene-LOC117901329	1961.60564521438	2044.66814841982	2247.36993728567	1601.41699444353	1786.04586625772	1804.71240906243
gene-LOC117900575	0	0	0	0	0	0
gene-LOC117901251	0	0.967661215532335	0.864705631891371	0	0	0
gene-LOC117900215	477.85625892141	979.273150118723	308.69991058522	370.651365232649	565.229804779704	657.010356132629
gene-LOC117900789	1773.42835948161	2355.2873986057	1417.25253066996	1450.10999877321	1807.12903837206	2093.96225138497
gene-LOC117900788	1789.39491705893	2645.5857632654	1784.75242422379	1673.51630110522	1944.67163740371	2405.93886703285
gene-LOC117900790	816.575373240405	580.596729319401	927.829143019441	729.116932156279	728.875378810063	645.646969469957
gene-LOC117900791	490.401411303595	318.360539910138	453.97045674297	371.666848425067	341.346596136944	320.240896857099
gene-LOC117901783	1044.6690529165	1090.55418990494	1463.0819291602	1048.99413776802	1262.98240570669	966.920901478208
gene-LOC117900152	1828.17084260387	1354.72570174527	1803.7759481254	1407.45970469165	1351.33093647155	1319.18588802102
gene-LOC117900155	4534.50235196069	4398.02022459446	4571.69867580968	4599.1233784621	4490.71566035456	5404.83991082691
gene-LOC117900154	1072.04029447763	1382.78787699571	1850.47005224753	1687.73306579907	1396.50916243085	1540.25541036753
gene-LOC117900151	7310.40243361871	7129.72783604224	8882.25625078817	7226.17839724802	7269.67853714003	6794.27218912626
gene-LOC117900153	0	0.967661215532335	5.18823379134823	4.06193276967286	3.01188173062009	2.06607030230386
gene-LOC117901267	0	1.93532243106467	0	0	0	0
gene-LOC117901792	1.14046839838045	7.74128972425868	4.32352815945686	0	3.01188173062009	3.0991054534558
gene-LOC117901791	2.28093679676091	0	0	0	1.00396057687336	0
gene-LOC117901974	3.42140519514136	6.77362850872634	1.72941126378274	4.06193276967286	6.02376346124019	10.3303515115193
gene-LOC117901975	1.14046839838045	0	0.864705631891371	4.06193276967286	4.01584230749346	1.03303515115193
gene-LOC117900377	0	2.902983646597	0	2.03096638483643	0	1.03303515115193
gene-LOC117901272	0	1.93532243106467	0	1.01548319241822	0	2.06607030230386
gene-LOC117901655	79.8327878866318	124.828296803671	83.0117406615717	102.56380243424	125.495072109171	136.360639952055
gene-LOC117901656	0	0	0.864705631891371	0	3.01188173062009	3.0991054534558
gene-LOC117900058	4337.20131904087	4775.40809865207	4071.03411494458	3409.99256014037	3487.75904405807	3601.16053691563
gene-LOC117900056	798.327878866318	949.27565243722	839.629168566522	829.649768205682	1121.42396436755	880.145948781446
gene-LOC117901273	21.6688995692286	18.3855630951144	21.6176407972843	35.5419117346375	39.1544624980612	12.3964218138232
gene-LOC117902654	206.424780106862	269.977479133521	227.417581187431	279.257877915009	304.200054792629	232.432909009185
gene-LOC117902655	5321.4255468432	7082.31243648116	5773.63950413869	5911.12766306643	5652.29804779704	5270.54534117716
gene-LOC117902657	74.1304458947295	58.0596729319401	59.6646886005046	86.3160713555483	75.2970432655023	53.7178278599005
gene-LOC117902656	9660.90780268083	8596.70223878926	8269.17995777718	10431.0433525199	8502.54212554052	9006.00044774254
gene-LOC117900225	233.796021667993	250.624254822875	139.217606734511	320.892688804156	305.204015369503	221.069522346513
gene-LOC117900226	537.160615637194	472.218673179779	591.458652213698	607.258949066093	553.182277857224	556.805946470891
gene-LOC117900227	245.200705651798	281.589413719909	389.982239983008	312.76882326481	287.132724985782	305.778404740972
gene-LOC117900223	1806.50194303464	1625.67084209432	2172.14054731112	1858.33424212533	2107.31325085719	1878.05790479421
gene-LOC117900224	1179.24432392539	1157.32281377667	1330.78196748082	1238.88949475022	1225.83586436238	1167.32972080168
gene-LOC117900812	1684.47182440793	1421.494325617	1536.58190787097	1363.79392741766	1243.9071547461	1267.53413046342
gene-LOC117900814	279.414757603211	334.810780574188	241.252871297693	275.195945145336	278.097079793922	298.547158682908
