C_PT1_G23_C	C_PT2_G23_C	C_PT3_G23_C	W_PT1_G23_C	W_PT2_G23_C	W_PT3_G23_C	W_PT1_G23_W	W_PT2_G23_W	W_PT3_G23_W	C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W
gene-LOC117903313	13.0081085615554	18.1603720062311	31.1402942071657	14.8827828914777	24.7351650079799	13.9569241944446	8.11150432493078	18.3522520111137	9.54336847511819	15.0819347793389	25.2446042483528	40.4611883536462
gene-LOC117903315	3659.61454198426	3389.17942566288	3809.82036940793	3520.60497510622	3275.34809980667	3820.09225157359	3808.351280555	2980.7920898051	3138.70785403887	3202.08327783838	3031.45622682303	3322.07651745726
gene-LOC117903311	254.742125997127	286.02585909814	325.026820787292	224.895385915663	313.312090101078	282.422466052292	269.707518803948	282.0451361708	325.534902429031	246.966682011674	255.601618014572	262.9977242987
gene-LOC117903314	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903308	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903317	1308.39891948312	1292.79148219358	1227.12221860112	1330.35542624375	1222.32940414434	1183.0545743644	678.324549172336	1099.20330466565	937.370859111609	1150.9401478483	1220.15587200372	908.2472017279
gene-LOC117903309	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903312	2402.16404770057	2074.8225017119	2018.28031830193	2183.63497868848	2019.00784377636	1875.97481084153	1588.84090964582	1830.39566110845	1746.43643094663	1831.51245476596	1804.98920375723	1685.52792536373
gene-LOC117903310	530.080423883383	427.90376539682	467.104413107485	555.623894615167	468.937503276285	560.739954400335	333.585615362778	616.249304373187	644.707559207984	507.130056955269	508.0476604981	595.205376044427
gene-LOC117903316	1581.56919927578	1677.5643640756	1732.17886527359	1742.11241957464	1706.72638555061	1862.01788664709	1197.46082596791	1802.38432909148	1771.88541354694	1851.30749416385	1982.75329200604	1882.51002655912
gene-LOC117902874	30.352253310296	35.1857207620727	53.522380668566	37.2069572286942	35.0414837613048	51.7227190735302	35.4878314215722	72.4431000438699	100.735556126248	45.2458043380166	72.5782372140143	103.282507113255
gene-LOC117901234	1592.40928974374	1321.16706345331	1755.53408592897	1261.72926068861	1189.3491841337	1591.08935816669	1558.42276842733	1008.40795261067	1174.89469671455	1358.31675106421	1058.16966141012	1306.47047657694
gene-LOC117901135	2902.97622732045	3109.96370606707	3259.99954981266	3143.57447518879	2798.16554152772	3086.94323359482	1646.63537796095	2622.44022158809	2537.47564010642	2718.51874397583	2963.08542365041	2525.62996775918
gene-LOC117901207	627.641238095049	660.583531726656	598.477529293966	672.205693931742	622.501652700826	600.96873590197	447.146675911809	664.544704402433	694.545150133601	645.695332740445	724.730513629795	588.816767357009
gene-LOC117901176	1195.6619786163	1208.79976166476	1286.48340443353	1204.67859293794	1128.54190348908	1119.83791771897	679.338487212953	1046.07836463348	966.000964536963	1067.04688563822	1193.85940924502	1042.40798416367
gene-LOC117901197	210.297755078479	194.088975816595	152.782068453907	196.783462676205	213.340798193826	211.816849539219	255.51238623532	207.67022012576	192.98811805239	210.204465987035	213.527277600651	160.779985300015
gene-LOC117901224	153.929284645072	133.932743545954	220.901462032082	104.179480240344	146.349726297214	208.53286737582	193.662165757722	297.499664180159	313.870785403887	184.753701046901	222.994004193783	231.054680861611
gene-LOC117901152	22101.8604551294	23203.2803077114	24029.6026517982	23273.3651571841	23165.5126618485	21566.7318625804	16160.1444913433	20109.2386641777	18066.6568976737	19658.3593639445	19468.8491680318	18749.5017294567
gene-LOC117901146	8.67207237437028	7.9451627527261	5.83880516384357	14.0559616197289	9.27568687799245	4.10497770424843	11.1533184467798	15.4545280093589	12.7244913001576	3.77048369483472	5.25929255174017	8.51814491655709
gene-LOC117894137	40.1083347314625	13.6202790046733	13.623878715635	23.977816880714	25.7657968833124	21.3458840620918	41.5714596652702	32.8408720198877	24.388608325302	49.95890895656	23.1408872276567	14.9067536039749
gene-LOC117901080	2794.57532264082	2466.40552309626	2741.31902442456	2687.16913318347	2530.20125394127	3128.81400617815	3688.70659176227	2299.82694939272	2485.51730063078	2653.47790023993	2108.97631324781	2490.49261997838
gene-LOC117901186	1.08400904679628	2.27004650077889	1.94626838794786	9.92185526098512	4.12252750132998	4.92597324509811	8.11150432493078	2.8977240017548	2.12074855002626	3.77048369483472	2.10371702069607	2.12953622913927
gene-LOC117901216	1326.82707327865	1295.06152869435	1492.78785355601	1427.92033631011	1233.666354773	1303.7409188693	782.76016735582	1245.05541275398	1067.79689493822	1101.92385981545	1213.84472094163	1033.88983924712
gene-LOC117897400	0	1.13502325038944	0	0	0	0	0	0	0	0	0	1.06476811456964
gene-LOC117894148	1.08400904679628	0	0	0	0	0	1.01393804061635	0.965908000584932	0	0	0	0
gene-LOC117894188	1.08400904679628	0	0	0	0	0	0	0	3.1811228250394	0	0	0
gene-LOC117897408	0	0	0	0	0	0	1.01393804061635	0	0	0	0	0
gene-LOC117897394	184.281537955368	271.270556843077	240.36414591156	236.470883720145	284.454397591768	233.162733601311	476.550879089683	274.317872166121	283.119931428506	237.540472774587	213.527277600651	308.782753225194
gene-LOC117903499	125.745049428369	180.468696811921	195.59997298876	99.2185526098512	148.410990047879	183.903001150329	188.592475554641	194.147508117571	256.610574553178	134.794792090341	193.541965904038	265.127260527839
gene-LOC117903493	28128.9507553168	26244.0075955047	27979.5543451384	29888.7621524459	26976.789336828	28275.0864268632	19232.3767544109	22126.054569399	22295.4295064261	24280.0297528881	26107.1282268382	22932.9756516008
gene-LOC117903492	4209.20712870997	3985.06663211733	4863.72470148169	3943.93746624159	4038.01568755271	5053.22755392981	5709.48510671065	3251.24632996888	3821.58888714733	4109.82722736984	3212.37589060289	4339.99483498584
gene-LOC117903497	6.50405428077771	9.08018600311554	0	0.82682127174876	1.03063187533249	0	1.01393804061635	0	2.12074855002626	6.59834646596075	0	1.06476811456964
gene-LOC117903496	411.923437782588	347.31711461917	212.143254286316	472.114946168542	332.894095732396	232.341738060461	530.28959524235	417.272256252691	359.466879229452	453.400664303875	394.446941380513	285.357854704662
gene-LOC117903494	2285.09107064657	2606.01338289416	1971.56987699118	2231.5906124499	2440.53628078735	2453.95567159971	3456.51478046113	2290.16786938687	2273.44244562815	2349.95396280574	2051.12409517867	2406.37593892738
gene-LOC117903498	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894215	6.50405428077771	4.54009300155777	3.89253677589571	8.2682127174876	15.4594781299874	6.56796432679748	1.01393804061635	5.79544800350959	9.54336847511819	7.54096738966943	2.10371702069607	6.38860868741782
gene-LOC117899965	4241.72740011386	4047.49291088875	4511.45012326313	3866.2162666972	4480.15676207035	4486.74063074353	3224.32296915998	4517.55171873573	4334.81003625368	3847.77861057883	4272.64926903371	4124.91167584277
gene-LOC117899973	863.955210296639	858.077577294419	782.399891955038	1037.66069604469	821.413604639998	852.193371401973	641.822779710148	912.783060552761	742.261992509192	953.932374793183	939.309649740794	668.674375949731
gene-LOC117890221	1920.86403092302	1959.05013017218	1925.8325698744	2183.63497868848	1735.58407805992	1772.52937269447	1424.58294706597	2155.90665730557	2001.98663122479	2250.03614489262	2171.03596535834	1888.89863524653
gene-LOC117890213	6037.93039065531	5939.57666928795	6462.58418218086	6543.46354461969	7583.38933869649	5759.28371906054	6740.66009401748	7064.65111627819	7027.10032051202	5746.21715092811	5422.33062084411	6901.82691864038
gene-LOC117897071	1307.31491043632	1281.44124968968	1167.76103276871	1325.39449861326	1332.60701480492	1178.1286011193	1222.80927698331	1367.72572882826	1267.14725864069	1189.58760572035	1329.54915707991	1263.87975199416
gene-LOC117897123	8.67207237437028	19.2953952566205	17.5164154915307	14.8827828914777	11.3369506286574	19.7038929803924	25.3484510154087	30.9090560187178	39.2338481754859	18.8524184741736	19.9853116966126	31.9430434370891
gene-LOC117897107	10.8400904679628	24.9705115085677	4.86567096986964	26.4582806959603	22.6739012573149	14.7779197352943	46.641149868352	11.5908960070192	16.9659884002101	5.65572554225207	1.05185851034803	19.1658260622534
gene-LOC117897113	34.6882894974811	32.9156742612938	21.4089522674264	25.6314594242116	40.1946431379673	29.5558394705887	52.7247781120501	26.0795160157932	28.6301054253546	24.5081440164256	16.8297361655685	22.3601304059624
gene-LOC117897075	1189.15792433552	1058.97669261335	1133.70133597963	996.319632457256	937.87500655257	849.730384779424	481.620569292765	1022.89657261944	943.733104761687	873.809596277945	1152.83692734144	943.384549508698
gene-LOC117897067	19738.7207331135	22694.7898915369	24671.871219821	26250.7485567514	23258.2695306284	25701.2654062994	19543.6557328801	20426.0564883696	19660.3994330185	23386.4251172123	22867.4040149663	20690.5740023172
gene-LOC117896964	7309.47300254735	9788.44051135855	8503.24658694418	8120.21170984457	10592.8344146674	8975.94424810961	12742.1593564256	8779.13781731645	9961.15593947336	8849.32523177708	7813.20501486519	10532.6861893228
gene-LOC117894242	0	0	0	0	3.09189562599748	0	0	0	0	0	0	0
gene-LOC117897061	3449.31678690578	3301.78263538289	3126.68016523823	3565.25332378065	3110.44699975347	2655.09957910788	1837.25572959682	2631.13339359335	2695.47140708338	2941.91990289479	3019.8857832092	2645.94876470555
gene-LOC117897098	1247.69441286252	1211.06980816554	868.035701024744	1044.27526621868	1187.28792038303	1007.36152862256	909.502422432864	1239.25996475047	1129.29860288899	1112.29268997624	1301.14897730052	1028.56599867427
gene-LOC117897084	814.09079414401	923.908925817006	992.596877853407	844.184518455484	960.548907809885	849.730384779424	571.86105490762	851.93085651591	771.95247220956	772.949157441117	920.376196554529	798.576085927227
gene-LOC117897015	4871.5366563025	4619.54462908503	4573.73071167746	4315.18021725678	4252.38711762187	4607.42697524843	5654.73245251737	4064.54086646139	4522.49628293101	4800.7683644483	4209.53775841283	5000.15106601901
gene-LOC117890820	2953.92465251988	2823.93784696893	3646.33382482031	3068.33373945965	3025.9351859762	3148.51789915854	2223.56612307165	2710.33784964132	2503.543663306	2418.76529023647	2212.05844726191	2535.2128807903
gene-LOC117890789	247.154062669553	320.076556609823	348.382041442666	260.448700600859	277.239974464441	288.16943483824	248.414819951005	206.704312125175	259.791697378217	266.761721409556	259.809052055964	272.580637329827
gene-LOC117890866	4773.97584209084	3056.61761329877	3862.36961588252	3997.68084890525	3365.01307296059	3733.88771978437	3136.11035962636	3259.93950197415	4006.09401099961	3669.62325599789	3273.38368420308	3174.07374953209
gene-LOC117890846	978.860169257045	1010.1706928466	999.408817211224	934.308037076099	895.619099663937	1060.72623877779	552.596232135909	987.157976597801	1012.65743263754	865.326007964567	1020.30275503759	856.073564113987
gene-LOC117890800	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117890773	18299.1567189681	15945.9416447213	17250.7498565758	16294.9936236246	15357.4455743295	16800.852747948	17607.0340753029	14954.1876650559	14833.5757331587	15316.6473893423	14103.3189067464	15379.5106468438
gene-LOC117890855	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117890809	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117890835	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117890880	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117890828	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903328	1118.69733629377	1012.44073934738	958.537181064319	964.900424130803	981.161545316534	934.292925486942	1308.9940104357	832.612696504211	889.654016736018	969.95693049623	793.101316802417	1017.91831752857
gene-LOC117903327	2968.01677012823	2293.88198903706	1935.56391181414	2601.1797209216	2318.92171949811	2429.32580537422	3350.05128619641	1994.60002120788	1862.01722692306	2488.51923859091	1827.07823247453	2174.2564899512
gene-LOC117903332	2256.90683542986	2179.24464074773	2065.96389380665	2131.5452385683	2116.91787193294	1947.40142289545	1155.88936630264	1915.39556515992	1835.50787004773	1986.10228625419	2217.31773981365	1840.9840700909
gene-LOC117903326	4076.95802500083	4200.72104969133	4494.90684196557	4132.4527162003	4263.72406825053	4210.88612901803	5479.32117149074	4025.904546438	4379.34575580423	4706.50627207743	4011.7883584674	4572.11428396202
gene-LOC117903331	4.33603618718514	0	1.94626838794786	0.82682127174876	2.06126375066499	1.64199108169937	1.01393804061635	1.93181600116986	2.12074855002626	2.82786277112604	0	3.19430434370891
gene-LOC117894252	2.16801809359257	2.27004650077889	0.973134193973928	5.78774890224132	6.18379125199496	3.28398216339874	3.04181412184904	0.965908000584932	2.12074855002626	5.65572554225207	1.05185851034803	4.25907245827854
gene-LOC117903330	3246.60709515487	2938.57519525827	3692.07113193708	3008.80260789374	2711.59246399979	3269.20424366345	2260.06789253384	2525.8494215296	2881.03690521068	2717.57612305212	2786.37319391194	2828.02411229695
gene-LOC117901467	10014.0755743041	11386.5532479069	11613.3834708849	12117.8925587498	10011.5580369798	9713.19824379263	6333.05700168971	9704.47768187681	8279.40233930253	10226.4944013155	10293.4873822659	8474.48942385973
gene-LOC117901407	24.9322080763145	37.4557672628516	33.0865625951136	25.6314594242116	44.3171706392972	41.0497770424843	70.9756628431443	27.0454240163781	64.682830775801	44.3031834143079	35.7631893518331	54.3031738430514
gene-LOC117896623	0	0	0	0	0	4.92597324509811	2.02787608123269	0	1.06037427501313	0	0	0
gene-LOC117894292	13.0081085615554	13.6202790046733	12.6507445216611	9.92185526098512	9.27568687799245	27.9138483888893	49.682963990201	78.2385480473795	192.98811805239	102.745680684246	48.3854914760095	48.9793332702033
gene-LOC117900445	1.08400904679628	1.13502325038944	0	0	0	0.820995540849685	1.01393804061635	1.93181600116986	3.1811228250394	0	4.20743404139213	1.06476811456964
gene-LOC117900454	0	0	0	0	0	0	0	0	0	0.942620923708679	1.05185851034803	0
gene-LOC117891144	2.16801809359257	0	0	0	6.18379125199496	0	0	0	0	0	1.05185851034803	1.06476811456964
gene-LOC117896899	0	1.13502325038944	0	0	0	0	0	0	0	0	0	0
gene-LOC117894427	13.0081085615554	6.81013950233666	10.7044761337132	2.48046381524628	12.3675825039899	7.38895986764717	9.12544236554713	14.488620008774	18.0263626752232	9.42620923708679	9.4667265931323	5.32384057284818
gene-LOC117903156	7.58806332757399	2.27004650077889	1.94626838794786	0	4.12252750132998	0.820995540849685	4.05575216246539	1.93181600116986	5.30187137506566	3.77048369483472	1.05185851034803	8.51814491655709
gene-LOC117894421	0	0	0	0.82682127174876	0	0	0	0	0	0	0	0
gene-LOC117894426	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903709	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903705	482.384025824347	519.840648678365	410.662629856998	499.400048136251	575.092586435532	554.171990073537	772.620786949657	613.351580371432	724.235629833969	541.064410208782	520.669962622277	647.379013658339
gene-LOC117903706	27.1002261699071	27.2405580093466	31.1402942071657	37.2069572286942	26.7964287586448	37.7657948790855	31.4320792591068	28.977240017548	40.294222450499	22.6229021690083	30.503896800093	67.0803912178871
gene-LOC117903707	7760.4207660146	8302.69507659877	7802.58996728296	8073.90971862664	8863.43412785945	7792.06867820436	8576.90188557368	8493.22904914331	8710.97466923288	8702.27636767852	8185.5629275284	8282.8311632372
gene-LOC117903708	8096.46357052145	3801.19286555424	4487.12176841378	4950.17895395983	3810.24604310423	3479.37910212097	4197.70348815168	3902.26832236313	3409.10329416722	4575.48196368193	3739.35700428726	4178.15008157125
gene-LOC117903710	3192.40664281506	2295.01701228745	2548.63845401772	2616.88932508483	2395.18847827272	2414.54788563892	2898.84885812214	2676.53106962085	2409.17035282984	2717.57612305212	2491.85281101449	2514.98228661348
gene-LOC117890995	4607.03844888421	4322.168537483	4771.27695305417	4326.75571506126	4422.44137705173	5104.95027300334	7051.9390724867	3647.2686102087	3920.20369472355	4250.27774500243	3803.52037341849	4534.84739995208
gene-LOC117891069	1856.90749716204	1918.18929315816	2476.62652366365	1957.08595022931	1800.51388620587	2105.85356227944	2384.78227152965	1720.28214904176	2187.55212935209	1931.43027267908	1751.34441972948	2250.91979420021
gene-LOC117891084	480.216007730754	320.076556609823	421.367105990711	379.510963732681	448.324865769635	424.454694619287	944.990253854436	962.044368582592	981.90657866216	738.072183263895	727.886089160839	672.93344840801
gene-LOC117891022	2932.24447158395	3073.64296205461	2476.62652366365	2491.21249177901	3150.64164289143	2822.58266944122	4907.46011658312	3696.52991823853	3942.47155449882	3423.59919490992	3239.72421187194	4200.51021197721
gene-LOC117891007	298.102487868978	288.295905598918	273.450708506674	374.550036102188	281.362501965771	395.719850689548	460.327870439822	250.170172151497	254.489826003152	256.392891248761	169.349220166033	347.114405349701
gene-LOC117891043	12034.6684375324	15309.1936012528	13131.4728134842	13596.2489926366	17497.0373475198	14700.7461544545	15807.2940532089	17081.1170823439	17882.1517738215	16432.7105630134	15949.3305924072	17271.6035864341
gene-LOC117891052	14896.4523210745	15730.2872271473	13514.8876859099	16234.6356707869	16294.2899490067	14259.0505534773	16490.6882925843	16315.1520378801	13388.2855963158	16303.5714964653	16746.639343251	13777.0346344165
gene-LOC117891099	2697.01450842916	2968.08579976839	2983.62943872406	2986.47843355652	2797.13490965239	2963.79390246736	2231.67762739658	2705.50830963839	3154.61346816407	2951.34611213187	3237.62049485125	2819.5059673804
gene-LOC117891111	2909.48028160123	3122.44896182136	3231.77865818742	3333.743367691	3257.82735792601	3173.96876092488	2731.54908142044	3862.66609433914	3549.07269846895	3403.80415551204	3786.69063725292	3458.36683612218
gene-LOC117903656	7901.34194209812	9550.08562877677	7401.6586793657	7194.17188548596	9704.42973813076	7430.8306402305	8374.11427745041	9067.94430949134	10086.2801039249	7688.95887469169	7980.45051801053	9758.59977003071
gene-LOC117903657	2.16801809359257	6.81013950233666	4.86567096986964	0.82682127174876	4.12252750132998	0.820995540849685	17.2369466904779	7.72726400467946	12.7244913001576	10.3688301607955	4.20743404139213	10.6476811456964
gene-LOC117903653	1389.69959799284	876.23794930065	1270.91325732995	1063.29215546891	845.118137772645	1019.67646173531	915.586050676562	910.851244551591	1004.17443843744	1097.2107551969	908.805752940701	940.190245164989
gene-LOC117903655	2998.36902343852	2310.90733779291	3285.30103885598	2463.10056853956	2396.21911014805	2208.47800488565	1747.01524398197	1965.62278119034	1998.80550839975	2531.87980108151	2235.19933448957	2128.4714610247
gene-LOC117900795	12018.4083018304	15204.771462217	12394.8102286459	17661.7291858253	16381.89365841	15823.047058796	25311.9492459465	10800.7832625407	13678.8281476694	14171.3629670363	10021.0560280857	16272.8510949677
gene-LOC117897799	2.16801809359257	0	0	0	0	0	0	0.965908000584932	0	0.942620923708679	0	0
gene-LOC117890908	517.072315321828	576.591811197837	473.916352465303	563.892107332654	593.643960191517	516.406195194452	1164.00087062757	577.612984349789	765.590226559481	508.072677878978	522.773679642973	700.617419386821
gene-LOC117894441	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117890917	175.609465580998	190.683906065426	175.164154915307	218.280815741673	257.657968833124	174.051054660133	204.815484204502	177.727072107627	206.772983627561	153.647210564515	176.71222973847	141.614159237762
gene-LOC117900434	21.6801809359257	18.1603720062311	20.4358180734525	24.8046381524628	22.6739012573149	18.8828974395428	12.1672564873962	19.3181600116986	28.6301054253546	16.0245557030475	10.5185851034803	21.2953622913927
gene-LOC117900420	2188.6142654817	2243.94096601993	2182.73999708352	1976.10283947954	2025.19163502835	1883.36377070918	1404.30418625364	1940.50917317513	2012.59037397492	2023.80712320253	2046.91666113727	1948.52564966243
gene-LOC117901058	354.470958302385	448.33418390383	377.576067261884	374.550036102188	430.804123888983	435.127636650333	607.348886329192	343.863248208236	446.417569780528	389.302441491684	376.565346704596	440.813999431829
gene-LOC117890325	1976.14849230963	2032.82664144749	2315.08624746397	2258.87571441761	2182.87831195422	2310.28145195101	2309.75085652404	1936.64554117279	1937.30380044899	2234.01158918957	2030.08692497171	2029.44802636973
gene-LOC117890351	1049.3207572988	997.68543709232	1134.6744701736	1039.31433858819	774.004538374703	1013.10849740851	516.094462673721	857.72630451942	956.457596061845	1051.96495085889	887.76858273374	974.262824831217
gene-LOC117890342	370.731094004329	425.633718896041	342.543236278823	315.018904536278	422.559068886323	315.262287686279	124.714378995811	434.658600263219	274.636937228401	361.023813780424	420.743404139213	348.179173464271
gene-LOC117890316	675.337636154085	931.854088569733	892.364055874092	781.346101802578	980.130913441202	898.169121689556	545.498665851595	1094.37376466273	1067.79689493822	739.957425111313	979.280273134019	956.161766883533
gene-LOC117897270	2533.32914236292	2680.92491741986	2850.31005414964	2249.78068042838	2599.25358958855	2704.35931155886	1333.3285234105	2253.46336536465	2179.06913515199	2459.29798995594	2337.22960999333	2351.00799696976
gene-LOC117897278	3.25202714038885	0	1.94626838794786	0.82682127174876	0	2.46298662254906	3.04181412184904	0	2.12074855002626	0	2.10371702069607	1.06476811456964
gene-LOC117892393	1.08400904679628	1.13502325038944	0	0	1.03063187533249	1.64199108169937	0	0.965908000584932	2.12074855002626	0	1.05185851034803	0
gene-LOC117903099	4.33603618718514	0	0	0.82682127174876	0	0	0	0.965908000584932	0	0	0	0
gene-LOC117903100	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894657	0	0	0	0	0	0	1.01393804061635	0	0	0	0	0
gene-LOC117894461	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117899021	364.227039723552	331.426789113717	207.277583316447	243.912275165884	250.443545705796	232.341738060461	205.829422245119	285.90876817314	151.633521326878	204.548740444783	234.564447807612	140.549391123192
gene-LOC117894310	27722.4473627682	34325.3731382775	26731.9963084638	34197.3277995287	30771.5759018023	30489.3114005348	38289.3422277951	36768.253950266	33354.0728205381	26406.5825567749	35019.5253850171	31151.9207279638
gene-LOC117903159	776.15047750614	1307.54678444864	839.8148093995	1266.6901883191	1022.38682032983	1251.19720425492	2269.19333489939	773.692308468531	709.390389983785	706.0230718578	903.546460388961	819.87144821862
gene-LOC117893751	1314.90297376389	1585.62748079405	844.68048036937	1441.14947665809	1351.1583885609	1045.9483190425	947.018129935668	761.135504460926	671.216916083312	492.04812217593	780.479014678241	623.954115137807
gene-LOC117901675	7824.37729977558	13513.5868191367	7065.92738244469	12087.3001716951	10637.1515853067	11245.1759230181	21028.0610243424	6314.1405998237	6768.36899740882	6407.9370393716	7315.67593947057	8429.76916304781
gene-LOC117901686	3622.75823439318	3941.93574860253	2683.90410698009	4605.39448364059	3116.63079100546	3145.23391699514	2950.55969819357	3194.25775793437	2481.27580353073	1792.86499689391	3223.94633421672	2421.28269253135
gene-LOC117900176	2040.10502607061	2467.54054634665	2134.08328738482	2677.24727792248	2520.92556706328	2689.58139182357	4400.49109627495	2270.84970937518	2835.44081138511	2381.06045328812	2027.98320795101	3106.9933583142
gene-LOC117900222	1234.68630430097	1257.6057614315	1279.67146507572	1301.41668173255	1223.36003601967	1192.08552531374	757.411716340411	1416.9870368581	1293.65661551602	1345.12005813228	1540.97271765987	1194.66982454713
gene-LOC117894488	3.25202714038885	11.3502325038944	4.86567096986964	4.1341063587438	5.15315937666247	0	2.02787608123269	6.76135600409452	1.06037427501313	3.77048369483472	2.10371702069607	8.51814491655709
gene-LOC117900242	8235.21672851138	6762.4685258203	7244.01093994192	8145.84316926878	7280.38356734874	7076.16056658344	4536.35879371754	8674.81975325327	7424.74067364195	7442.93481360373	8479.0314519155	6593.04416541519
gene-LOC117900233	797.830658442066	1021.5209253505	1049.03866110389	981.436849565778	992.498495945192	1087.81909162583	1130.54091528723	800.737732484909	979.785830112134	830.449033787346	834.123798705991	993.42865089347
gene-LOC117900168	2305.6872425357	2438.02994183652	2428.94294815892	2499.4807044965	2327.16677450077	2404.69593914873	1828.13028723127	2334.59963741378	2219.36335760248	2365.03589758507	2149.99879515138	2093.3341132439
gene-LOC117900213	2823.84356690432	2813.72263771543	3100.40554200093	2814.49960903278	2550.81389144792	3003.20168842815	3304.42407436868	2169.42936931376	2219.36335760248	2792.04317602511	2254.13278767584	2574.60930102938
gene-LOC117895019	0	0	0	0	0	0	0	0	1.06037427501313	0	1.05185851034803	0
gene-LOC117903821	2987.52893297056	2692.27514992376	2878.53094577488	2824.42146429376	2838.36018466569	2922.74412542488	2608.86257850586	2508.46307751907	2785.6032204595	2632.74023991834	2588.62379396651	2831.21841664066
gene-LOC117903818	852.03111078188	751.385391757811	872.901371994613	752.407357291372	861.608247777965	1037.738363634	2153.60439826912	756.305964458002	871.627654060794	889.834151980993	645.841125353693	755.985361344442
gene-LOC117903823	0	0	0	0	0	0	0	0	0	0	1.05185851034803	0
gene-LOC117903354	2.16801809359257	1.13502325038944	0	5.78774890224132	3.09189562599748	0	11.1533184467798	10.6249880064343	2.12074855002626	6.59834646596075	5.25929255174017	1.06476811456964
gene-LOC117903343	1203.25004194388	1088.48729712348	1070.44761337132	1009.54877280524	1137.81759036707	1003.25655091832	1283.6455594203	1132.04417668554	1059.31390073812	1229.17768451612	908.805752940701	1038.1489117054
gene-LOC117903350	53.116443293018	70.3714415241455	73.9581987420185	50.4360975766744	69.0523356472771	64.0376521862754	50.6969020308174	62.7840200380206	69.9847021508667	54.6720135751034	71.5263787036663	93.699594082128
gene-LOC117903352	9.75608142116656	4.54009300155777	9.73134193973928	11.5754978044826	2.06126375066499	3.28398216339874	12.1672564873962	3.86363200233973	9.54336847511819	5.65572554225207	3.1555755310441	0
gene-LOC117903346	1442.81604128585	1149.77855264451	1446.07741224526	1194.75673767696	1477.9261092268	1697.81877847715	2586.5559416123	2833.00816571561	2648.8149389828	2052.08575091379	2318.29615680707	1815.42963534123
gene-LOC117903348	337.126813553645	208.844278071657	190.73430201889	353.052683036721	180.360578183186	206.890876294121	298.097783941206	156.477096094759	203.591860802521	299.75345373936	166.193644634989	196.982101195383
gene-LOC117903349	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903353	57.4524794802031	77.1815810264821	52.5492464745921	66.9725230116496	39.1640112626348	67.3216343496742	55.7665922338991	39.6022280239822	71.0450764258798	71.6391902018596	51.5410670070536	48.9793332702033
gene-LOC117903347	886.719400279361	905.748553810775	1118.13118887604	1123.65010830656	809.046022136008	761.062866367658	525.219905039268	741.817344449228	593.809594007354	976.555276962191	814.138487009378	648.443781772908
gene-LOC117903344	301.354515009367	209.979301322047	335.731296921005	254.660951698618	299.913875721756	266.823550776148	224.080306976213	210.567944127515	223.738972027771	197.950393978823	190.386390372994	252.350043153004
gene-LOC117903351	1580.48519022898	1325.70715645487	1763.31915948076	966.5540666743	1132.66443099041	1473.68699582518	2704.1727543238	3340.10986602269	3761.14755347158	2995.64929554618	2770.59531625672	3629.79450256789
gene-LOC117903345	727.370070400307	987.470227838815	897.229726843962	886.352403314671	1116.17432098509	1211.78941829414	1384.02542544131	1321.36214480019	1290.47549269098	1250.85796576142	1090.77727523091	1429.98357786702
gene-LOC117891797	1.08400904679628	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117893118	2.16801809359257	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903619	46.6123890122402	43.1308835147988	29.1940258192178	34.7264934134479	42.2559068886323	37.7657948790855	56.7805302745154	37.6704120228124	48.7772166506041	49.0162880328513	41.0224819035733	62.8213187596085
gene-LOC117903622	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903617	2109.48160506557	2416.46450007912	2760.78170830403	2371.32340737544	2591.00853458589	2206.83601380395	2866.40284082241	4469.25631870648	4073.95796460045	3141.75553872103	3545.81503838322	3919.41142973083
gene-LOC117903621	86.7207237437028	112.367301788555	128.453713604559	149.654650186526	145.319094421882	99.3404604428119	77.0592910868424	90.7953520549836	123.003415901523	106.516164379081	84.1486808278427	125.642637519217
gene-LOC117903616	2500.80887095903	2752.4313821944	2953.46227871087	2654.92310358527	2464.24081391999	2436.71476524187	1118.37365879983	2206.13387333598	1976.53764862448	2440.44557148177	2319.34801531741	2009.2174321929
gene-LOC117903618	1371.2714441973	1616.27310855457	1468.45949870666	1483.31736151728	1496.47748298278	1336.58074050329	852.721892158348	1484.60059689904	1444.22976256789	1568.52121705124	1563.06174637718	1210.64134626568
