C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W	W_PT1_G23_W	W_PT2_G23_W	W_PT3_G23_W
gene-LOC117891060	6821.25843018335	5829.52496849498	7511.2769818701	8925.31019520305	6328.26374274189	6797.23044242155
gene-LOC117891067	2218.95252017274	1838.93409271718	2143.71886367368	3471.87327060216	2004.61684045403	2182.91720854807
gene-LOC117891057	1077.33083864347	724.145233120834	744.518930977226	2270.11076227934	818.590635545033	927.175089049344
gene-LOC117891062	635.560903956763	504.927666135904	772.399667643502	990.781826999365	610.22211013357	706.419115466167
gene-LOC117891063	213.996662748448	206.750217203796	270.546407650531	316.471021985183	230.693724562691	315.218994837374
gene-LOC117891061	202.056934783942	248.308049807574	200.328256046577	345.429154715854	260.460656764329	290.576467553671
gene-LOC117891058	790.777367495337	683.62634633215	999.576040479826	1119.02498623519	776.730887136481	1125.34207928913
gene-LOC117891064	63.3724022731454	78.9598819471784	129.077484566093	184.090986644976	113.486429018743	110.891372776666
gene-LOC117891070	11.0212873518514	18.7010246717002	22.7176372836324	12.4106283131444	9.30216631301174	39.0173348658639
gene-LOC117891068	0	0	0	2.06843805219074	0	0
gene-LOC117891302	1875.45573104004	2493.46995622669	2252.14395070919	2573.13693692528	3122.73723127804	2479.65430792267
gene-LOC117891303	296.656317887333	374.020493434003	358.319097155475	389.900572837955	469.759398807093	538.02851236086
gene-LOC117890187	21.1241340910485	9.35051233585008	18.5871577775174	17.5817234436213	16.7438993634211	18.4818954627776
gene-LOC117891316	4.59220306327141	4.15578326037781	2.06523975305749	5.17109513047685	2.79064989390352	1.02677197015431
gene-LOC117890683	0	0	0	0	0	0
gene-LOC117892635	0	0	0	0	0	0
gene-LOC117891136	308.596045851839	281.554315890597	378.97149468605	487.117161290919	289.297372334665	395.30720850941
gene-LOC117890394	7.34752490123425	4.15578326037781	3.09785962958624	7.23953318266759	5.58129978780705	4.10708788061725
gene-LOC117890297	14.6950498024685	5.19472907547227	22.7176372836324	17.5817234436213	5.58129978780705	6.16063182092588
gene-LOC117891107	1.83688122530856	6.23367489056672	5.16309938264373	9.30797123485833	3.7208665252047	3.08031591046294
gene-LOC117890859	0	0	0	0	0	1.02677197015431
gene-LOC117892641	0	0	1.03261987652875	0	0	0
gene-LOC117892643	0	0	0	0	0	0
gene-LOC117892380	9.18440612654282	20.7789163018891	13.4240583948737	7.23953318266759	9.30216631301174	3.08031591046294
gene-LOC117892378	0.918440612654282	0	2.06523975305749	3.10265707828611	0.930216631301174	5.13385985077156
gene-LOC117892374	65.209283498454	91.4272317283119	54.7288534560235	55.84782740915	101.393612811828	121.159092478209
gene-LOC117892376	5885.36744588864	6510.03447738184	5807.45418559766	5537.20866571461	7144.99394502432	8080.69540511444
gene-LOC117892377	2415.49881128076	2611.90977914746	2558.83205403823	1991.90584425968	2225.07818207241	2481.70785186297
gene-LOC117892384	5.51064367592569	0	7.22833913570122	1.03421902609537	3.7208665252047	1.02677197015431
gene-LOC117892373	4700.57905556461	4839.40960670996	4370.04731746965	3224.69492336536	4687.36160512662	3980.79492828827
gene-LOC117892383	74.3936896249968	72.7262070566117	45.4352745672648	37.2318849394333	75.3475471353951	67.7669500301846
gene-LOC117892382	708.117712356451	756.352553388762	692.887937150788	489.18559934311	662.314241486436	679.723044242155
gene-LOC117892379	926.70657816817	969.336445483125	859.139737271916	823.238344771915	1016.72677801218	1199.26966114024
gene-LOC117892381	1517.26389210487	1695.55957023415	1367.18871652406	1076.62200616528	1555.32220753556	1460.06974155943
gene-LOC117889901	6450.20842267102	7019.11792677813	6007.78244164424	5170.06091145076	5269.67721632115	6216.07750731421
gene-LOC117889906	3308.22308678072	3134.49952413997	3462.37444600088	4282.70098706093	3298.54817459396	3371.91914998676
gene-LOC117889911	702.607068680526	681.548454701961	770.334427890444	758.082546127907	694.871823581977	764.945117764963
gene-LOC117889904	5010.09354202911	4644.08779347221	5053.64167573168	6935.47278899555	5046.42522480887	5696.53089041613
gene-LOC117889899	13429.4386382309	11766.0613559447	13408.5690967258	18136.0648416084	11889.0987646603	12408.5392593149
gene-LOC117889902	2777.36441266655	3175.01841092865	2782.91056724497	2521.42598562051	3044.59903424874	2937.59460661149
gene-LOC117889908	629.131819668183	639.990622098183	634.02860418865	490.219818369206	575.804094775427	628.38444573444
gene-LOC117889910	1485.11847066197	1544.91242704545	1170.9909399836	979.405417712316	1565.55459047988	1325.56261346922
gene-LOC117889905	191.035647432091	170.38711367549	200.328256046577	182.022548592785	167.438993634211	201.247306150245
gene-LOC117889909	4.59220306327141	2.07789163018891	2.06523975305749	6.20531415657222	5.58129978780705	6.16063182092588
gene-LOC117890871	0.918440612654282	0	9.29357888875871	2.06843805219074	2.79064989390352	6.16063182092588
gene-LOC117890230	142.358294961414	139.218739222657	193.099916910875	334.052745428805	97.6727462866233	176.604778866542
gene-LOC117892693	272.776861958322	177.659734381151	236.469951725083	312.334145880802	219.531124987077	252.585904657961
gene-LOC117892695	442.688375299364	472.720345867976	519.407797893959	581.231092665598	532.083913104272	572.938759346107
gene-LOC117892694	2290.59088795978	2242.04506897383	2331.65568120191	2171.85995480028	2256.70554753665	2380.0574268177
gene-LOC117892696	2113.3318497175	2117.3715711625	2052.84831453915	1547.19166303867	2047.40680549388	1999.12502589045
gene-LOC117892697	4829.16074133621	4984.86202082319	4759.34501092099	3496.69452722845	4992.4726601934	4996.27240677089
gene-LOC117892698	67.0461647237626	63.3756947207616	45.4352745672648	41.3687610438148	82.7892801858045	57.4992303286415
gene-LOC117892699	954.259796547799	938.168071030291	793.052065174077	593.641720978743	986.029629179245	817.310488242833
gene-LOC117891563	0.918440612654282	0	0	0	0	0
gene-LOC117891476	2291.50932857243	2147.50099980023	4326.67728265544	2548.31568029899	2677.16346488478	3436.60578410649
gene-LOC117891480	1301.43034813112	1380.75898826053	1706.92065590202	1510.99399712534	1873.45629544056	1850.24309021807
gene-LOC117890529	2353.96329023292	2059.19060551721	2590.84327021062	4144.11563756415	2272.51923026877	2763.04337168526
gene-LOC117892478	3757.34054636867	3714.23128896267	3698.84439772597	2940.28469118914	3325.5244569017	3697.40586452568
gene-LOC117892480	6.42908428857997	2.07789163018891	7.22833913570122	8.27375220876296	10.2323829443129	9.24094773138882
gene-LOC117892477	1824.94149734406	1540.75664378507	1823.60670194976	2892.71061598875	1486.48617681928	1684.93280302323
gene-LOC117892482	90.0071800401196	158.958709709451	91.9031690110584	110.661435792205	133.020978276068	175.578006896388
gene-LOC117892479	0	0	0	0	0	0
gene-LOC117892644	10.1028467391971	0	3.09785962958624	16.5475044175259	6.51151641910822	5.13385985077156
gene-LOC117892645	4.59220306327141	0	7.22833913570122	1.03421902609537	2.79064989390352	3.08031591046294
gene-LOC117891376	0	0	0	1.03421902609537	0	0
gene-LOC117890390	4.59220306327141	5.19472907547227	3.09785962958624	10.3421902609537	3.7208665252047	1.02677197015431
gene-LOC117891493	147.868938637339	143.374522483035	206.523975305749	309.231488802516	146.974227745586	204.327622060708
gene-LOC117892653	0	0	0	0	0	0
gene-LOC117891500	7216.18789362469	7905.33870705369	7298.55728730517	5599.26180728034	7107.78527977227	6817.76588182464
gene-LOC117891522	187.361884981473	285.710099150975	225.111133083267	255.452099445556	299.529755278978	347.048925912158
gene-LOC117891521	327.883298717579	282.593261705691	412.015330734969	417.82448654253	377.667952308277	336.781206210615
gene-LOC117891511	1594.41290356783	1851.40144249832	2065.23975305749	1155.22265214853	2085.54568737723	1850.24309021807
gene-LOC117891509	120.315720257711	88.3103942830285	87.7726895049434	85.8401791659157	137.672061432574	147.855163702221
gene-LOC117891518	3301.79400249214	3766.17857971739	3254.81785081861	2552.45255640337	4364.57643406511	3250.76005750855
gene-LOC117891517	595.149516999975	494.53820798496	608.213107275431	591.573282926552	620.454493077883	560.617495704255
gene-LOC117891494	297.574758499987	261.814345403802	252.991869749543	426.098238751293	227.903074668788	265.933940269967
gene-LOC117891514	2272.22207570669	2693.98649853992	2016.70661886064	2035.34304335569	3025.06448499142	3222.01044234423
gene-LOC117891513	368.294685674367	167.270276230207	168.317039874186	109.627216766109	240.926107507004	281.335519822282
gene-LOC117891507	508.816099410472	495.577153800054	439.896067401246	424.029800699102	538.59542952338	440.4851751962
gene-LOC117891498	1088.35212599532	989.076415969919	986.151982084952	1558.56807232572	759.056771141758	903.559333735795
gene-LOC117891504	0	0	0	0	0	0
gene-LOC117891508	2206.09435159559	2368.79645841535	2081.76167108195	1500.65180686438	2132.05651894229	2146.98018959267
gene-LOC117891499	1340.92329447525	1451.40730368695	1349.63417862307	1403.43521841142	1333.93064928588	1365.60672030524
gene-LOC117891519	57.8617585972198	79.9988277622729	72.2833913570122	44.4714181221009	54.8827812467693	84.1953015526537
gene-LOC117891501	337.067704844121	397.916247181176	356.253857402417	253.383661393366	373.947085783072	357.316645613701
gene-LOC117891510	1410.72478103698	1415.04420015865	1357.8951376353	1045.59543538242	1421.37101262819	1442.61461806681
gene-LOC117891495	3486.40056563565	3115.79849946827	3132.96870538821	3317.77463571395	3075.29618308168	3328.79472724028
gene-LOC117891505	3727.95044676373	3828.51532862306	3586.28883118433	3561.85032587246	3936.67678366657	2931.43397479056
gene-LOC117891523	0	0	0	0	0	0
gene-LOC117892667	0	0	0	0	0	0
gene-LOC117891497	0	0	0	0	0	0
gene-LOC117891512	343.496789132701	324.151094309469	294.296664810693	236.83615697584	250.228273820016	283.38906376259
gene-LOC117891516	316.862011365727	366.747872728342	492.559681104212	711.542689953615	452.085282812371	441.511947166355
gene-LOC117892668	270.939980733013	260.775399588708	343.862418884072	432.303552907865	331.157120743218	314.19222286722
gene-LOC117891503	1478.68938637339	1449.32941205676	1390.93897368422	1123.16186233957	1378.58104758834	1383.06184379786
gene-LOC117891502	0	0	0	0	0	0
gene-LOC117891515	0	0	0	0	0	0
gene-LOC117890383	3997.97198688409	4110.06964451366	3822.75878290942	4125.49969509443	3528.31168252535	3848.34134413836
gene-LOC117890941	6479.59852227596	7384.82685369137	6519.9619004025	8445.43256709479	9014.72937393968	9191.66267682141
gene-LOC117890942	423.401122433624	511.161341026471	464.678944437936	284.410232176227	404.644234616011	472.315106270984
gene-LOC117890943	867.926378958296	1055.56894813596	730.062252705823	576.059997535121	1009.28504496177	977.486915586906
gene-LOC117890501	1491.54755495055	1260.24127370957	1330.01440096902	1431.35913211599	1226.95573668625	1199.26966114024
gene-LOC117890502	67.9646053364169	85.1935568377452	68.1529118508972	68.2584557222944	133.020978276068	90.3559333735795
gene-LOC117892405	4843.85579113868	4915.25265121186	5355.16667967807	7961.41806288216	5275.25851610896	5682.15608283397
gene-LOC117892406	1158.15361255705	1226.99500762655	1134.84924430509	655.694862544465	1155.32905607606	1222.88541645379
gene-LOC117890478	3173.21231672054	3211.38151445695	2958.45594625486	2154.27823135666	2632.51306658232	3016.65604831337
gene-LOC117890479	5479.41669509544	5724.59144117044	4657.11564314464	4103.78109554643	5184.09728624144	4797.07864456095
gene-LOC117890377	713.628356032377	540.251823849116	671.202919743685	1173.83859461825	572.083228250222	592.447426779039
gene-LOC117890015	18412.897402493	19076.0841109493	21200.7186850117	21837.5347360037	18773.6320529203	19939.9116603968
gene-LOC117890017	3.67376245061713	4.15578326037781	4.13047950611498	23.7870376001935	16.7438993634211	1.02677197015431
gene-LOC117890133	5535.44157246736	4253.44416699669	2950.19498724263	6143.2610150065	4833.4056162409	5268.36697886178
gene-LOC117890905	2474.27901049064	3126.18795761921	2781.87794736844	2558.65787055995	3432.49936950133	3266.16163706087
gene-LOC117890904	343.496789132701	347.007902241547	453.320125796119	361.97665913338	398.132718196903	448.699350957435
gene-LOC117890332	0.918440612654282	0	3.09785962958624	2.06843805219074	0.930216631301174	1.02677197015431
gene-LOC117891609	1.83688122530856	5.19472907547227	0	1.03421902609537	2.79064989390352	0
gene-LOC117891035	22.961015316357	34.285211898117	25.8154969132186	97.2165884529648	23.2554157825294	23.6157553135492
gene-LOC117891036	1272.95868913883	867.519755603868	622.669785546834	2100.4988419997	923.705114882066	684.856904092927
gene-LOC117891034	34.9007432808627	39.4799409735892	56.794093209081	107.558778713919	27.9064989390352	20.5354394030863
gene-LOC117892669	0	0	4.13047950611498	4.13687610438148	0	1.02677197015431
gene-LOC117891037	11.0212873518514	11.428403966039	5.16309938264373	16.5475044175259	17.6741159947223	8.2141757612345
gene-LOC117889940	8096.05400054749	9254.92932086139	5367.55811819642	8550.92290775652	12383.0437958812	6087.73101104492
gene-LOC117889939	6223.35359134541	6264.84326501955	6496.21164324234	7566.34639491373	5838.03957804617	6377.28070662844
gene-LOC117889941	86197.4883788297	96538.8451385766	87966.8220417308	65143.3880156952	95160.2311654788	93544.0603409087
gene-LOC117890911	860.578854057062	919.467046358591	868.433316160675	676.379243066372	844.636701221466	884.050666302863
gene-LOC117890910	14.6950498024685	23.8957537471724	22.7176372836324	9.30797123485833	12.0928162069153	19.5086674329319
gene-LOC117891830	124.907923320982	132.98506433209	167.284419997657	226.493966714886	157.206610689898	143.748075821604
gene-LOC117891827	181.851241305548	204.672325573607	233.372092095496	230.630842819268	165.578560371609	232.050465254875
gene-LOC117891834	1224.28133666816	1261.28021952467	1220.55669405698	910.112742963926	1256.72266888789	1039.09323379616
gene-LOC117891838	1811.16488815424	2009.32120639267	1602.62604837261	1259.67877378416	1588.81000626241	1730.11076971002
gene-LOC117891836	427.993325496895	473.759291683071	377.938874809521	287.512889254513	345.110370212736	503.118265375613
gene-LOC117891843	8075.8483070691	8350.00751591412	8218.62159729229	7410.17932197333	7444.5237003033	7625.83542233608
gene-LOC117891829	1371.23183469284	1229.07289925674	1240.17647171102	1387.92193301999	1105.0973579858	1155.1184664236
gene-LOC117891839	26224.2348131177	28663.4760926409	23630.4732544838	20493.0500020798	26188.388821022	25215.4660430496
gene-LOC117891833	48003.2170609887	55474.5117969683	45924.7363887394	29230.1323345335	44948.997841104	43323.6165086911
gene-LOC117891835	498.713252671275	557.913902705721	571.038791720396	514.006855969399	620.454493077883	568.831671465489
gene-LOC117891828	6688.08454134848	7107.42832106115	6865.88955903963	6926.1648177607	6876.16133857828	7036.46831146751
gene-LOC117891824	5384.81731199205	4140.1990731514	5501.79870214516	11179.907672091	4259.46195472808	5123.59213107002
gene-LOC117891832	507.897658797818	441.551971415143	456.417985425706	425.064019725197	378.598168939578	463.074158539595
gene-LOC117891840	3194.33645081159	3438.91064796264	3343.62316020008	3166.77865790402	3301.33882448787	3535.1758932413
gene-LOC117891841	3972.25564972977	4363.5724233967	3932.21648982146	5364.49408835669	4371.08795048422	4431.54782318601
gene-LOC117891823	1296.83814506785	1235.3065741473	1442.56996751066	1821.25970495395	961.843996765414	1038.06646182601
gene-LOC117891826	9438.81417624805	9512.58788300481	9213.03453838947	7562.20951880935	8697.52550266598	8148.46235514463
gene-LOC117890330	3703.15255022206	3768.25647134758	3619.33266723325	2847.20497884055	3304.12947438177	3318.52700753874
gene-LOC117890329	2480.70809477922	2339.70597559271	2332.68830107844	1750.93281117946	1902.2930110109	2118.23057442835
gene-LOC117890977	1632.06896868666	1740.23424028321	2013.60875923105	2438.68846353288	1667.87841992301	2005.28565771137
gene-LOC117890975	6517.25458739478	6195.23389540822	6373.32987793542	10622.4636170255	6310.58962674717	6552.85871352482
gene-LOC117891205	6352.85371772967	6670.03213290639	6413.60205312004	4962.18288720559	6968.2527850771	6590.84927642053
gene-LOC117891102	178.177478854931	187.010246717002	193.099916910875	187.193643723262	236.275024350498	241.291412986264
gene-LOC117891101	102.86534861728	134.024010147184	175.545379009887	198.570053010311	149.764877639489	142.721303851449
gene-LOC117891104	4003.48263056001	4006.17506300421	3693.68129834332	3336.39057818367	4300.39148650533	3973.60752449719
gene-LOC117891097	10253.4709996724	9403.4985724199	8793.7908685188	9662.70836080905	8666.82835383304	7719.27167162012
gene-LOC117891096	3447.82605990417	3400.46965280415	3226.93711415233	3470.83905157606	2919.01978902308	2967.37099374596
gene-LOC117891098	4370.85887562173	4543.31004940804	3866.12881772362	3749.04396959572	3850.16663695556	3777.49407819772
gene-LOC117891100	0.918440612654282	0	1.03261987652875	1.03421902609537	0.930216631301174	4.10708788061725
gene-LOC117891103	51.4326743086398	46.7525616792504	66.0876720978397	47.574075200387	42.789965039854	46.2047386569441
gene-LOC117892676	2.75532183796285	3.11683744528336	5.16309938264373	8.27375220876296	14.8834661008188	9.24094773138882
gene-LOC117891244	13.7766091898142	24.9346995622669	28.9133565428049	107.558778713919	64.184947559781	31.8299310747837
gene-LOC117891243	0	0	0	0	0	0
gene-LOC117890225	3626.0035387591	3703.84183081173	3815.53044377371	3633.21143867304	4156.20790865365	5659.56709949057
gene-LOC117891352	886.295191211382	1063.88051465672	974.793163443136	669.139709883705	945.100097401993	926.14831707919
gene-LOC117891345	1130.60039417742	1161.5414212756	1111.09898714493	944.241970825073	1137.65494008134	1006.23653075123
gene-LOC117891351	1830.45214101998	2315.81022184554	1868.0093566405	1383.78505691561	2171.12561745694	2062.78488804001
gene-LOC117891353	570.351620458309	522.58974499251	488.429201598097	297.855079515467	422.318350610733	453.833210808206
gene-LOC117891350	14169.7017720303	15543.6683396281	13619.2235515376	8625.38667763539	14257.4303079531	14088.3382024873
gene-LOC117891349	2173.03048954003	2325.16073418139	1986.76064244131	1410.67475159409	2030.66290613046	2130.5518380702
gene-LOC117891347	1075.49395741816	917.389154728402	957.238625542147	748.774574893048	836.264751539756	826.551435974222
gene-LOC117891348	781.592961368794	820.767193924618	775.497527273088	563.649369221977	799.056086287709	674.589184391384
gene-LOC117891354	594.23107638732	694.015804483095	550.386394189821	484.014504212633	609.291893502269	618.116726032896
gene-LOC117891343	1146.21388459254	926.739667064252	999.576040479826	1691.98232669203	894.86839931173	895.345157974561
gene-LOC117891344	1916.78555860949	1590.62604290961	1838.06338022117	2892.71061598875	1586.0193563685	1753.72652502357
gene-LOC117891763	5464.72164529298	4112.14753614385	5267.39399017313	9118.70915308288	4564.57300979486	5067.11967271153
gene-LOC117891785	0	0	1.03261987652875	0	0.930216631301174	1.02677197015431
gene-LOC117891786	0	6.23367489056672	3.09785962958624	2.06843805219074	0.930216631301174	0
gene-LOC117891787	2.75532183796285	0	1.03261987652875	2.06843805219074	0	3.08031591046294
gene-LOC117891764	522.592708600286	368.825764358531	519.407797893959	1252.43924060149	466.968748913189	440.4851751962
gene-LOC117891784	7030.66288986853	6265.88221083465	5946.85786892905	7679.07626875813	5759.90138101687	6703.79419313751
gene-LOC117891790	0	0	0	0	0	0
gene-LOC117891777	389.418819765415	380.25416832457	420.276289747199	350.600249846331	326.506037586712	378.878856986941
gene-LOC117891791	0	0	0	0	0	0
gene-LOC117891768	0	0	0	0	0	0
gene-LOC117891766	0	0	0	0	0	0
gene-LOC117891780	1045.18541720057	1109.59413052088	1014.03271875123	656.72908157056	1039.98219379471	1117.12790352789
gene-LOC117891789	0	0	0	0	0	0
gene-LOC117891770	2307.12281898756	2659.7012866418	2161.27340157466	1596.83417629125	2491.12013862454	2382.11097075801
gene-LOC117891779	1086.51524477002	1001.54376575105	932.455748505457	1201.76250832282	1106.0275746171	1028.82551409462
gene-LOC117891783	0	0	0	0	0	0
gene-Trnaw-cca	0	0	0	0	0	0
gene-Trnag-gcc-2	0	0	0	0	0	0
gene-Trnaw-cca-2	0	0	0	0	0	0
gene-Trnag-gcc-3	2.75532183796285	1.03894581509445	0	3.10265707828611	5.58129978780705	3.08031591046294
gene-Trnaw-cca-3	0	0	0	0	0	0
gene-LOC117891761	15497.7668979284	12145.2765784542	15252.8281962061	28066.6359301762	12447.228743441	12747.3740094658
gene-LOC117892773	0	0	0	0	0	0
gene-LOC117892783	0	0	0	0	0	0
gene-LOC117892787	0	0	0	0	0	0
gene-LOC117892785	0	0	0	0	0	0
gene-LOC117892772	0	0	0	0	0	0
gene-LOC117892786	0	0	0	0	0	0
gene-LOC117892781	0	0	0	0	0	0
gene-LOC117892784	0	0	0	0	0	0
gene-LOC117892778	0	0	0	0	0	0
gene-LOC117892777	0	0	0	0	0	0
gene-LOC117892780	0	0	0	0	0	0
gene-LOC117892779	0	0	0	0	0	0
gene-LOC117892770	0	0	0	0	0	0
gene-Trnay-gua-3	0	0	0	0	0	0
gene-Trnay-gua-4	0	0	0	0	0	0
gene-Trnay-gua-5	0	0	0	0	0	0
gene-LOC117891765	1731.26055485332	1318.42223935486	1560.28863343493	2245.28950565305	1265.0946185696	1363.55317636493
gene-LOC117891762	5180.00505537015	3857.6058114457	5084.62027202754	8382.34520650298	4272.48498756629	4351.45960951398
gene-LOC117891767	0	0	0	0	0	0
gene-LOC117892680	0	0	0	0	0	0
gene-LOC117891778	1700.95201463573	1897.11505836247	1839.0960000977	1909.16832217205	1996.24489077232	1986.8037622486
gene-LOC117891775	0	0	0	0	0	0
gene-LOC117891769	3362.41108292733	3195.79732723054	3345.68839995314	4915.6430310313	3554.35774820179	3751.82477894386
gene-LOC117891781	0	0	0	0	0	0
gene-LOC117891772	0	0	0	0	0	0
gene-LOC117891776	0	0	0	0	0	0
gene-LOC117891771	2713.9920103934	2942.29454834749	2746.76887156646	2694.14056297844	2653.90804910225	2791.79298684958
gene-LOC117891773	3147.49597956622	2885.1525285173	3363.24293785412	3337.42479720976	2586.00223501726	2681.92838604307
gene-LOC117891774	1253.67143627309	998.426928305769	1061.53323307155	1512.02821615143	1045.56349358252	1087.35151639342
gene-Trnay-gua-6	1.83688122530856	0	1.03261987652875	0	0.930216631301174	3.08031591046294
gene-LOC117890315	3788.56752719891	3902.28048149477	3791.78018661355	2812.04153195331	3416.68568676921	3693.29877664506
gene-LOC117890317	1098.45497273452	1334.00642658128	1024.35891751652	839.785849189441	1359.04649833102	1307.08071800644
gene-LOC117890318	748.52909931324	726.223124751023	1151.37116232955	656.72908157056	836.264751539756	1216.72478463286
gene-LOC117892764	0	0	0	0	0	0
gene-LOC117889966	3779.38312107237	4128.77066918536	3649.27864365259	1998.11115841626	3488.3123673794	3201.47500294115
gene-LOC117889969	2229.9738075246	2515.28781834367	2203.61081651234	1725.07733552708	2544.14248660871	2086.40064335356
gene-LOC117889968	1547.57243232246	1629.0670380681	1459.09188553512	1055.93762564337	1550.67112437906	1564.80048251517
gene-LOC117889964	1095.69965089656	1167.77509616617	931.423128628928	753.945670023525	1162.77078912647	887.130982213326
gene-LOC117889965	22.0425747037028	21.8178621169835	19.6197776540462	9.30797123485833	10.2323829443129	16.428351522469
gene-LOC117891240	1591.65758172987	1450.36835787186	1274.25292763647	1916.40785535472	1590.67043952501	1338.91064908122
gene-LOC117891312	233.283915614188	192.204975792474	281.905226292348	384.729477707478	225.112424774884	214.595341762251
gene-LOC117890059	0	0	0	0	0	0
gene-LOC117890058	74.3936896249968	63.3756947207616	109.457706912047	146.859101705543	117.207295543948	96.5165651945054
gene-LOC117890056	226.854831325608	409.344651147215	199.295636170048	228.562404767077	342.319720318832	250.532360717652
gene-LOC117890057	1333.57576957402	2244.12296060402	1449.79830664636	2032.2403862774	2785.99881074702	1219.80510054332
gene-LOC117892681	18.3688122530856	3.11683744528336	10.3261987652875	21.7185995480028	3.7208665252047	10.2677197015431
gene-LOC117891669	99.1915861666624	38.4409951584948	86.7400696284146	74.4637698788667	38.1388818833481	72.9008098809562
gene-LOC117891673	0	0	1.03261987652875	0	4.65108315650587	2.05354394030863
gene-LOC117891671	5.51064367592569	3.11683744528336	7.22833913570122	8.27375220876296	4.65108315650587	6.16063182092588
gene-LOC117891670	11488.7736236924	11510.4806854314	12926.3356143868	12499.5711493886	12191.4191698332	12825.4086791975
gene-LOC117891675	30689.6930718428	32461.8619926262	31932.7370617749	29589.0063365885	34474.7585726528	32796.1234986989
gene-LOC117891676	3034.52778420975	3811.89219558155	3029.70671773534	1917.44207438082	3454.82456865256	3065.94110288078
gene-LOC117891677	845.883804254594	841.546110226507	909.738111221825	843.922725293822	759.056771141758	855.301051138543
gene-LOC117891674	1577.88097254006	1844.12882179265	1668.71372047045	1202.79672734892	1718.11011801327	1874.88561750178
gene-LOC117892446	233.283915614188	218.178621169835	387.23245369828	702.234718718757	330.226904111917	454.859982778361
gene-LOC117892448	0	0	2.06523975305749	0	0	0
gene-LOC117892449	0	1.03894581509445	0	0	0	0
gene-LOC117892450	683.319815814786	851.935568377452	842.617819247456	792.211773989054	892.077749417826	1047.3074095574
gene-LOC117892451	8.26596551388854	15.5841872264168	14.4566782714024	2.06843805219074	17.6741159947223	21.5622113732406
gene-LOC117892682	1.83688122530856	2.07789163018891	2.06523975305749	0	2.79064989390352	5.13385985077156
gene-LOC117892445	4223.90837759704	3982.27930925704	4180.04526018836	4401.6361750619	3605.51966292335	3715.88775998846
gene-LOC117891662	2290.59088795978	2447.75634036253	2377.09095576917	1569.94448161277	2534.8403202957	2441.66374502696
gene-LOC117891661	1320.71760099686	1269.59178604542	1252.56791022937	1267.95252599292	1136.72472345003	1363.55317636493
gene-LOC117891659	15504.1959822169	13064.7436248127	15128.9138110227	22267.7698508594	12959.778107288	14421.0123208173
gene-LOC117891660	2260.28234774219	2503.85941437763	2560.89729379129	3118.17036367754	2882.74134040234	2504.29683520637
gene-LOC117891641	7646.0181003469	7672.61484447254	6936.10771064358	9281.08154017985	8936.59117691038	7391.7314131409
gene-LOC117891642	709.95459358176	394.799409735892	655.713621595753	819.101468667533	471.619832069695	518.519844927928
gene-LOC117891647	45.0035900200598	56.1030740151005	69.185531727426	41.3687610438148	64.184947559781	77.0078977615735
gene-LOC117891645	1064.47267006631	1311.1496186492	1175.12141948971	995.952922129842	1014.86634474958	1201.32320508055
gene-LOC117891646	101788.936219249	109488.265777914	100301.466466867	71022.9231790474	108834.415645606	99444.9188533855
gene-LOC117891643	1109.47626008637	1014.01111553219	1434.30900849843	1589.59464310858	1113.46930766751	1299.89331421536
gene-LOC117891644	10802.6984860397	10556.7284271747	11529.2009214434	11486.0365038152	11871.4246486656	11616.8980703259
gene-LOC117891952	9476.47024136688	8199.36037272542	8735.96415543319	8532.30696528681	7405.45460178865	7869.18037926265
gene-LOC117891959	1741.36340159252	1671.66381648698	1700.72493664284	1448.94085555961	1326.48891623547	1167.43973006545
gene-LOC117891964	349.007432808627	315.839527788714	275.709507033175	334.052745428805	325.575820955411	292.630011493979
gene-LOC117891965	33.0638620555541	45.7136158641559	42.3374149376786	38.2661039655287	29.7669322016376	35.937018955401
gene-LOC117891966	3511.19846217732	3669.55661891361	3405.5803527918	2884.43686377999	4367.36708395901	3837.04685246667
gene-LOC117891967	2173.94893015269	2396.8479954229	2222.19797428986	1649.57934662212	2525.53815398269	2334.87946013091
gene-LOC117891969	2646.02740505699	3451.37799774377	2281.057307252	1860.56002794557	4255.74108820287	3347.27662270306
gene-LOC117891956	795.369570558608	739.729420347251	769.301808013915	858.401791659157	925.565548144668	770.078977615735
gene-LOC117891955	0	0	0	0	0	0
gene-LOC117891951	21778.982247871	19481.2729788361	15750.550976693	13021.8517575668	19404.3189289425	18896.71133872
gene-LOC117891970	122089.229080746	125523.355488082	108133.888230337	75342.8560510477	119382.14202793	113885.439841636
gene-LOC117892460	45.9220306327141	54.0251823849116	62.9898124682535	48.6082942264824	49.3014814589622	47.2315106270984
gene-LOC117891961	0	0	0	0	0	0
gene-LOC117891971	14.6950498024685	16.6231330415113	43.3700348142073	67.2242366961991	19.5345492573247	25.6692992538578
gene-LOC117891958	308.596045851839	434.279350709481	337.6666996249	401.276982125004	433.480950186347	484.636369912836
gene-LOC117891957	2594.59473074835	2336.58913814743	2639.37640440747	3529.7895360635	2330.19266140944	2426.26216547464
gene-LOC117891960	0	0	0	0	0	0
gene-LOC117891968	2039.85660070516	2389.57537471724	1763.7147491111	1453.077731664	2074.38308780162	1819.43993111344
gene-LOC117891954	421.564241208315	648.302188618939	591.691189250971	471.603875899489	515.340013740851	602.715146480582
gene-LOC117891962	0	0	0	0	0	0
